SEQ='B '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  83257501.5   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   465       4.21E-13  2.97E-13  1.87E-13  1.31E-13  9.12E-14  5.50E-14  3.61E-14  2.25E-14  1.07E-14  5.44E-15
             2.52E-15  8.01E-16  3.13E-16  1.17E-16  3.09E-17  1.11E-17  3.95E-18  1.00E-18  3.55E-19
   466       3.37E-13  2.38E-13  1.50E-13  1.05E-13  7.29E-14  4.39E-14  2.89E-14  1.80E-14  8.53E-15  4.35E-15
             2.01E-15  6.41E-16  2.50E-16  9.39E-17  2.47E-17  8.86E-18  3.16E-18  8.02E-19  2.84E-19
   467       8.98E-14  6.34E-14  4.00E-14  2.82E-14  1.98E-14  1.22E-14  8.36E-15  5.54E-15  2.98E-15  1.71E-15
             9.03E-16  3.37E-16  1.45E-16  5.86E-17  1.64E-17  6.04E-18  2.19E-18  5.62E-19  2.00E-19
   468       2.52E-13  1.78E-13  1.12E-13  7.85E-14  5.46E-14  3.29E-14  2.16E-14  1.35E-14  6.39E-15  3.26E-15
             1.51E-15  4.80E-16  1.88E-16  7.04E-17  1.85E-17  6.64E-18  2.37E-18  6.01E-19  2.13E-19
   469       5.05E-13  3.56E-13  2.24E-13  1.57E-13  1.09E-13  6.58E-14  4.32E-14  2.69E-14  1.28E-14  6.52E-15
             3.02E-15  9.61E-16  3.76E-16  1.41E-16  3.71E-17  1.33E-17  4.74E-18  1.20E-18  4.26E-19
   470       3.36E-13  2.37E-13  1.49E-13  1.05E-13  7.27E-14  4.38E-14  2.88E-14  1.79E-14  8.51E-15  4.34E-15
             2.01E-15  6.40E-16  2.50E-16  9.38E-17  2.47E-17  8.85E-18  3.15E-18  8.01E-19  2.84E-19
   471       1.68E-13  1.18E-13  7.44E-14  5.22E-14  3.63E-14  2.19E-14  1.44E-14  8.95E-15  4.25E-15  2.17E-15
             1.00E-15  3.20E-16  1.25E-16  4.69E-17  1.23E-17  4.42E-18  1.58E-18  4.00E-19  1.42E-19
   472       2.51E-13  1.77E-13  1.11E-13  7.81E-14  5.43E-14  3.28E-14  2.15E-14  1.34E-14  6.37E-15  3.25E-15
             1.51E-15  4.79E-16  1.87E-16  7.02E-17  1.85E-17  6.63E-18  2.36E-18  6.00E-19  2.12E-19
   473       8.38E-14  5.91E-14  3.72E-14  2.61E-14  1.81E-14  1.09E-14  7.19E-15  4.48E-15  2.13E-15  1.08E-15
             5.03E-16  1.60E-16  6.25E-17  2.34E-17  6.17E-18  2.21E-18  7.88E-19  2.00E-19  7.09E-20
   474       1.30E-13  9.13E-14  5.72E-14  3.98E-14  2.73E-14  1.59E-14  9.94E-15  5.77E-15  2.43E-15  1.12E-15
             4.74E-16  1.37E-16  5.12E-17  1.86E-17  4.80E-18  1.71E-18  6.06E-19  1.53E-19  5.43E-20
   475       1.94E-13  1.37E-13  8.58E-14  5.97E-14  4.10E-14  2.38E-14  1.49E-14  8.66E-15  3.64E-15  1.68E-15
             7.11E-16  2.06E-16  7.68E-17  2.79E-17  7.20E-18  2.56E-18  9.08E-19  2.30E-19  8.14E-20
   476       2.59E-13  1.83E-13  1.14E-13  7.96E-14  5.46E-14  3.18E-14  1.99E-14  1.15E-14  4.85E-15  2.24E-15
             9.48E-16  2.75E-16  1.02E-16  3.73E-17  9.60E-18  3.41E-18  1.21E-18  3.07E-19  1.09E-19
   477       3.24E-13  2.28E-13  1.43E-13  9.95E-14  6.83E-14  3.97E-14  2.49E-14  1.44E-14  6.07E-15  2.80E-15
             1.19E-15  3.43E-16  1.28E-16  4.66E-17  1.20E-17  4.27E-18  1.51E-18  3.84E-19  1.36E-19
   478       3.89E-13  2.74E-13  1.72E-13  1.19E-13  8.19E-14  4.76E-14  2.98E-14  1.73E-14  7.28E-15  3.36E-15
             1.42E-15  4.12E-16  1.54E-16  5.59E-17  1.44E-17  5.12E-18  1.82E-18  4.60E-19  1.63E-19
   479       1.94E-13  1.37E-13  8.58E-14  5.97E-14  4.10E-14  2.38E-14  1.49E-14  8.66E-15  3.64E-15  1.68E-15
             7.11E-16  2.06E-16  7.68E-17  2.79E-17  7.20E-18  2.56E-18  9.08E-19  2.30E-19  8.14E-20
   480       2.59E-13  1.83E-13  1.14E-13  7.96E-14  5.46E-14  3.18E-14  1.99E-14  1.15E-14  4.85E-15  2.24E-15
             9.48E-16  2.75E-16  1.02E-16  3.73E-17  9.60E-18  3.41E-18  1.21E-18  3.07E-19  1.09E-19
   481       3.24E-13  2.28E-13  1.43E-13  9.95E-14  6.83E-14  3.97E-14  2.49E-14  1.44E-14  6.07E-15  2.80E-15
             1.19E-15  3.43E-16  1.28E-16  4.66E-17  1.20E-17  4.27E-18  1.51E-18  3.84E-19  1.36E-19
   482       3.89E-13  2.74E-13  1.72E-13  1.19E-13  8.19E-14  4.76E-14  2.98E-14  1.73E-14  7.28E-15  3.36E-15
             1.42E-15  4.12E-16  1.54E-16  5.59E-17  1.44E-17  5.12E-18  1.82E-18  4.60E-19  1.63E-19
   483       4.53E-13  3.19E-13  2.00E-13  1.39E-13  9.56E-14  5.56E-14  3.48E-14  2.02E-14  8.49E-15  3.92E-15
             1.66E-15  4.81E-16  1.79E-16  6.52E-17  1.68E-17  5.98E-18  2.12E-18  5.37E-19  1.90E-19
   484       1.10E-13  7.70E-14  4.79E-14  3.30E-14  2.23E-14  1.24E-14  7.32E-15  3.95E-15  1.49E-15  6.38E-16
             2.54E-16  6.98E-17  2.54E-17  9.14E-18  2.33E-18  8.28E-19  2.93E-19  7.43E-20  2.63E-20
   485       1.46E-13  1.03E-13  6.39E-14  4.41E-14  2.97E-14  1.65E-14  9.76E-15  5.26E-15  1.99E-15  8.50E-16
             3.38E-16  9.31E-17  3.39E-17  1.22E-17  3.11E-18  1.10E-18  3.91E-19  9.90E-20  3.50E-20
   486       1.83E-13  1.28E-13  7.99E-14  5.51E-14  3.71E-14  2.06E-14  1.22E-14  6.58E-15  2.48E-15  1.06E-15
             4.23E-16  1.16E-16  4.24E-17  1.52E-17  3.89E-18  1.38E-18  4.89E-19  1.24E-19  4.38E-20
   487       2.19E-13  1.54E-13  9.59E-14  6.61E-14  4.45E-14  2.47E-14  1.46E-14  7.89E-15  2.98E-15  1.28E-15
             5.08E-16  1.40E-16  5.09E-17  1.83E-17  4.67E-18  1.66E-18  5.87E-19  1.49E-19  5.25E-20
   488       2.56E-13  1.80E-13  1.12E-13  7.71E-14  5.19E-14  2.88E-14  1.71E-14  9.21E-15  3.47E-15  1.49E-15
             5.92E-16  1.63E-16  5.94E-17  2.13E-17  5.45E-18  1.93E-18  6.84E-19  1.73E-19  6.13E-20
   489       1.46E-13  1.03E-13  6.39E-14  4.41E-14  2.97E-14  1.65E-14  9.76E-15  5.26E-15  1.99E-15  8.50E-16
             3.38E-16  9.31E-17  3.39E-17  1.22E-17  3.11E-18  1.10E-18  3.91E-19  9.90E-20  3.50E-20
   490       1.83E-13  1.28E-13  7.99E-14  5.51E-14  3.71E-14  2.06E-14  1.22E-14  6.58E-15  2.48E-15  1.06E-15
             4.23E-16  1.16E-16  4.24E-17  1.52E-17  3.89E-18  1.38E-18  4.89E-19  1.24E-19  4.38E-20
   491       2.19E-13  1.54E-13  9.59E-14  6.61E-14  4.45E-14  2.47E-14  1.46E-14  7.89E-15  2.98E-15  1.28E-15
             5.08E-16  1.40E-16  5.09E-17  1.83E-17  4.67E-18  1.66E-18  5.87E-19  1.49E-19  5.25E-20
   492       2.56E-13  1.80E-13  1.12E-13  7.71E-14  5.19E-14  2.88E-14  1.71E-14  9.21E-15  3.47E-15  1.49E-15
             5.92E-16  1.63E-16  5.94E-17  2.13E-17  5.45E-18  1.93E-18  6.84E-19  1.73E-19  6.13E-20
   493       2.92E-13  2.05E-13  1.28E-13  8.81E-14  5.93E-14  3.30E-14  1.95E-14  1.05E-14  3.97E-15  1.70E-15
             6.77E-16  1.86E-16  6.78E-17  2.44E-17  6.23E-18  2.21E-18  7.82E-19  1.98E-19  7.01E-20
   494       4.40E-14  3.09E-14  1.91E-14  1.30E-14  8.53E-15  4.49E-15  2.50E-15  1.26E-15  4.33E-16  1.76E-16
             6.73E-17  1.79E-17  6.46E-18  2.31E-18  5.87E-19  2.08E-19  7.36E-20  1.86E-20  6.59E-21
   495       5.51E-14  3.86E-14  2.38E-14  1.62E-14  1.07E-14  5.61E-15  3.13E-15  1.57E-15  5.42E-16  2.20E-16
             8.41E-17  2.24E-17  8.08E-18  2.88E-18  7.34E-19  2.60E-19  9.20E-20  2.33E-20  8.24E-21
   496       6.61E-14  4.63E-14  2.86E-14  1.94E-14  1.28E-14  6.73E-15  3.75E-15  1.89E-15  6.50E-16  2.64E-16
             1.01E-16  2.69E-17  9.70E-18  3.46E-18  8.81E-19  3.12E-19  1.10E-19  2.79E-20  9.88E-21
   497       7.71E-14  5.40E-14  3.34E-14  2.27E-14  1.49E-14  7.85E-15  4.38E-15  2.20E-15  7.58E-16  3.07E-16
             1.18E-16  3.14E-17  1.13E-17  4.04E-18  1.03E-18  3.64E-19  1.29E-19  3.26E-20  1.15E-20
   498       8.81E-14  6.18E-14  3.81E-14  2.59E-14  1.71E-14  8.98E-15  5.01E-15  2.52E-15  8.67E-16  3.51E-16
             1.35E-16  3.59E-17  1.29E-17  4.61E-18  1.17E-18  4.16E-19  1.47E-19  3.73E-20  1.32E-20
   499       5.51E-14  3.86E-14  2.38E-14  1.62E-14  1.07E-14  5.61E-15  3.13E-15  1.57E-15  5.42E-16  2.20E-16
             8.41E-17  2.24E-17  8.08E-18  2.88E-18  7.34E-19  2.60E-19  9.20E-20  2.33E-20  8.24E-21
   500       6.61E-14  4.63E-14  2.86E-14  1.94E-14  1.28E-14  6.73E-15  3.75E-15  1.89E-15  6.50E-16  2.64E-16
             1.01E-16  2.69E-17  9.70E-18  3.46E-18  8.81E-19  3.12E-19  1.10E-19  2.79E-20  9.88E-21
   501       7.71E-14  5.40E-14  3.34E-14  2.27E-14  1.49E-14  7.85E-15  4.38E-15  2.20E-15  7.58E-16  3.07E-16
             1.18E-16  3.14E-17  1.13E-17  4.04E-18  1.03E-18  3.64E-19  1.29E-19  3.26E-20  1.15E-20
   502       8.81E-14  6.18E-14  3.81E-14  2.59E-14  1.71E-14  8.98E-15  5.01E-15  2.52E-15  8.67E-16  3.51E-16
             1.35E-16  3.59E-17  1.29E-17  4.61E-18  1.17E-18  4.16E-19  1.47E-19  3.73E-20  1.32E-20
   503       9.91E-14  6.95E-14  4.29E-14  2.92E-14  1.92E-14  1.01E-14  5.63E-15  2.83E-15  9.75E-16  3.95E-16
             1.51E-16  4.04E-17  1.45E-17  5.19E-18  1.32E-18  4.68E-19  1.66E-19  4.19E-20  1.48E-20
   504       4.18E-13  2.95E-13  1.85E-13  1.30E-13  9.04E-14  5.45E-14  3.58E-14  2.23E-14  1.06E-14  5.41E-15
             2.51E-15  7.98E-16  3.12E-16  1.17E-16  3.08E-17  1.10E-17  3.93E-18  1.00E-18  3.54E-19
   505       1.67E-13  1.18E-13  7.40E-14  5.19E-14  3.61E-14  2.18E-14  1.43E-14  8.92E-15  4.24E-15  2.16E-15
             1.00E-15  3.19E-16  1.25E-16  4.68E-17  1.23E-17  4.41E-18  1.57E-18  4.00E-19  1.41E-19
   507       1.37E-18  9.73E-19  6.21E-19  4.46E-19  3.24E-19  2.20E-19  1.72E-19  1.38E-19  1.07E-19  8.66E-20
             6.72E-20  4.39E-20  2.93E-20  1.82E-20  8.55E-21  4.42E-21  2.13E-21  7.39E-22  3.12E-22
   508       6.40E-20  4.53E-20  2.89E-20  2.08E-20  1.51E-20  1.02E-20  7.91E-21  6.28E-21  4.61E-21  3.46E-21
             2.39E-21  1.26E-21  6.83E-22  3.36E-22  1.15E-22  4.73E-23  1.85E-23  5.06E-24  1.85E-24
   509       9.63E-19  6.83E-19  4.36E-19  3.13E-19  2.27E-19  1.54E-19  1.19E-19  9.47E-20  6.95E-20  5.23E-20
             3.62E-20  1.90E-20  1.03E-20  5.07E-21  1.74E-21  7.15E-22  2.79E-22  7.65E-23  2.80E-23
   510       6.60E-18  4.68E-18  2.99E-18  2.14E-18  1.56E-18  1.06E-18  8.17E-19  6.49E-19  4.77E-19  3.58E-19
             2.48E-19  1.30E-19  7.07E-20  3.48E-20  1.19E-20  4.90E-21  1.92E-21  5.25E-22  1.92E-22
   511       7.84E-18  5.56E-18  3.55E-18  2.54E-18  1.85E-18  1.26E-18  9.71E-19  7.71E-19  5.67E-19  4.26E-19
             2.95E-19  1.55E-19  8.43E-20  4.14E-20  1.42E-20  5.84E-21  2.28E-21  6.25E-22  2.28E-22
   512       4.85E-18  3.44E-18  2.20E-18  1.58E-18  1.15E-18  7.79E-19  6.03E-19  4.80E-19  3.54E-19  2.66E-19
             1.84E-19  9.71E-20  5.28E-20  2.59E-20  8.90E-21  3.66E-21  1.43E-21  3.92E-22  1.43E-22
   513       5.62E-18  3.99E-18  2.54E-18  1.82E-18  1.32E-18  8.80E-19  6.63E-19  5.01E-19  3.26E-19  2.14E-19
             1.25E-19  5.15E-20  2.33E-20  9.68E-21  2.77E-21  1.03E-21  3.75E-22  9.67E-23  3.44E-23
   515       8.90E-18  6.31E-18  4.02E-18  2.88E-18  2.08E-18  1.39E-18  1.05E-18  7.93E-19  5.17E-19  3.39E-19
             1.98E-19  8.16E-20  3.69E-20  1.53E-20  4.40E-21  1.63E-21  5.95E-22  1.53E-22  5.45E-23
   516       1.38E-17  9.81E-18  6.25E-18  4.48E-18  3.24E-18  2.17E-18  1.63E-18  1.23E-18  8.04E-19  5.27E-19
             3.09E-19  1.27E-19  5.74E-20  2.39E-20  6.84E-21  2.54E-21  9.25E-22  2.38E-22  8.48E-23
   517       5.95E-20  4.22E-20  2.69E-20  1.93E-20  1.39E-20  9.33E-21  7.04E-21  5.33E-21  3.48E-21  2.29E-21
             1.34E-21  5.52E-22  2.50E-22  1.04E-22  2.98E-23  1.11E-23  4.03E-24  1.04E-24  3.69E-25
   518       1.55E-19  1.10E-19  7.02E-20  5.02E-20  3.64E-20  2.44E-20  1.84E-20  1.39E-20  9.09E-21  5.98E-21
             3.50E-21  1.44E-21  6.52E-22  2.71E-22  7.78E-23  2.89E-23  1.05E-23  2.71E-24  9.65E-25
   519       3.14E-19  2.22E-19  1.41E-19  1.01E-19  7.21E-20  4.69E-20  3.38E-20  2.36E-20  1.32E-20  7.48E-21
             3.76E-21  1.28E-21  5.17E-22  1.98E-22  5.27E-23  1.90E-23  6.78E-24  1.73E-24  6.11E-25
   520       4.68E-19  3.32E-19  2.11E-19  1.50E-19  1.08E-19  7.00E-20  5.04E-20  3.53E-20  1.97E-20  1.12E-20
             5.61E-21  1.91E-21  7.72E-22  2.95E-22  7.87E-23  2.84E-23  1.01E-23  2.58E-24  9.13E-25
   522       3.01E-17  2.13E-17  1.34E-17  9.43E-18  6.61E-18  4.07E-18  2.78E-18  1.87E-18  1.06E-18  6.63E-19
             3.94E-19  1.79E-19  9.04E-20  4.23E-20  1.39E-20  5.63E-21  2.18E-21  5.91E-22  2.15E-22
   523       7.99E-17  5.64E-17  3.56E-17  2.50E-17  1.75E-17  1.08E-17  7.40E-18  4.97E-18  2.82E-18  1.76E-18
             1.05E-18  4.77E-19  2.41E-19  1.13E-19  3.72E-20  1.50E-20  5.81E-21  1.58E-21  5.74E-22
   524       1.56E-16  1.10E-16  6.97E-17  4.91E-17  3.45E-17  2.15E-17  1.49E-17  1.02E-17  6.10E-18  4.07E-18
             2.68E-18  1.49E-18  9.23E-19  5.42E-19  2.45E-19  1.24E-19  5.90E-20  2.03E-20  8.51E-21
   526       2.53E-17  1.79E-17  1.12E-17  7.89E-18  5.50E-18  3.34E-18  2.24E-18  1.44E-18  7.48E-19  4.20E-19
             2.17E-19  7.94E-20  3.39E-20  1.36E-20  3.80E-21  1.40E-21  5.05E-22  1.29E-22  4.60E-23
   527       1.55E-16  1.09E-16  6.87E-17  4.82E-17  3.36E-17  2.04E-17  1.37E-17  8.83E-18  4.58E-18  2.57E-18
             1.33E-18  4.86E-19  2.08E-19  8.34E-20  2.33E-20  8.55E-21  3.09E-21  7.93E-22  2.82E-22
   528       6.49E-18  4.58E-18  2.89E-18  2.04E-18  1.43E-18  8.84E-19  6.07E-19  4.10E-19  2.35E-19  1.48E-19
             8.83E-20  4.03E-20  2.04E-20  9.58E-21  3.16E-21  1.28E-21  4.94E-22  1.34E-22  4.88E-23
   529       5.29E-17  3.73E-17  2.34E-17  1.64E-17  1.13E-17  6.71E-18  4.34E-18  2.65E-18  1.22E-18  6.14E-19
             2.81E-19  8.83E-20  3.43E-20  1.28E-20  3.37E-21  1.21E-21  4.30E-22  1.09E-22  3.87E-23
   530       7.76E-17  5.47E-17  3.43E-17  2.40E-17  1.66E-17  9.84E-18  6.36E-18  3.88E-18  1.80E-18  9.01E-19
             4.12E-19  1.30E-19  5.04E-20  1.88E-20  4.95E-21  1.77E-21  6.31E-22  1.60E-22  5.68E-23
   535       5.65E-16  3.99E-16  2.52E-16  1.77E-16  1.24E-16  7.71E-17  5.29E-17  3.58E-17  2.05E-17  1.29E-17
             7.71E-18  3.53E-18  1.79E-18  8.38E-19  2.77E-19  1.12E-19  4.32E-20  1.17E-20  4.27E-21
   540       4.66E-17  3.29E-17  2.07E-17  1.46E-17  1.03E-17  6.35E-18  4.36E-18  2.95E-18  1.69E-18  1.06E-18
             6.36E-19  2.91E-19  1.47E-19  6.91E-20  2.28E-20  9.22E-21  3.56E-21  9.68E-22  3.52E-22
   541       3.95E-16  2.79E-16  1.76E-16  1.24E-16  8.70E-17  5.39E-17  3.71E-17  2.51E-17  1.44E-17  9.05E-18
             5.41E-18  2.48E-18  1.25E-18  5.89E-19  1.94E-19  7.85E-20  3.03E-20  8.24E-21  3.00E-21
   542       1.03E-16  7.31E-17  4.61E-17  3.25E-17  2.28E-17  1.41E-17  9.71E-18  6.57E-18  3.77E-18  2.37E-18
             1.42E-18  6.50E-19  3.29E-19  1.54E-19  5.10E-20  2.06E-20  7.97E-21  2.16E-21  7.88E-22
   543       1.02E-16  7.22E-17  4.55E-17  3.19E-17  2.23E-17  1.36E-17  9.15E-18  5.94E-18  3.10E-18  1.75E-18
             9.08E-19  3.34E-19  1.43E-19  5.74E-20  1.60E-20  5.90E-21  2.13E-21  5.47E-22  1.95E-22
   544       1.39E-15  9.83E-16  6.19E-16  4.35E-16  3.03E-16  1.85E-16  1.25E-16  8.09E-17  4.23E-17  2.39E-17
             1.24E-17  4.55E-18  1.95E-18  7.83E-19  2.19E-19  8.05E-20  2.91E-20  7.47E-21  2.65E-21
   545       8.23E-17  5.81E-17  3.66E-17  2.57E-17  1.79E-17  1.10E-17  7.37E-18  4.79E-18  2.50E-18  1.41E-18
             7.33E-19  2.70E-19  1.15E-19  4.64E-20  1.29E-20  4.76E-21  1.72E-21  4.42E-22  1.57E-22
   546       2.04E-16  1.44E-16  9.08E-17  6.38E-17  4.45E-17  2.72E-17  1.83E-17  1.19E-17  6.22E-18  3.51E-18
             1.82E-18  6.70E-19  2.87E-19  1.15E-19  3.22E-20  1.18E-20  4.28E-21  1.10E-21  3.91E-22
   547       6.77E-16  4.78E-16  3.01E-16  2.12E-16  1.48E-16  9.03E-17  6.07E-17  3.95E-17  2.07E-17  1.17E-17
             6.06E-18  2.23E-18  9.54E-19  3.83E-19  1.07E-19  3.94E-20  1.42E-20  3.66E-21  1.30E-21
   548       4.15E-16  2.93E-16  1.84E-16  1.30E-16  9.05E-17  5.53E-17  3.72E-17  2.42E-17  1.27E-17  7.16E-18
             3.72E-18  1.37E-18  5.87E-19  2.36E-19  6.58E-20  2.42E-20  8.75E-21  2.25E-21  7.99E-22
   549       1.49E-16  1.05E-16  6.62E-17  4.63E-17  3.20E-17  1.91E-17  1.24E-17  7.61E-18  3.54E-18  1.78E-18
             8.19E-19  2.58E-19  1.01E-19  3.76E-20  9.89E-21  3.54E-21  1.26E-21  3.21E-22  1.14E-22
   550       1.02E-16  7.18E-17  4.51E-17  3.15E-17  2.18E-17  1.30E-17  8.44E-18  5.18E-18  2.41E-18  1.22E-18
             5.58E-19  1.76E-19  6.85E-20  2.56E-20  6.73E-21  2.41E-21  8.60E-22  2.18E-22  7.73E-23
   551       4.64E-17  3.28E-17  2.06E-17  1.44E-17  9.96E-18  5.94E-18  3.85E-18  2.36E-18  1.10E-18  5.55E-19
             2.55E-19  8.03E-20  3.13E-20  1.17E-20  3.07E-21  1.10E-21  3.92E-22  9.97E-23  3.53E-23
   552       2.11E-16  1.49E-16  9.34E-17  6.53E-17  4.52E-17  2.70E-17  1.75E-17  1.07E-17  5.00E-18  2.52E-18
             1.16E-18  3.65E-19  1.42E-19  5.31E-20  1.40E-20  5.01E-21  1.78E-21  4.53E-22  1.60E-22
   553       1.48E-16  1.04E-16  6.54E-17  4.57E-17  3.16E-17  1.89E-17  1.23E-17  7.52E-18  3.50E-18  1.77E-18
             8.10E-19  2.56E-19  9.96E-20  3.73E-20  9.79E-21  3.51E-21  1.25E-21  3.18E-22  1.12E-22
   560       9.53E-17  6.72E-17  4.22E-17  2.95E-17  2.04E-17  1.22E-17  7.91E-18  4.86E-18  2.26E-18  1.14E-18
             5.24E-19  1.65E-19  6.43E-20  2.41E-20  6.33E-21  2.27E-21  8.08E-22  2.05E-22  7.26E-23
   579       1.51E-13  1.07E-13  6.76E-14  4.78E-14  3.37E-14  2.12E-14  1.48E-14  1.03E-14  6.31E-15  4.29E-15
             2.86E-15  1.62E-15  1.00E-15  5.93E-16  2.68E-16  1.36E-16  6.49E-17  2.23E-17  9.38E-18
   580       9.95E-14  7.03E-14  4.45E-14  3.14E-14  2.22E-14  1.40E-14  9.79E-15  6.83E-15  4.18E-15  2.84E-15
             1.90E-15  1.07E-15  6.68E-16  3.94E-16  1.78E-16  9.07E-17  4.32E-17  1.48E-17  6.24E-18
   581       2.44E-13  1.73E-13  1.09E-13  7.69E-14  5.42E-14  3.39E-14  2.36E-14  1.62E-14  9.46E-15  6.04E-15
             3.66E-15  1.69E-15  8.62E-16  4.06E-16  1.34E-16  5.43E-17  2.10E-17  5.71E-18  2.08E-18
   582       1.22E-13  8.59E-14  5.43E-14  3.83E-14  2.70E-14  1.69E-14  1.17E-14  8.05E-15  4.72E-15  3.01E-15
             1.82E-15  8.44E-16  4.30E-16  2.03E-16  6.71E-17  2.71E-17  1.05E-17  2.85E-18  1.04E-18
   583       1.82E-13  1.29E-13  8.12E-14  5.73E-14  4.04E-14  2.53E-14  1.76E-14  1.21E-14  7.07E-15  4.52E-15
             2.73E-15  1.27E-15  6.45E-16  3.04E-16  1.00E-16  4.07E-17  1.57E-17  4.28E-18  1.56E-18
   584       1.21E-13  8.57E-14  5.41E-14  3.82E-14  2.69E-14  1.68E-14  1.17E-14  8.04E-15  4.71E-15  3.01E-15
             1.82E-15  8.44E-16  4.30E-16  2.03E-16  6.71E-17  2.71E-17  1.05E-17  2.85E-18  1.04E-18
   585       1.80E-13  1.27E-13  8.04E-14  5.68E-14  4.00E-14  2.51E-14  1.74E-14  1.20E-14  7.03E-15  4.50E-15
             2.73E-15  1.26E-15  6.44E-16  3.03E-16  1.00E-16  4.07E-17  1.57E-17  4.27E-18  1.56E-18
   586       5.94E-14  4.20E-14  2.65E-14  1.87E-14  1.32E-14  8.27E-15  5.76E-15  3.96E-15  2.33E-15  1.49E-15
             9.03E-16  4.18E-16  2.13E-16  1.00E-16  3.33E-17  1.35E-17  5.21E-18  1.42E-18  5.16E-19
   587       3.31E-13  2.34E-13  1.47E-13  1.04E-13  7.27E-14  4.48E-14  3.04E-14  2.00E-14  1.07E-14  6.10E-15
             3.20E-15  1.19E-15  5.10E-16  2.06E-16  5.75E-17  2.12E-17  7.66E-18  1.97E-18  6.99E-19
   588       2.63E-13  1.86E-13  1.17E-13  8.25E-14  5.78E-14  3.56E-14  2.42E-14  1.60E-14  8.51E-15  4.86E-15
             2.55E-15  9.47E-16  4.07E-16  1.64E-16  4.59E-17  1.69E-17  6.11E-18  1.57E-18  5.58E-19
   589       1.97E-13  1.39E-13  8.77E-14  6.17E-14  4.33E-14  2.67E-14  1.81E-14  1.20E-14  6.37E-15  3.65E-15
             1.91E-15  7.10E-16  3.05E-16  1.23E-16  3.44E-17  1.27E-17  4.58E-18  1.18E-18  4.18E-19
   590       1.31E-13  9.25E-14  5.84E-14  4.11E-14  2.88E-14  1.78E-14  1.21E-14  7.97E-15  4.25E-15  2.43E-15
             1.27E-15  4.73E-16  2.04E-16  8.20E-17  2.30E-17  8.45E-18  3.06E-18  7.85E-19  2.79E-19
   591       6.55E-14  4.63E-14  2.92E-14  2.05E-14  1.44E-14  8.88E-15  6.04E-15  3.98E-15  2.12E-15  1.21E-15
             6.37E-16  2.37E-16  1.02E-16  4.10E-17  1.15E-17  4.23E-18  1.53E-18  3.93E-19  1.40E-19
   592       1.95E-13  1.38E-13  8.71E-14  6.13E-14  4.30E-14  2.65E-14  1.80E-14  1.19E-14  6.35E-15  3.63E-15
             1.91E-15  7.08E-16  3.05E-16  1.23E-16  3.43E-17  1.26E-17  4.57E-18  1.17E-18  4.17E-19
   593       1.29E-13  9.12E-14  5.76E-14  4.05E-14  2.84E-14  1.75E-14  1.19E-14  7.88E-15  4.21E-15  2.41E-15
             1.26E-15  4.70E-16  2.02E-16  8.15E-17  2.28E-17  8.40E-18  3.04E-18  7.80E-19  2.77E-19
   594       2.57E-13  1.82E-13  1.15E-13  8.07E-14  5.66E-14  3.50E-14  2.38E-14  1.57E-14  8.40E-15  4.81E-15
             2.53E-15  9.40E-16  4.04E-16  1.63E-16  4.56E-17  1.68E-17  6.08E-18  1.56E-18  5.55E-19
   595       3.13E-13  2.21E-13  1.39E-13  9.73E-14  6.76E-14  4.07E-14  2.67E-14  1.66E-14  7.85E-15  4.00E-15
             1.85E-15  5.87E-16  2.29E-16  8.60E-17  2.26E-17  8.11E-18  2.89E-18  7.34E-19  2.60E-19
   596       2.50E-13  1.77E-13  1.11E-13  7.78E-14  5.41E-14  3.26E-14  2.14E-14  1.33E-14  6.28E-15  3.20E-15
             1.48E-15  4.70E-16  1.83E-16  6.88E-17  1.81E-17  6.49E-18  2.31E-18  5.87E-19  2.08E-19
   597       6.42E-14  4.53E-14  2.86E-14  2.01E-14  1.41E-14  8.73E-15  5.94E-15  3.93E-15  2.10E-15  1.20E-15
             6.32E-16  2.35E-16  1.01E-16  4.07E-17  1.14E-17  4.20E-18  1.52E-18  3.90E-19  1.39E-19
   598       1.87E-13  1.32E-13  8.32E-14  5.83E-14  4.05E-14  2.44E-14  1.60E-14  9.94E-15  4.71E-15  2.40E-15
             1.11E-15  3.52E-16  1.38E-16  5.15E-17  1.36E-17  4.86E-18  1.73E-18  4.40E-19  1.56E-19
   599       3.75E-13  2.64E-13  1.66E-13  1.17E-13  8.10E-14  4.88E-14  3.20E-14  1.99E-14  9.41E-15  4.79E-15
             2.22E-15  7.04E-16  2.75E-16  1.03E-16  2.71E-17  9.73E-18  3.47E-18  8.81E-19  3.12E-19
   600       2.50E-13  1.76E-13  1.11E-13  7.76E-14  5.40E-14  3.25E-14  2.13E-14  1.32E-14  6.27E-15  3.19E-15
             1.48E-15  4.69E-16  1.83E-16  6.87E-17  1.81E-17  6.48E-18  2.31E-18  5.87E-19  2.08E-19
   601       1.25E-13  8.80E-14  5.53E-14  3.88E-14  2.70E-14  1.62E-14  1.06E-14  6.62E-15  3.13E-15  1.60E-15
             7.38E-16  2.34E-16  9.16E-17  3.43E-17  9.03E-18  3.24E-18  1.15E-18  2.93E-19  1.04E-19
