SEQ='HE'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  35708278.8   NPRNTI= 1   NPRNTF= 1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S1                 (2)0( 0.5)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  68948754.9   NLVL= 127
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    29       3.37E-13  2.38E-13  1.50E-13  1.06E-13  7.48E-14  4.69E-14  3.27E-14  2.25E-14  1.35E-14  8.99E-15
             5.84E-15  3.15E-15  1.87E-15  1.05E-15  4.48E-16  2.18E-16  9.99E-17  3.29E-17  1.35E-17
    30       1.10E-12  7.76E-13  4.90E-13  3.46E-13  2.43E-13  1.51E-13  1.05E-13  7.10E-14  4.07E-14  2.54E-14
             1.50E-14  6.62E-15  3.26E-15  1.49E-15  4.74E-16  1.88E-16  7.15E-17  1.92E-17  6.93E-18
    31       1.90E-12  1.34E-12  8.47E-13  5.96E-13  4.17E-13  2.57E-13  1.74E-13  1.14E-13  6.03E-14  3.41E-14
             1.76E-14  6.43E-15  2.73E-15  1.09E-15  3.01E-16  1.10E-16  3.97E-17  1.02E-17  3.61E-18
    32       2.62E-12  1.85E-12  1.16E-12  8.14E-13  5.65E-13  3.40E-13  2.23E-13  1.38E-13  6.54E-14  3.32E-14
             1.53E-14  4.85E-15  1.89E-15  7.06E-16  1.86E-16  6.65E-17  2.37E-17  6.01E-18  2.13E-18
    33       2.90E-12  2.04E-12  1.28E-12  8.91E-13  6.11E-13  3.55E-13  2.22E-13  1.29E-13  5.41E-14  2.50E-14
             1.06E-14  3.06E-15  1.14E-15  4.15E-16  1.07E-16  3.80E-17  1.35E-17  3.42E-18  1.21E-18
    34       2.47E-12  1.74E-12  1.08E-12  7.46E-13  5.02E-13  2.79E-13  1.65E-13  8.90E-14  3.36E-14  1.44E-14
             5.72E-15  1.57E-15  5.73E-16  2.06E-16  5.26E-17  1.87E-17  6.61E-18  1.67E-18  5.92E-19
    35       1.45E-12  1.02E-12  6.27E-13  4.26E-13  2.80E-13  1.48E-13  8.22E-14  4.13E-14  1.42E-14  5.77E-15
             2.21E-15  5.90E-16  2.12E-16  7.58E-17  1.93E-17  6.83E-18  2.42E-18  6.12E-19  2.16E-19
    36       4.38E-13  3.06E-13  1.87E-13  1.25E-13  8.00E-14  3.97E-14  2.09E-14  9.84E-15  3.16E-15  1.23E-15
             4.60E-16  1.20E-16  4.31E-17  1.53E-17  3.89E-18  1.38E-18  4.88E-19  1.23E-19  4.36E-20
    37       2.50E-13  1.76E-13  1.11E-13  7.86E-14  5.53E-14  3.45E-14  2.39E-14  1.64E-14  9.76E-15  6.45E-15
             4.17E-15  2.23E-15  1.32E-15  7.43E-16  3.15E-16  1.53E-16  7.03E-17  2.32E-17  9.50E-18
    38       8.12E-13  5.74E-13  3.62E-13  2.55E-13  1.79E-13  1.11E-13  7.66E-14  5.17E-14  2.94E-14  1.83E-14
             1.07E-14  4.72E-15  2.32E-15  1.05E-15  3.36E-16  1.33E-16  5.06E-17  1.36E-17  4.91E-18
    39       1.41E-12  9.96E-13  6.28E-13  4.42E-13  3.09E-13  1.90E-13  1.28E-13  8.39E-14  4.40E-14  2.48E-14
             1.28E-14  4.65E-15  1.97E-15  7.83E-16  2.17E-16  7.94E-17  2.86E-17  7.33E-18  2.60E-18
    40       1.99E-12  1.40E-12  8.81E-13  6.17E-13  4.29E-13  2.58E-13  1.69E-13  1.04E-13  4.91E-14  2.49E-14
             1.15E-14  3.62E-15  1.41E-15  5.27E-16  1.38E-16  4.96E-17  1.77E-17  4.49E-18  1.59E-18
    41       2.34E-12  1.65E-12  1.03E-12  7.18E-13  4.92E-13  2.86E-13  1.79E-13  1.03E-13  4.34E-14  2.00E-14
             8.45E-15  2.44E-15  9.11E-16  3.31E-16  8.53E-17  3.03E-17  1.08E-17  2.73E-18  9.65E-19
    42       2.25E-12  1.58E-12  9.83E-13  6.78E-13  4.56E-13  2.53E-13  1.50E-13  8.07E-14  3.04E-14  1.30E-14
             5.18E-15  1.42E-15  5.19E-16  1.86E-16  4.76E-17  1.69E-17  5.98E-18  1.51E-18  5.36E-19
    43       1.66E-12  1.17E-12  7.20E-13  4.90E-13  3.22E-13  1.69E-13  9.45E-14  4.75E-14  1.64E-14  6.63E-15
             2.54E-15  6.77E-16  2.44E-16  8.70E-17  2.21E-17  7.85E-18  2.78E-18  7.03E-19  2.49E-19
    44       8.47E-13  5.92E-13  3.61E-13  2.42E-13  1.55E-13  7.67E-14  4.03E-14  1.90E-14  6.10E-15  2.38E-15
             8.89E-16  2.33E-16  8.33E-17  2.96E-17  7.53E-18  2.66E-18  9.43E-19  2.39E-19  8.44E-20
    45       2.23E-13  1.55E-13  9.33E-14  6.12E-14  3.79E-14  1.77E-14  8.79E-15  3.93E-15  1.19E-15  4.54E-16
             1.67E-16  4.32E-17  1.54E-17  5.47E-18  1.39E-18  4.91E-19  1.74E-19  4.39E-20  1.55E-20
    46       1.91E-13  1.35E-13  8.53E-14  6.01E-14  4.22E-14  2.62E-14  1.81E-14  1.24E-14  7.28E-15  4.78E-15
             3.07E-15  1.64E-15  9.69E-16  5.43E-16  2.30E-16  1.12E-16  5.13E-17  1.69E-17  6.93E-18
    47       6.21E-13  4.39E-13  2.77E-13  1.95E-13  1.37E-13  8.45E-14  5.79E-14  3.89E-14  2.20E-14  1.36E-14
             7.92E-15  3.48E-15  1.70E-15  7.74E-16  2.47E-16  9.76E-17  3.71E-17  9.94E-18  3.60E-18
    48       1.08E-12  7.62E-13  4.80E-13  3.37E-13  2.36E-13  1.44E-13  9.73E-14  6.33E-14  3.31E-14  1.86E-14
             9.55E-15  3.46E-15  1.46E-15  5.83E-16  1.61E-16  5.90E-17  2.13E-17  5.45E-18  1.93E-18
    49       1.54E-12  1.09E-12  6.83E-13  4.78E-13  3.32E-13  1.99E-13  1.30E-13  8.03E-14  3.77E-14  1.90E-14
             8.76E-15  2.76E-15  1.08E-15  4.02E-16  1.06E-16  3.78E-17  1.35E-17  3.42E-18  1.21E-18
    50       1.88E-12  1.33E-12  8.31E-13  5.78E-13  3.96E-13  2.30E-13  1.43E-13  8.29E-14  3.47E-14  1.60E-14
             6.74E-15  1.95E-15  7.26E-16  2.64E-16  6.80E-17  2.42E-17  8.58E-18  2.18E-18  7.70E-19
    51       1.95E-12  1.37E-12  8.55E-13  5.89E-13  3.96E-13  2.20E-13  1.30E-13  7.00E-14  2.63E-14  1.13E-14
             4.48E-15  1.23E-15  4.49E-16  1.61E-16  4.12E-17  1.46E-17  5.17E-18  1.31E-18  4.63E-19
    52       1.66E-12  1.16E-12  7.18E-13  4.88E-13  3.21E-13  1.69E-13  9.42E-14  4.73E-14  1.63E-14  6.60E-15
             2.53E-15  6.74E-16  2.43E-16  8.66E-17  2.20E-17  7.81E-18  2.76E-18  6.99E-19  2.47E-19
    53       1.09E-12  7.60E-13  4.64E-13  3.10E-13  1.99E-13  9.85E-14  5.18E-14  2.44E-14  7.83E-15  3.05E-15
             1.14E-15  2.99E-16  1.07E-16  3.80E-17  9.66E-18  3.42E-18  1.21E-18  3.06E-19  1.08E-19
    54       4.89E-13  3.40E-13  2.05E-13  1.35E-13  8.35E-14  3.89E-14  1.93E-14  8.66E-15  2.63E-15  9.98E-16
             3.67E-16  9.50E-17  3.39E-17  1.20E-17  3.05E-18  1.08E-18  3.82E-19  9.66E-20  3.42E-20
    55       1.14E-13  7.86E-14  4.66E-14  2.99E-14  1.79E-14  7.86E-15  3.72E-15  1.59E-15  4.63E-16  1.73E-16
             6.28E-17  1.62E-17  5.75E-18  2.04E-18  5.17E-19  1.83E-19  6.46E-20  1.64E-20  5.78E-21

   INREP
   -----
     1       4.85E-11  3.43E-11  2.17E-11  1.53E-11  1.08E-11  6.84E-12  4.83E-12  3.40E-12  2.13E-12  1.48E-12
             1.01E-12  5.89E-13  3.71E-13  2.21E-13  9.98E-14  5.04E-14  2.38E-14  8.04E-15  3.34E-15
     2       5.05E-11  3.57E-11  2.26E-11  1.59E-11  1.12E-11  7.07E-12  4.95E-12  3.44E-12  2.07E-12  1.37E-12
             8.62E-13  4.31E-13  2.37E-13  1.23E-13  4.69E-14  2.13E-14  9.24E-15  2.88E-15  1.15E-15
     3       3.41E-11  2.41E-11  1.52E-11  1.07E-11  7.55E-12  4.71E-12  3.26E-12  2.22E-12  1.27E-12  7.92E-13
             4.66E-13  2.10E-13  1.07E-13  5.17E-14  1.83E-14  7.98E-15  3.35E-15  1.01E-15  3.96E-16
     4       2.58E-11  1.83E-11  1.15E-11  8.11E-12  5.69E-12  3.51E-12  2.39E-12  1.59E-12  8.65E-13  5.13E-13
             2.85E-13  1.20E-13  5.81E-14  2.69E-14  9.14E-15  3.88E-15  1.60E-15  4.74E-16  1.84E-16
     5       2.09E-11  1.47E-11  9.27E-12  6.51E-12  4.55E-12  2.77E-12  1.86E-12  1.20E-12  6.24E-13  3.54E-13
             1.89E-13  7.51E-14  3.53E-14  1.59E-14  5.25E-15  2.19E-15  8.92E-16  2.62E-16  1.01E-16
     6       1.75E-11  1.23E-11  7.75E-12  5.43E-12  3.77E-12  2.27E-12  1.49E-12  9.40E-13  4.68E-13  2.56E-13
             1.32E-13  5.05E-14  2.32E-14  1.02E-14  3.31E-15  1.37E-15  5.51E-16  1.60E-16  6.16E-17
     7       1.51E-11  1.06E-11  6.66E-12  4.65E-12  3.21E-12  1.90E-12  1.23E-12  7.54E-13  3.61E-13  1.92E-13
             9.63E-14  3.58E-14  1.61E-14  7.00E-15  2.23E-15  9.14E-16  3.66E-16  1.06E-16  4.04E-17
     8       1.32E-11  9.31E-12  5.83E-12  4.05E-12  2.78E-12  1.62E-12  1.03E-12  6.16E-13  2.85E-13  1.48E-13
             7.27E-14  2.63E-14  1.17E-14  5.02E-15  1.58E-15  6.43E-16  2.56E-16  7.36E-17  2.81E-17
     9       1.18E-11  8.29E-12  5.17E-12  3.58E-12  2.44E-12  1.40E-12  8.70E-13  5.12E-13  2.30E-13  1.17E-13
             5.63E-14  2.00E-14  8.75E-15  3.73E-15  1.16E-15  4.70E-16  1.86E-16  5.34E-17  2.03E-17
    10       1.06E-11  7.46E-12  4.64E-12  3.20E-12  2.16E-12  1.22E-12  7.46E-13  4.30E-13  1.88E-13  9.40E-14
             4.46E-14  1.56E-14  6.75E-15  2.85E-15  8.82E-16  3.55E-16  1.40E-16  4.00E-17  1.52E-17
    11       9.66E-12  6.79E-12  4.21E-12  2.89E-12  1.93E-12  1.07E-12  6.46E-13  3.66E-13  1.56E-13  7.69E-14
             3.59E-14  1.24E-14  5.32E-15  2.23E-15  6.86E-16  2.75E-16  1.08E-16  3.08E-17  1.17E-17
    12       8.86E-12  6.22E-12  3.84E-12  2.62E-12  1.74E-12  9.51E-13  5.64E-13  3.14E-13  1.32E-13  6.37E-14
             2.94E-14  1.00E-14  4.27E-15  1.78E-15  5.45E-16  2.18E-16  8.55E-17  2.43E-17  9.18E-18
    13       8.18E-12  5.73E-12  3.53E-12  2.40E-12  1.58E-12  8.48E-13  4.96E-13  2.72E-13  1.12E-13  5.35E-14
             2.45E-14  8.23E-15  3.49E-15  1.45E-15  4.40E-16  1.75E-16  6.87E-17  1.95E-17  7.35E-18
    14       7.60E-12  5.32E-12  3.26E-12  2.20E-12  1.44E-12  7.61E-13  4.39E-13  2.37E-13  9.58E-14  4.54E-14
             2.06E-14  6.85E-15  2.89E-15  1.19E-15  3.61E-16  1.44E-16  5.62E-17  1.59E-17  5.99E-18
    15       7.12E-12  4.97E-12  3.04E-12  2.04E-12  1.32E-12  6.88E-13  3.91E-13  2.09E-13  8.29E-14  3.89E-14
             1.75E-14  5.77E-15  2.42E-15  9.97E-16  3.00E-16  1.19E-16  4.65E-17  1.31E-17  4.95E-18
    16       6.67E-12  4.65E-12  2.83E-12  1.89E-12  1.21E-12  6.23E-13  3.50E-13  1.84E-13  7.22E-14  3.35E-14
             1.49E-14  4.90E-15  2.05E-15  8.40E-16  2.52E-16  9.98E-17  3.89E-17  1.10E-17  4.13E-18
    17       5.92E-12  4.11E-12  2.48E-12  1.63E-12  1.03E-12  5.15E-13  2.83E-13  1.46E-13  5.57E-14  2.55E-14
             1.12E-14  3.63E-15  1.51E-15  6.15E-16  1.84E-16  7.23E-17  2.81E-17  7.89E-18  2.96E-18
    18       5.32E-12  3.68E-12  2.20E-12  1.43E-12  8.89E-13  4.33E-13  2.33E-13  1.18E-13  4.41E-14  1.99E-14
             8.69E-15  2.78E-15  1.15E-15  4.66E-16  1.38E-16  5.43E-17  2.10E-17  5.89E-18  2.21E-18
    19       4.82E-12  3.32E-12  1.96E-12  1.26E-12  7.74E-13  3.68E-13  1.94E-13  9.68E-14  3.56E-14  1.59E-14
             6.87E-15  2.18E-15  8.95E-16  3.61E-16  1.07E-16  4.18E-17  1.62E-17  4.52E-18  1.70E-18
    20       4.21E-12  2.88E-12  1.68E-12  1.06E-12  6.36E-13  2.93E-13  1.51E-13  7.38E-14  2.65E-14  1.17E-14
             5.00E-15  1.57E-15  6.39E-16  2.57E-16  7.54E-17  2.94E-17  1.14E-17  3.17E-18  1.19E-18
    21       3.59E-12  2.44E-12  1.39E-12  8.59E-13  5.01E-13  2.23E-13  1.12E-13  5.34E-14  1.87E-14  8.14E-15
             3.44E-15  1.07E-15  4.31E-16  1.72E-16  5.03E-17  1.96E-17  7.53E-18  2.09E-18  7.83E-19
    22       2.92E-12  1.95E-12  1.08E-12  6.47E-13  3.64E-13  1.54E-13  7.54E-14  3.50E-14  1.19E-14  5.10E-15
             2.13E-15  6.51E-16  2.61E-16  1.04E-16  3.00E-17  1.16E-17  4.46E-18  1.23E-18  4.61E-19
    23       2.59E-12  1.71E-12  9.25E-13  5.44E-13  3.00E-13  1.24E-13  5.96E-14  2.73E-14  9.18E-15  3.89E-15
             1.61E-15  4.89E-16  1.95E-16  7.72E-17  2.23E-17  8.62E-18  3.30E-18  9.11E-19  3.40E-19
    24       2.19E-12  1.43E-12  7.50E-13  4.29E-13  2.31E-13  9.23E-14  4.34E-14  1.95E-14  6.45E-15  2.70E-15
             1.11E-15  3.34E-16  1.33E-16  5.23E-17  1.50E-17  5.79E-18  2.21E-18  6.09E-19  2.27E-19
    25       1.98E-12  1.28E-12  6.58E-13  3.71E-13  1.96E-13  7.70E-14  3.58E-14  1.60E-14  5.22E-15  2.17E-15
             8.89E-16  2.66E-16  1.05E-16  4.14E-17  1.19E-17  4.57E-18  1.74E-18  4.79E-19  1.78E-19
    26       1.72E-12  1.09E-12  5.48E-13  3.02E-13  1.56E-13  5.99E-14  2.74E-14  1.21E-14  3.90E-15  1.61E-15
             6.56E-16  1.95E-16  7.71E-17  3.02E-17  8.62E-18  3.31E-18  1.26E-18  3.45E-19  1.28E-19
    27       1.51E-12  9.42E-13  4.62E-13  2.50E-13  1.27E-13  4.76E-14  2.15E-14  9.39E-15  3.00E-15  1.23E-15
             4.99E-16  1.48E-16  5.81E-17  2.27E-17  6.46E-18  2.48E-18  9.41E-19  2.58E-19  9.56E-20
    28       1.26E-12  7.70E-13  3.65E-13  1.92E-13  9.54E-14  3.49E-14  1.55E-14  6.69E-15  2.11E-15  8.61E-16
             3.46E-16  1.02E-16  3.99E-17  1.55E-17  4.40E-18  1.68E-18  6.39E-19  1.75E-19  6.46E-20
    29       1.03E-12  6.14E-13  2.80E-13  1.44E-13  6.98E-14  2.49E-14  1.09E-14  4.64E-15  1.45E-15  5.86E-16
             2.34E-16  6.85E-17  2.67E-17  1.04E-17  2.93E-18  1.12E-18  4.23E-19  1.16E-19  4.28E-20
    30       7.59E-13  4.35E-13  1.89E-13  9.34E-14  4.39E-14  1.51E-14  6.51E-15  2.72E-15  8.35E-16  3.35E-16
             1.33E-16  3.85E-17  1.50E-17  5.77E-18  1.62E-18  6.18E-19  2.33E-19  6.35E-20  2.35E-20
    31       6.11E-13  3.41E-13  1.43E-13  6.92E-14  3.19E-14  1.08E-14  4.59E-15  1.90E-15  5.78E-16  2.31E-16
             9.10E-17  2.62E-17  1.02E-17  3.91E-18  1.10E-18  4.17E-19  1.57E-19  4.27E-20  1.58E-20
    32       4.42E-13  2.38E-13  9.53E-14  4.48E-14  2.02E-14  6.66E-15  2.79E-15  1.14E-15  3.43E-16  1.36E-16
             5.33E-17  1.53E-17  5.89E-18  2.26E-18  6.31E-19  2.39E-19  8.99E-20  2.44E-20  8.98E-21
    33       3.43E-13  1.80E-13  6.98E-14  3.22E-14  1.42E-14  4.62E-15  1.92E-15  7.80E-16  2.32E-16  9.15E-17
             3.57E-17  1.02E-17  3.92E-18  1.50E-18  4.18E-19  1.58E-19  5.94E-20  1.61E-20  5.91E-21
    34       2.33E-13  1.18E-13  4.38E-14  1.97E-14  8.53E-15  2.71E-15  1.11E-15  4.47E-16  1.32E-16  5.16E-17
             2.00E-17  5.68E-18  2.18E-18  8.30E-19  2.31E-19  8.70E-20  3.26E-20  8.81E-21  3.24E-21
    35       1.71E-13  8.39E-14  3.03E-14  1.34E-14  5.72E-15  1.79E-15  7.27E-16  2.91E-16  8.50E-17  3.32E-17
             1.28E-17  3.63E-18  1.39E-18  5.27E-19  1.46E-19  5.50E-20  2.06E-20  5.55E-21  2.04E-21
    36       1.04E-13  4.92E-14  1.71E-14  7.37E-15  3.09E-15  9.49E-16  3.81E-16  1.51E-16  4.37E-17  1.69E-17
             6.53E-18  1.83E-18  6.98E-19  2.65E-19  7.31E-20  2.74E-20  1.02E-20  2.76E-21  1.01E-21
    37       7.36E-14  3.40E-14  1.15E-14  4.91E-15  2.04E-15  6.19E-16  2.47E-16  9.73E-17  2.80E-17  1.08E-17
             4.15E-18  1.16E-18  4.41E-19  1.67E-19  4.60E-20  1.73E-20  6.44E-21  1.73E-21  6.33E-22
    38       4.30E-14  1.93E-14  6.36E-15  2.66E-15  1.09E-15  3.25E-16  1.28E-16  5.03E-17  1.44E-17  5.52E-18
             2.11E-18  5.87E-19  2.22E-19  8.40E-20  2.30E-20  8.63E-21  3.21E-21  8.62E-22  3.16E-22
    39       2.90E-14  1.28E-14  4.12E-15  1.70E-15  6.90E-16  2.04E-16  8.04E-17  3.13E-17  8.89E-18  3.41E-18
             1.30E-18  3.61E-19  1.36E-19  5.14E-20  1.41E-20  5.26E-21  1.96E-21  5.24E-22  1.92E-22
    40       1.53E-14  6.56E-15  2.07E-15  8.41E-16  3.37E-16  9.87E-17  3.85E-17  1.49E-17  4.20E-18  1.60E-18
             6.09E-19  1.68E-19  6.35E-20  2.39E-20  6.52E-21  2.43E-21  9.02E-22  2.41E-22  8.81E-23
    41       1.06E-14  4.51E-15  1.40E-15  5.68E-16  2.26E-16  6.59E-17  2.56E-17  9.89E-18  2.78E-18  1.06E-18
             4.01E-19  1.11E-19  4.17E-20  1.56E-20  4.27E-21  1.59E-21  5.90E-22  1.57E-22  5.74E-23
    42       6.20E-15  2.61E-15  8.02E-16  3.22E-16  1.28E-16  3.69E-17  1.43E-17  5.50E-18  1.54E-18  5.85E-19
             2.21E-19  6.09E-20  2.29E-20  8.58E-21  2.33E-21  8.69E-22  3.22E-22  8.60E-23  3.14E-23



    T(K)     ALFT( 1)  ALFT( 2)  ALFT( 3)  ALFT( 4)  ALFT( 5)  ALFT( 6)  ALFT( 7)  ALFT( 8)  ALFT( 9)  ALFT(10)
    ----     --------  --------  --------  --------  --------  --------  --------  --------  --------  --------
  2.89E+03   5.58E-10
  5.78E+03   3.72E-10
  1.45E+04   2.14E-10
  2.89E+04   1.37E-10
  5.78E+04   8.78E-11
  1.45E+05   4.83E-11
  2.89E+05   3.05E-11
  5.78E+05   1.90E-11
  1.45E+06   9.94E-12
  2.89E+06   5.96E-12
  5.78E+06   3.50E-12
  1.45E+07   1.66E-12
  2.89E+07   9.12E-13
  5.78E+07   4.81E-13
  1.45E+08   1.93E-13
  2.89E+08   9.11E-14
  5.78E+08   4.10E-14
  1.45E+09   1.33E-14
  2.89E+09   5.41E-15
C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C NAME:
C DATE:   /  /  
C
C--------------------------------------------------------------------------------------------------------------
