SEQ='NE'     NUCCHG=20                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 135776773.9   NPRNTI= 1   NPRNTF= 1
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 2.5)        0.0 

   LS RESOLVED TERM INDEXING            BWNR= 140541089.1   NTRM= 175
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   126     1    2S2 2P5 7I1         (3)6(19.0)  4493150.8 
   127     1    2S2 2P5 7I1         (1)6( 6.0)  4493150.8 
   128     1    2S2 2P5 7I1         (3)7(22.0)  4493150.8 
   129     1    2S2 2P5 7I1         (1)7( 7.0)  4493150.8 
   130     1    2S2 2P5 7F1         (1)3( 3.0)  4493173.2 
   131     1    2S2 2P5 7F1         (3)3(10.0)  4493173.2 
   132     1    2S2 2P5 8S1         (3)1( 4.0)  4535744.7 
   133     1    2S2 2P5 8S1         (1)1( 1.0)  4536312.5 
   134     1    2S2 2P5 8P1         (3)0( 1.0)  4542199.9 
   135     1    2S2 2P5 8P1         (3)2( 7.0)  4543036.3 
   136     1    2S2 2P5 8P1         (1)2( 2.0)  4543525.4 
   137     1    2S2 2P5 8P1         (3)1( 4.0)  4543593.9 
   138     1    2S2 2P5 8P1         (1)1( 1.0)  4543593.9 
   139     1    2S2 2P5 8P1         (1)0( 0.0)  4547543.2 
   140     1    2S2 2P5 8D1         (3)1( 4.0)  4551732.7 
   141     1    2S2 2P5 8D1         (3)3(10.0)  4552138.2 
   142     1    2S2 2P5 8D1         (1)3( 3.0)  4552717.2 
   143     1    2S2 2P5 8D1         (1)2( 2.0)  4552868.0 
   144     1    2S2 2P5 8D1         (3)2( 7.0)  4552868.0 
   145     1    2S2 2P5 8D1         (1)1( 1.0)  4555229.8 
   146     1    2S2 2P5 8F1         (3)2( 7.0)  4556157.1 
   147     1    2S2 2P5 8F1         (3)4(13.0)  4556301.9 
   148     1    2S2 2P5 8F1         (1)4( 4.0)  4556385.3 
   149     1    2S2 2P5 8G1         (3)3(10.0)  4556439.6 
   150     1    2S2 2P5 8G1         (1)3( 3.0)  4556439.6 
   151     1    2S2 2P5 8G1         (3)4(13.0)  4556439.6 
   152     1    2S2 2P5 8G1         (1)4( 4.0)  4556439.6 
