SEQ='AL'     NUCCHG=20                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 144375973.8   NPRNTI= 4   NPRNTF=26
   ---------------------
   INDP         CODE                 S L   WI        WNP
   297    11    3S1 3D1 4P1         (4)3( 1.5)  1033332.3 
   298     4    3S1 3P1 5D1         (4)1( 2.5)  1033639.0 
   299    12    3S1 3D1 4P1         (4)3( 2.5)  1033770.4 
   300     5    3S1 3P1 5S1         (2)1( 0.5)  1034034.8 
   301     5    3S1 3P1 5S1         (2)1( 1.5)  1034148.5 
   302     4    3S1 3P1 5D1         (2)3( 2.5)  1034157.3 
   303    13    3S1 3D1 4P1         (4)3( 3.5)  1034432.8 
   304     6    3P2 4D1             (2)3( 2.5)  1034588.0 
   305     4    3S1 3P1 5D1         (4)1( 1.5)  1034616.6 
   306    12    3S1 3D1 4P1         (2)2( 2.5)  1034855.2 
   307    12    3S1 3D1 4P1         (2)2( 1.5)  1034893.0 
   308     4    3S1 3P1 5D1         (4)1( 0.5)  1035185.7 
   309     6    3P2 4D1             (2)3( 3.5)  1035285.9 
   310    14    3S1 3D1 4S1         (2)2( 1.5)  1035652.5 
   311    14    3S1 3D1 4S1         (2)2( 2.5)  1035702.2 
   312     4    3S1 3P1 5D1         (2)3( 3.5)  1035841.5 
   313     4    3S1 3P1 5D1         (2)1( 1.5)  1036722.8 
   314     6    3P2 4D1             (2)2( 1.5)  1037332.6 
   315     6    3P2 4D1             (2)2( 2.5)  1037443.6 
   316     4    3S1 3P1 5D1         (2)1( 0.5)  1037896.5 
   317     1    3S2 7D1             (2)2( 1.5)  1039862.6 
   318     1    3S2 7D1             (2)2( 2.5)  1039889.4 
   319    13    3S1 3D1 4P1         (4)1( 2.5)  1040196.3 
   320    12    3S1 3D1 4P1         (4)1( 1.5)  1040306.8 
   321    11    3S1 3D1 4P1         (4)1( 0.5)  1040403.7 
   322     6    3P2 4D1             (2)1( 1.5)  1040742.3 
   323     6    3P2 4D1             (2)4( 4.5)  1040779.8 
   324     7    3P2 4D1             (4)3( 1.5)  1040876.9 
   325     6    3P2 4D1             (2)4( 3.5)  1041028.6 
