   5000    /W + 44 EMISSIVITY COEFFTS./
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 9.47E-17 1.18E-13 1.05E-12 2.68E-12 3.79E-12 3.63E-12 3.07E-12
 9.47E-17 1.18E-13 1.05E-12 2.68E-12 3.79E-12 3.63E-12 3.07E-12
 9.45E-17 1.17E-13 1.05E-12 2.67E-12 3.78E-12 3.62E-12 3.06E-12
   3.977 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   37
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 2.66E-18 1.98E-14 3.30E-13 1.21E-12 2.47E-12 3.13E-12 3.48E-12
 2.66E-18 1.98E-14 3.30E-13 1.21E-12 2.47E-12 3.13E-12 3.48E-12
 2.65E-18 1.97E-14 3.28E-13 1.20E-12 2.46E-12 3.12E-12 3.48E-12
  47.004 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   38
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 3.16E-16 1.11E-13 8.83E-13 2.30E-12 3.43E-12 3.41E-12 2.98E-12
 3.16E-16 1.11E-13 8.83E-13 2.30E-12 3.43E-12 3.41E-12 2.98E-12
 3.15E-16 1.11E-13 8.80E-13 2.30E-12 3.42E-12 3.40E-12 2.97E-12
  11.826 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   39
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 3.09E-17 7.28E-14 8.01E-13 2.25E-12 3.34E-12 3.22E-12 2.71E-12
 3.09E-17 7.28E-14 8.01E-13 2.25E-12 3.34E-12 3.22E-12 2.71E-12
 3.09E-17 7.25E-14 7.98E-13 2.24E-12 3.33E-12 3.21E-12 2.70E-12
   6.972 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   40
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
