SEQ='AL'     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 724641922.8   NPRNTI= 2   NPRNTF=19
   --------------------
   INDP         CODE                 S L   WI        WNP
   177     8    3S1 3D1 4F1         (2)2( 4.5)  7884376.4 
   178     8    3S1 3D1 4F1         (2)1( 2.5)  7902800.1 
   179    13    3P1 3D1 4P1         (2)3( 6.5)  7909990.8 
   180    13    3P1 3D1 4P1         (2)4( 8.5)  7919268.0 
   181    14    3P1 3D1 4P1         (2)1( 2.5)  7933922.7 
   182    13    3P1 3D1 4P1         (2)2( 4.5)  7935597.6 
   183     9    3P1 3D1 4D1         (2)4( 8.5)  7956002.9 
   184    14    3P1 3D1 4P1         (2)0( 0.5)  7964852.2 
   185    14    3P1 3D1 4P1         (2)2( 4.5)  7967378.7 
   186     9    3P1 3D1 4D1         (4)3(13.5)  7970262.2 
   187     9    3P1 3D1 4D1         (2)3( 6.5)  7971820.1 
   188     9    3P1 3D1 4D1         (4)5(21.5)  7973610.2 
   189     9    3P1 3D1 4D1         (2)1( 2.5)  7980268.4 
   190     9    3P1 3D1 4D1         (2)2( 4.5)  7984819.2 
   191     9    3P1 3D1 4D1         (4)4(17.5)  7991736.5 
   192     9    3P1 3D1 4D1         (4)2( 9.5)  8000879.3 
   193    10    3P1 3D1 4D1         (2)4( 8.5)  8011476.7 
   194     9    3P1 3D1 4D1         (4)1( 5.5)  8021657.5 
   195    10    3P1 3D1 4D1         (2)3( 6.5)  8031661.8 
   196    10    3P1 3D1 4D1         (2)2( 4.5)  8032508.7 
   197    11    3P1 3D1 4D1         (4)1( 5.5)  8045181.5 
   198    10    3P1 3D1 4D1         (2)1( 2.5)  8046926.3 
   199     9    3P1 3D1 4D1         (2)5(10.5)  8052289.9 
   200    11    3P1 3D1 4D1         (4)4(17.5)  8067688.2 
   201    11    3P1 3D1 4D1         (2)2( 4.5)  8071283.7 
   202    11    3P1 3D1 4D1         (4)3(13.5)  8072165.5 
   203    12    3P1 3D1 4D1         (4)3(13.5)  8092437.2 
   204    11    3P1 3D1 4D1         (2)3( 6.5)  8093832.2 
   205    11    3P1 3D1 4D1         (4)2( 9.5)  8103736.7 
   206    12    3P1 3D1 4D1         (4)2( 9.5)  8107289.3 
   207    11    3P1 3D1 4D1         (2)1( 2.5)  8111648.5 
   208    11    3P1 3D1 4D1         (2)4( 8.5)  8113326.0 
   209    12    3P1 3D1 4D1         (2)2( 4.5)  8115432.2 
   210    12    3P1 3D1 4D1         (4)1( 5.5)  8122742.2 
   211     9    3P1 3D1 4F1         (2)5(10.5)  8142460.9 
   212    12    3P1 3D1 4D1         (2)3( 6.5)  8142914.6 
   213     9    3P1 3D1 4F1         (4)6(25.5)  8148791.6 
   214    12    3P1 3D1 4D1         (2)1( 2.5)  8153940.2 
   215     9    3P1 3D1 4F1         (2)4( 8.5)  8170287.0 
   216     9    3P1 3D1 4F1         (4)4(17.5)  8177060.4 
   217     9    3P1 3D1 4F1         (4)5(21.5)  8188006.8 
   218     9    3P1 3D1 4F1         (4)3(13.5)  8192867.9 
   219     9    3P1 3D1 4F1         (2)3( 6.5)  8200449.1 
   220     9    3P1 3D1 4F1         (2)2( 4.5)  8205790.4 
   221     9    3P1 3D1 4F1         (2)1( 2.5)  8215908.4 
   222    13    3P1 3D1 4D1         (2)3( 6.5)  8220484.1 
   223    13    3P1 3D1 4D1         (2)2( 4.5)  8228283.9 
   224    10    3P1 3D1 4F1         (2)3( 6.5)  8231371.9 
   225    10    3P1 3D1 4F1         (2)4( 8.5)  8231491.8 
   226     9    3P1 3D1 4F1         (4)2( 9.5)  8232313.6 
   227    13    3P1 3D1 4D1         (2)4( 8.5)  8233749.7 
   228    13    3P1 3D1 4D1         (2)5(10.5)  8236968.3 
   229    10    3P1 3D1 4F1         (2)2( 4.5)  8238666.7 
   230    10    3P1 3D1 4F1         (2)5(10.5)  8242340.1 
   231     9    3P1 3D1 4F1         (4)1( 5.5)  8250221.2 
   232     9    3P1 3D1 4F1         (4)0( 1.5)  8256707.3 
   233    11    3P1 3D1 4F1         (4)5(21.5)  8258779.7 
   234    11    3P1 3D1 4F1         (4)4(17.5)  8265300.4 
   235    14    3P1 3D1 4D1         (2)3( 6.5)  8266977.2 
   236    11    3P1 3D1 4F1         (4)2( 9.5)  8267593.4 
   237    13    3P1 3D1 4D1         (2)1( 2.5)  8282641.8 
   238    14    3P1 3D1 4D1         (2)2( 4.5)  8283030.7 
   239    10    3P1 3D1 4F1         (2)1( 2.5)  8287939.2 
   240    11    3P1 3D1 4F1         (4)3(13.5)  8288879.5 
   241    12    3P1 3D1 4F1         (4)4(17.5)  8289452.4 
   242     1    3S2 5S1             (2)0( 0.5)  8289939.8 
   243    11    3P1 3D1 4F1         (2)3( 6.5)  8290423.8 
   244    14    3P1 3D1 4D1         (2)1( 2.5)  8290722.8 
   245     9    3P1 3D1 4F1         (2)6(12.5)  8307252.5 
   246    11    3P1 3D1 4F1         (2)1( 2.5)  8310391.9 
   247    11    3P1 3D1 4F1         (4)1( 5.5)  8311158.6 
   248    12    3P1 3D1 4F1         (4)2( 9.5)  8312317.8 
   249    12    3P1 3D1 4F1         (4)3(13.5)  8322132.8 
   250     9    3P1 3D1 4F1         (2)0( 0.5)  8328816.5 
   251    11    3P1 3D1 4F1         (2)2( 4.5)  8332231.3 
   252    11    3P1 3D1 4F1         (2)4( 8.5)  8332336.9 
   253    11    3P1 3D1 4F1         (2)5(10.5)  8333149.8 
   254    12    3P1 3D1 4F1         (2)3( 6.5)  8350233.7 
   255    16    3D2 4S1             (2)2( 4.5)  8367795.6 
   256    12    3P1 3D1 4F1         (2)4( 8.5)  8379827.0 
   257    17    3D2 4S1             (2)1( 2.5)  8383064.9 
   258    12    3P1 3D1 4F1         (2)2( 4.5)  8389268.1 
   259     1    3S2 5P1             (2)1( 2.5)  8411051.0 
   260    13    3P1 3D1 4F1         (2)3( 6.5)  8424030.0 
   261    13    3P1 3D1 4F1         (2)4( 8.5)  8428358.2 
   262    13    3P1 3D1 4F1         (2)6(12.5)  8441922.6 
   263    13    3P1 3D1 4F1         (2)5(10.5)  8462437.3 
   264    13    3P1 3D1 4F1         (2)2( 4.5)  8472377.8 
   265    14    3P1 3D1 4F1         (2)4( 8.5)  8489018.4 
   266    14    3P1 3D1 4F1         (2)3( 6.5)  8492238.4 
   267    14    3P1 3D1 4F1         (2)2( 4.5)  8496771.5 
   268    13    3P1 3D1 4F1         (2)1( 2.5)  8502208.8 
   269    13    3P1 3D1 4F1         (2)0( 0.5)  8513019.7 
   270    15    3D2 4P1             (2)3( 6.5)  8533847.7 
   271    15    3D2 4P1             (2)2( 4.5)  8537724.2 
   272    19    3D2 4S1             (2)0( 0.5)  8541094.2 
   273     1    3S2 5D1             (2)2( 4.5)  8562427.2 
   274    16    3D2 4P1             (2)1( 2.5)  8593019.7 
   275    16    3D2 4P1             (2)3( 6.5)  8594209.3 
   276    16    3D2 4P1             (2)2( 4.5)  8605320.2 
   277    17    3D2 4P1             (2)2( 4.5)  8629864.4 
   278    17    3D2 4P1             (2)1( 2.5)  8643239.2 
   279    18    3D2 4P1             (2)3( 6.5)  8645972.3 
   280     1    3S2 5F1             (2)3( 6.5)  8664506.2 
   281     1    3S2 5G1             (2)4( 8.5)  8702164.8 
   282     2    3S1 3P1 5S1         (4)1( 5.5)  8747574.9 
   283     2    3S1 3P1 5S1         (2)1( 2.5)  8768664.2 
   284    19    3D2 4P1             (2)1( 2.5)  8776606.3 
   285    15    3D2 4D1             (2)3( 6.5)  8806011.5 
   286    15    3D2 4D1             (2)1( 2.5)  8830487.8 
   287    15    3D2 4D1             (2)4( 8.5)  8840681.0 
   288    15    3D2 4D1             (2)2( 4.5)  8853707.9 
   289     2    3S1 3P1 5P1         (2)1( 2.5)  8863223.7 
   290     2    3S1 3P1 5P1         (4)2( 9.5)  8864136.3 
   291     2    3S1 3P1 5P1         (4)1( 5.5)  8871038.0 
   292    16    3D2 4D1             (2)1( 2.5)  8875663.0 
   293     2    3S1 3P1 5P1         (4)0( 1.5)  8878718.9 
   294    16    3D2 4D1             (2)0( 0.5)  8886189.2 
   295     2    3S1 3P1 5P1         (2)2( 4.5)  8887150.7 
   296    16    3D2 4D1             (2)3( 6.5)  8887215.9 
   297    17    3D2 4D1             (2)3( 6.5)  8898030.5 
   298    16    3D2 4D1             (2)4( 8.5)  8901755.5 
   299     2    3S1 3P1 5P1         (2)0( 0.5)  8909771.6 
   300    16    3D2 4D1             (2)2( 4.5)  8918772.2 
   301    18    3D2 4D1             (2)4( 8.5)  8952185.5 
   302     3    3S1 3P1 5S1         (2)1( 2.5)  8953596.9 
   303    17    3D2 4D1             (2)2( 4.5)  8967671.0 
   304    17    3D2 4D1             (2)1( 2.5)  8971917.9 
   305    15    3D2 4F1             (2)4( 8.5)  9008865.8 
   306    18    3D2 4D1             (2)3( 6.5)  9009735.5 
   307     2    3S1 3P1 5D1         (4)2( 9.5)  9014744.0 
   308     2    3S1 3P1 5D1         (2)2( 4.5)  9016953.0 
   309    18    3D2 4D1             (2)2( 4.5)  9022399.3 
   310     2    3S1 3P1 5D1         (4)3(13.5)  9022730.1 
   311     2    3S1 3P1 5D1         (4)1( 5.5)  9032130.9 
   312    15    3D2 4F1             (2)3( 6.5)  9034054.4 
   313     2    3S1 3P1 5D1         (2)3( 6.5)  9035733.0 
   314     2    3S1 3P1 5D1         (2)1( 2.5)  9043697.6 
   315    15    3D2 4F1             (2)5(10.5)  9055075.7 
   316    15    3D2 4F1             (2)1( 2.5)  9059848.0 
   317     3    3S1 3P1 5P1         (2)1( 2.5)  9069874.3 
   318     3    3S1 3P1 5P1         (2)2( 4.5)  9070610.6 
   319    16    3D2 4F1             (2)4( 8.5)  9077725.7 
   320    15    3D2 4F1             (2)2( 4.5)  9078184.3 
   321     3    3S1 3P1 5P1         (2)0( 0.5)  9084764.8 
   322    19    3D2 4D1             (2)2( 4.5)  9102503.1 
   323    17    3D2 4F1             (2)4( 8.5)  9113427.0 
   324     2    3S1 3P1 5F1         (4)3(13.5)  9114159.0 
   325    16    3D2 4F1             (2)5(10.5)  9114435.2 
   326     2    3S1 3P1 5F1         (2)3( 6.5)  9118037.2 
   327     2    3S1 3P1 5F1         (4)4(17.5)  9119436.1 
   328    16    3D2 4F1             (2)2( 4.5)  9127979.9 
   329     2    3S1 3P1 5F1         (4)2( 9.5)  9131655.9 
   330    16    3D2 4F1             (2)3( 6.5)  9140460.7 
