SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             1.97E-14  7.39E-15  3.20E-15  1.30E-15  3.65E-16  1.35E-16  4.88E-17  1.25E-17  4.46E-18
   291       8.32E-13  5.88E-13  3.71E-13  2.61E-13  1.83E-13  1.13E-13  7.74E-14  5.13E-14  2.76E-14  1.59E-14
             8.43E-15  3.17E-15  1.37E-15  5.56E-16  1.56E-16  5.78E-17  2.09E-17  5.38E-18  1.91E-18
   292       1.75E-12  1.24E-12  7.78E-13  5.45E-13  3.79E-13  2.29E-13  1.50E-13  9.35E-14  4.44E-14  2.27E-14
             1.05E-14  3.35E-15  1.31E-15  4.92E-16  1.30E-16  4.65E-17  1.66E-17  4.21E-18  1.49E-18
   293       1.25E-12  8.82E-13  5.55E-13  3.89E-13  2.71E-13  1.63E-13  1.07E-13  6.67E-14  3.17E-14  1.62E-14
             7.51E-15  2.39E-15  9.36E-16  3.51E-16  9.26E-17  3.32E-17  1.18E-17  3.01E-18  1.06E-18
   294       1.75E-12  1.23E-12  7.76E-13  5.44E-13  3.78E-13  2.28E-13  1.50E-13  9.33E-14  4.43E-14  2.26E-14
             1.05E-14  3.35E-15  1.31E-15  4.92E-16  1.30E-16  4.65E-17  1.66E-17  4.21E-18  1.49E-18
   295       2.25E-12  1.59E-12  9.98E-13  6.99E-13  4.86E-13  2.93E-13  1.93E-13  1.20E-13  5.70E-14  2.91E-14
             1.35E-14  4.30E-15  1.68E-15  6.32E-16  1.67E-16  5.97E-17  2.13E-17  5.41E-18  1.92E-18
   296       1.34E-12  9.41E-13  5.90E-13  4.10E-13  2.82E-13  1.64E-13  1.03E-13  5.95E-14  2.50E-14  1.16E-14
             4.89E-15  1.42E-15  5.28E-16  1.92E-16  4.95E-17  1.76E-17  6.24E-18  1.58E-18  5.60E-19
   297       1.72E-12  1.21E-12  7.58E-13  5.28E-13  3.62E-13  2.11E-13  1.32E-13  7.65E-14  3.22E-14  1.49E-14
             6.28E-15  1.82E-15  6.79E-16  2.47E-16  6.36E-17  2.26E-17  8.03E-18  2.03E-18  7.20E-19
   298       1.72E-12  1.21E-12  7.58E-13  5.28E-13  3.62E-13  2.11E-13  1.32E-13  7.65E-14  3.22E-14  1.49E-14
             6.28E-15  1.82E-15  6.79E-16  2.47E-16  6.36E-17  2.26E-17  8.03E-18  2.03E-18  7.20E-19
   299       2.10E-12  1.48E-12  9.26E-13  6.45E-13  4.42E-13  2.57E-13  1.61E-13  9.35E-14  3.93E-14  1.82E-14
             7.68E-15  2.23E-15  8.30E-16  3.02E-16  7.78E-17  2.77E-17  9.81E-18  2.49E-18  8.80E-19
   300       9.68E-13  6.81E-13  4.24E-13  2.92E-13  1.97E-13  1.09E-13  6.47E-14  3.49E-14  1.32E-14  5.64E-15
             2.24E-15  6.17E-16  2.25E-16  8.08E-17  2.06E-17  7.32E-18  2.59E-18  6.57E-19  2.32E-19
   301       1.18E-12  8.32E-13  5.18E-13  3.57E-13  2.40E-13  1.34E-13  7.91E-14  4.26E-14  1.61E-14  6.89E-15
             2.74E-15  7.54E-16  2.75E-16  9.87E-17  2.52E-17  8.95E-18  3.17E-18  8.02E-19  2.84E-19
   302       1.18E-12  8.32E-13  5.18E-13  3.57E-13  2.40E-13  1.34E-13  7.91E-14  4.26E-14  1.61E-14  6.89E-15
             2.74E-15  7.54E-16  2.75E-16  9.87E-17  2.52E-17  8.95E-18  3.17E-18  8.02E-19  2.84E-19
   303       1.40E-12  9.83E-13  6.12E-13  4.22E-13  2.84E-13  1.58E-13  9.34E-14  5.04E-14  1.90E-14  8.14E-15
             3.24E-15  8.91E-16  3.25E-16  1.17E-16  2.98E-17  1.06E-17  3.74E-18  9.48E-19  3.35E-19
   304       3.57E-13  2.50E-13  1.54E-13  1.05E-13  6.91E-14  3.64E-14  2.03E-14  1.02E-14  3.51E-15  1.42E-15
             5.45E-16  1.45E-16  5.24E-17  1.87E-17  4.76E-18  1.69E-18  5.96E-19  1.51E-19  5.34E-20
   305       4.22E-13  2.96E-13  1.83E-13  1.24E-13  8.17E-14  4.30E-14  2.40E-14  1.20E-14  4.15E-15  1.68E-15
             6.44E-16  1.72E-16  6.19E-17  2.21E-17  5.62E-18  1.99E-18  7.05E-19  1.78E-19  6.31E-20
   306       4.22E-13  2.96E-13  1.83E-13  1.24E-13  8.17E-14  4.30E-14  2.40E-14  1.20E-14  4.15E-15  1.68E-15
             6.44E-16  1.72E-16  6.19E-17  2.21E-17  5.62E-18  1.99E-18  7.05E-19  1.78E-19  6.31E-20
   307       4.87E-13  3.41E-13  2.11E-13  1.43E-13  9.42E-14  4.96E-14  2.77E-14  1.39E-14  4.79E-15  1.94E-15
             7.43E-16  1.98E-16  7.14E-17  2.55E-17  6.49E-18  2.30E-18  8.13E-19  2.06E-19  7.28E-20
   308       1.55E-13  1.10E-13  6.93E-14  4.90E-14  3.45E-14  2.17E-14  1.51E-14  1.05E-14  6.38E-15  4.31E-15
             2.87E-15  1.61E-15  1.00E-15  5.89E-16  2.66E-16  1.35E-16  6.40E-17  2.19E-17  9.19E-18
   309       4.65E-13  3.29E-13  2.08E-13  1.47E-13  1.03E-13  6.49E-14  4.54E-14  3.15E-14  1.91E-14  1.29E-14
             8.60E-15  4.83E-15  3.00E-15  1.77E-15  7.98E-16  4.04E-16  1.92E-16  6.57E-17  2.76E-17
   310       5.37E-13  3.79E-13  2.40E-13  1.69E-13  1.19E-13  7.46E-14  5.19E-14  3.57E-14  2.10E-14  1.35E-14
             8.27E-15  3.88E-15  2.00E-15  9.48E-16  3.16E-16  1.28E-16  4.98E-17  1.36E-17  4.94E-18
   311       1.78E-13  1.25E-13  7.93E-14  5.60E-14  3.94E-14  2.47E-14  1.72E-14  1.18E-14  6.99E-15  4.50E-15
             2.75E-15  1.29E-15  6.65E-16  3.16E-16  1.05E-16  4.28E-17  1.66E-17  4.52E-18  1.65E-18
   312       5.28E-13  3.73E-13  2.36E-13  1.67E-13  1.17E-13  7.36E-14  5.13E-14  3.53E-14  2.09E-14  1.35E-14
             8.23E-15  3.87E-15  1.99E-15  9.46E-16  3.16E-16  1.28E-16  4.98E-17  1.35E-17  4.94E-18
   313       8.80E-13  6.22E-13  3.93E-13  2.77E-13  1.95E-13  1.23E-13  8.54E-14  5.88E-14  3.48E-14  2.24E-14
             1.37E-14  6.45E-15  3.32E-15  1.58E-15  5.26E-16  2.14E-16  8.29E-17  2.26E-17  8.23E-18
   314       9.88E-13  6.98E-13  4.40E-13  3.10E-13  2.17E-13  1.34E-13  9.13E-14  6.03E-14  3.23E-14  1.85E-14
             9.78E-15  3.66E-15  1.59E-15  6.42E-16  1.80E-16  6.66E-17  2.41E-17  6.20E-18  2.20E-18
   315       9.84E-13  6.95E-13  4.38E-13  3.09E-13  2.16E-13  1.34E-13  9.10E-14  6.01E-14  3.22E-14  1.85E-14
             9.77E-15  3.66E-15  1.58E-15  6.41E-16  1.80E-16  6.65E-17  2.41E-17  6.19E-18  2.20E-18
   316       1.38E-12  9.72E-13  6.13E-13  4.32E-13  3.03E-13  1.87E-13  1.27E-13  8.41E-14  4.50E-14  2.59E-14
             1.37E-14  5.12E-15  2.22E-15  8.97E-16  2.52E-16  9.31E-17  3.37E-17  8.67E-18  3.08E-18
   317       5.89E-13  4.16E-13  2.63E-13  1.85E-13  1.30E-13  8.01E-14  5.45E-14  3.60E-14  1.93E-14  1.11E-14
             5.86E-15  2.19E-15  9.50E-16  3.85E-16  1.08E-16  3.99E-17  1.44E-17  3.71E-18  1.32E-18
   318       1.30E-12  9.18E-13  5.77E-13  4.05E-13  2.81E-13  1.69E-13  1.11E-13  6.90E-14  3.27E-14  1.67E-14
             7.72E-15  2.45E-15  9.60E-16  3.60E-16  9.48E-17  3.40E-17  1.21E-17  3.08E-18  1.09E-18
   319       9.28E-13  6.55E-13  4.12E-13  2.89E-13  2.01E-13  1.21E-13  7.92E-14  4.93E-14  2.33E-14  1.19E-14
             5.51E-15  1.75E-15  6.85E-16  2.57E-16  6.77E-17  2.43E-17  8.65E-18  2.20E-18  7.79E-19
   320       1.30E-12  9.16E-13  5.76E-13  4.04E-13  2.81E-13  1.69E-13  1.11E-13  6.89E-14  3.27E-14  1.66E-14
             7.71E-15  2.45E-15  9.59E-16  3.60E-16  9.48E-17  3.40E-17  1.21E-17  3.08E-18  1.09E-18
   321       1.67E-12  1.18E-12  7.41E-13  5.19E-13  3.61E-13  2.17E-13  1.42E-13  8.86E-14  4.20E-14  2.14E-14
             9.91E-15  3.15E-15  1.23E-15  4.63E-16  1.22E-16  4.37E-17  1.56E-17  3.96E-18  1.40E-18
   322       1.10E-12  7.72E-13  4.83E-13  3.36E-13  2.31E-13  1.34E-13  8.39E-14  4.87E-14  2.04E-14  9.44E-15
             3.99E-15  1.15E-15  4.30E-16  1.57E-16  4.03E-17  1.43E-17  5.09E-18  1.29E-18  4.56E-19
   323       1.41E-12  9.92E-13  6.22E-13  4.33E-13  2.97E-13  1.72E-13  1.08E-13  6.26E-14  2.63E-14  1.21E-14
             5.13E-15  1.48E-15  5.53E-16  2.01E-16  5.19E-17  1.84E-17  6.54E-18  1.66E-18  5.87E-19
   324       1.41E-12  9.92E-13  6.22E-13  4.33E-13  2.97E-13  1.72E-13  1.08E-13  6.26E-14  2.63E-14  1.21E-14
             5.13E-15  1.48E-15  5.53E-16  2.01E-16  5.19E-17  1.84E-17  6.54E-18  1.66E-18  5.87E-19
   325       1.72E-12  1.21E-12  7.60E-13  5.29E-13  3.63E-13  2.11E-13  1.32E-13  7.65E-14  3.21E-14  1.48E-14
             6.27E-15  1.81E-15  6.76E-16  2.46E-16  6.34E-17  2.25E-17  8.00E-18  2.03E-18  7.17E-19
   326       9.82E-13  6.91E-13  4.30E-13  2.96E-13  1.99E-13  1.11E-13  6.55E-14  3.53E-14  1.33E-14  5.71E-15
             2.27E-15  6.24E-16  2.28E-16  8.18E-17  2.09E-17  7.41E-18  2.62E-18  6.64E-19  2.35E-19
   327       1.20E-12  8.44E-13  5.25E-13  3.62E-13  2.44E-13  1.35E-13  8.01E-14  4.32E-14  1.63E-14  6.97E-15
             2.78E-15  7.63E-16  2.78E-16  9.99E-17  2.55E-17  9.05E-18  3.21E-18  8.12E-19  2.87E-19
   328       1.20E-12  8.44E-13  5.25E-13  3.62E-13  2.44E-13  1.35E-13  8.01E-14  4.32E-14  1.63E-14  6.97E-15
             2.78E-15  7.63E-16  2.78E-16  9.99E-17  2.55E-17  9.05E-18  3.21E-18  8.12E-19  2.87E-19
   329       1.42E-12  9.97E-13  6.21E-13  4.28E-13  2.88E-13  1.60E-13  9.47E-14  5.10E-14  1.92E-14  8.24E-15
             3.28E-15  9.02E-16  3.29E-16  1.18E-16  3.02E-17  1.07E-17  3.79E-18  9.60E-19  3.39E-19
   330       5.95E-13  4.17E-13  2.57E-13  1.75E-13  1.15E-13  6.06E-14  3.38E-14  1.70E-14  5.85E-15  2.37E-15
             9.08E-16  2.42E-16  8.72E-17  3.11E-17  7.92E-18  2.81E-18  9.93E-19  2.51E-19  8.89E-20
   331       7.03E-13  4.93E-13  3.04E-13  2.07E-13  1.36E-13  7.16E-14  3.99E-14  2.01E-14  6.91E-15  2.80E-15
             1.07E-15  2.86E-16  1.03E-16  3.68E-17  9.36E-18  3.32E-18  1.17E-18  2.97E-19  1.05E-19
   332       7.03E-13  4.93E-13  3.04E-13  2.07E-13  1.36E-13  7.16E-14  3.99E-14  2.01E-14  6.91E-15  2.80E-15
             1.07E-15  2.86E-16  1.03E-16  3.68E-17  9.36E-18  3.32E-18  1.17E-18  2.97E-19  1.05E-19
   333       8.11E-13  5.68E-13  3.51E-13  2.39E-13  1.57E-13  8.26E-14  4.61E-14  2.32E-14  7.97E-15  3.23E-15
             1.24E-15  3.30E-16  1.19E-16  4.25E-17  1.08E-17  3.83E-18  1.35E-18  3.43E-19  1.21E-19
   334       1.84E-13  1.29E-13  7.86E-14  5.26E-14  3.37E-14  1.67E-14  8.77E-15  4.14E-15  1.33E-15  5.18E-16
             1.93E-16  5.07E-17  1.81E-17  6.45E-18  1.64E-18  5.80E-19  2.05E-19  5.19E-20  1.84E-20
   335       2.13E-13  1.49E-13  9.07E-14  6.07E-14  3.88E-14  1.93E-14  1.01E-14  4.78E-15  1.53E-15  5.97E-16
             2.23E-16  5.85E-17  2.09E-17  7.44E-18  1.89E-18  6.69E-19  2.37E-19  5.99E-20  2.12E-20
   336       2.13E-13  1.49E-13  9.07E-14  6.07E-14  3.88E-14  1.93E-14  1.01E-14  4.78E-15  1.53E-15  5.97E-16
             2.23E-16  5.85E-17  2.09E-17  7.44E-18  1.89E-18  6.69E-19  2.37E-19  5.99E-20  2.12E-20
   337       2.41E-13  1.68E-13  1.03E-13  6.88E-14  4.40E-14  2.18E-14  1.15E-14  5.41E-15  1.74E-15  6.77E-16
             2.53E-16  6.63E-17  2.37E-17  8.44E-18  2.14E-18  7.58E-19  2.68E-19  6.79E-20  2.40E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2P  1.5)
   ILREP
   -----
     4       6.99E-15  4.94E-15  3.12E-15  2.21E-15  1.56E-15  9.85E-16  6.94E-16  4.88E-16  3.03E-16  2.09E-16
             1.42E-16  8.12E-17  5.09E-17  3.02E-17  1.37E-17  6.96E-18  3.31E-18  1.13E-18  4.75E-19
     5       3.12E-13  2.20E-13  1.39E-13  9.84E-14  6.94E-14  4.36E-14  3.05E-14  2.11E-14  1.26E-14  8.19E-15
             5.04E-15  2.39E-15  1.23E-15  5.87E-16  1.96E-16  7.98E-17  3.10E-17  8.42E-18  3.07E-18
     6       2.29E-13  1.61E-13  1.02E-13  7.17E-14  5.03E-14  3.11E-14  2.12E-14  1.40E-14  7.51E-15  4.31E-15
             2.27E-15  8.50E-16  3.67E-16  1.49E-16  4.17E-17  1.54E-17  5.57E-18  1.43E-18  5.09E-19
     7       3.76E-16  2.66E-16  1.68E-16  1.19E-16  8.38E-17  5.26E-17  3.68E-17  2.56E-17  1.55E-17  1.04E-17
             6.90E-18  3.84E-18  2.36E-18  1.39E-18  6.22E-19  3.14E-19  1.49E-19  5.08E-20  2.13E-20
     8       1.13E-14  7.98E-15  5.04E-15  3.56E-15  2.50E-15  1.57E-15  1.09E-15  7.47E-16  4.37E-16  2.79E-16
             1.68E-16  7.79E-17  3.98E-17  1.88E-17  6.22E-18  2.52E-18  9.74E-19  2.65E-19  9.64E-20
     9       1.80E-14  1.27E-14  8.00E-15  5.63E-15  3.94E-15  2.43E-15  1.64E-15  1.08E-15  5.68E-16  3.22E-16
             1.68E-16  6.19E-17  2.66E-17  1.07E-17  2.99E-18  1.10E-18  3.98E-19  1.02E-19  3.63E-20
    10       1.83E-15  1.29E-15  8.14E-16  5.70E-16  3.95E-16  2.37E-16  1.54E-16  9.50E-17  4.43E-17  2.23E-17
             1.02E-17  3.22E-18  1.25E-18  4.68E-19  1.23E-19  4.40E-20  1.57E-20  3.98E-21  1.41E-21
    11       5.04E-17  3.56E-17  2.25E-17  1.58E-17  1.11E-17  6.93E-18  4.79E-18  3.26E-18  1.91E-18  1.25E-18
             8.03E-19  4.33E-19  2.62E-19  1.52E-19  6.76E-20  3.40E-20  1.61E-20  5.48E-21  2.29E-21
    12       1.36E-15  9.58E-16  6.05E-16  4.26E-16  2.99E-16  1.86E-16  1.27E-16  8.59E-17  4.87E-17  3.03E-17
             1.79E-17  8.08E-18  4.07E-18  1.90E-18  6.27E-19  2.53E-19  9.77E-20  2.65E-20  9.64E-21
    13       2.73E-15  1.93E-15  1.21E-15  8.52E-16  5.95E-16  3.63E-16  2.43E-16  1.57E-16  8.07E-17  4.49E-17
             2.30E-17  8.35E-18  3.55E-18  1.42E-18  3.96E-19  1.46E-19  5.26E-20  1.35E-20  4.80E-21
    14       4.51E-16  3.18E-16  2.00E-16  1.40E-16  9.66E-17  5.74E-17  3.70E-17  2.25E-17  1.03E-17  5.11E-18
             2.31E-18  7.21E-19  2.79E-19  1.04E-19  2.73E-20  9.77E-21  3.48E-21  8.83E-22  3.13E-22
    16       1.10E-17  7.79E-18  4.91E-18  3.45E-18  2.41E-18  1.48E-18  1.00E-18  6.67E-19  3.75E-19  2.37E-19
             1.48E-19  7.75E-20  4.63E-20  2.65E-20  1.17E-20  5.88E-21  2.77E-21  9.44E-22  3.95E-22
    17       2.85E-16  2.02E-16  1.27E-16  8.92E-17  6.23E-17  3.81E-17  2.57E-17  1.69E-17  9.23E-18  5.58E-18
             3.22E-18  1.42E-18  7.07E-19  3.28E-19  1.07E-19  4.32E-20  1.67E-20  4.51E-21  1.64E-21
    18       6.34E-16  4.47E-16  2.81E-16  1.97E-16  1.37E-16  8.23E-17  5.42E-17  3.43E-17  1.71E-17  9.29E-18
             4.67E-18  1.67E-18  7.03E-19  2.80E-19  7.77E-20  2.85E-20  1.03E-20  2.64E-21  9.39E-22
    19       1.29E-16  9.12E-17  5.72E-17  3.98E-17  2.74E-17  1.61E-17  1.02E-17  6.10E-18  2.72E-18  1.33E-18
             5.94E-19  1.83E-19  7.05E-20  2.62E-20  6.86E-21  2.45E-21  8.73E-22  2.22E-22  7.85E-23
    22       3.31E-18  2.34E-18  1.47E-18  1.03E-18  7.12E-19  4.29E-19  2.84E-19  1.83E-19  9.85E-20  6.03E-20
             3.65E-20  1.86E-20  1.10E-20  6.24E-21  2.74E-21  1.37E-21  6.45E-22  2.19E-22  9.17E-23
    23       8.41E-17  5.93E-17  3.73E-17  2.61E-17  1.81E-17  1.08E-17  7.15E-18  4.57E-18  2.39E-18  1.40E-18
             7.91E-19  3.41E-19  1.68E-19  7.74E-20  2.52E-20  1.01E-20  3.89E-21  1.05E-21  3.83E-22
    24       1.97E-16  1.39E-16  8.69E-17  6.06E-17  4.18E-17  2.47E-17  1.59E-17  9.80E-18  4.71E-18  2.50E-18
             1.24E-18  4.34E-19  1.82E-19  7.20E-20  1.99E-20  7.29E-21  2.63E-21  6.74E-22  2.40E-22
    25       4.50E-17  3.17E-17  1.98E-17  1.37E-17  9.38E-18  5.41E-18  3.37E-18  1.97E-18  8.52E-19  4.09E-19
             1.80E-19  5.50E-20  2.11E-20  7.82E-21  2.04E-21  7.30E-22  2.60E-22  6.59E-23  2.33E-23
    29       1.24E-18  8.75E-19  5.48E-19  3.81E-19  2.61E-19  1.54E-19  9.92E-20  6.19E-20  3.17E-20  1.88E-20
             1.11E-20  5.52E-21  3.21E-21  1.81E-21  7.89E-22  3.94E-22  1.85E-22  6.28E-23  2.62E-23
    30       3.12E-17  2.20E-17  1.38E-17  9.56E-18  6.56E-18  3.84E-18  2.47E-18  1.53E-18  7.67E-19  4.37E-19
             2.40E-19  1.01E-19  4.95E-20  2.26E-20  7.33E-21  2.93E-21  1.13E-21  3.05E-22  1.11E-22
    31       7.52E-17  5.30E-17  3.31E-17  2.29E-17  1.56E-17  9.03E-18  5.68E-18  3.40E-18  1.57E-18  8.16E-19
             3.95E-19  1.37E-19  5.67E-20  2.24E-20  6.16E-21  2.26E-21  8.13E-22  2.08E-22  7.40E-23
    32       1.84E-17  1.29E-17  8.05E-18  5.56E-18  3.76E-18  2.12E-18  1.29E-18  7.36E-19  3.09E-19  1.46E-19
             6.34E-20  1.91E-20  7.29E-21  2.70E-21  7.03E-22  2.51E-22  8.93E-23  2.27E-23  8.03E-24
    37       5.49E-19  3.86E-19  2.40E-19  1.66E-19  1.12E-19  6.43E-20  4.03E-20  2.43E-20  1.19E-20  6.83E-21
             3.93E-21  1.90E-21  1.09E-21  6.13E-22  2.66E-22  1.32E-22  6.21E-23  2.10E-23  8.79E-24
    38       1.37E-17  9.63E-18  6.00E-18  4.14E-18  2.80E-18  1.60E-18  9.98E-19  5.98E-19  2.87E-19  1.59E-19
             8.53E-20  3.53E-20  1.70E-20  7.75E-21  2.49E-21  9.97E-22  3.83E-22  1.03E-22  3.76E-23
    39       3.37E-17  2.37E-17  1.47E-17  1.01E-17  6.81E-18  3.83E-18  2.35E-18  1.36E-18  6.07E-19  3.07E-19
             1.46E-19  4.97E-20  2.05E-20  8.04E-21  2.21E-21  8.07E-22  2.91E-22  7.45E-23  2.64E-23
    40       8.59E-18  6.03E-18  3.74E-18  2.56E-18  1.71E-18  9.41E-19  5.60E-19  3.11E-19  1.26E-19  5.84E-20
             2.51E-20  7.49E-21  2.84E-21  1.05E-21  2.73E-22  9.75E-23  3.47E-23  8.79E-24  3.11E-24
    46       2.75E-19  1.93E-19  1.19E-19  8.17E-20  5.46E-20  3.03E-20  1.84E-20  1.07E-20  5.02E-21  2.79E-21
             1.57E-21  7.41E-22  4.21E-22  2.34E-22  1.01E-22  5.01E-23  2.35E-23  7.96E-24  3.32E-24
    47       6.83E-18  4.79E-18  2.97E-18  2.03E-18  1.35E-18  7.49E-19  4.54E-19  2.63E-19  1.21E-19  6.51E-20
             3.42E-20  1.39E-20  6.62E-21  2.99E-21  9.59E-22  3.82E-22  1.47E-22  3.96E-23  1.44E-23
    48       1.70E-17  1.19E-17  7.37E-18  5.03E-18  3.34E-18  1.82E-18  1.09E-18  6.11E-19  2.62E-19  1.30E-19
             6.05E-20  2.03E-20  8.29E-21  3.24E-21  8.87E-22  3.24E-22  1.17E-22  2.98E-23  1.06E-23
    49       4.46E-18  3.13E-18  1.93E-18  1.31E-18  8.61E-19  4.61E-19  2.67E-19  1.44E-19  5.70E-20  2.59E-20
             1.10E-20  3.24E-21  1.22E-21  4.50E-22  1.17E-22  4.18E-23  1.48E-23  3.77E-24  1.33E-24

   INREP
   -----
     3       5.47E-13  3.87E-13  2.44E-13  1.72E-13  1.21E-13  7.57E-14  5.24E-14  3.56E-14  2.04E-14  1.27E-14
             7.46E-15  3.32E-15  1.65E-15  7.66E-16  2.51E-16  1.02E-16  3.98E-17  1.10E-17  4.05E-18
     4       3.15E-14  2.22E-14  1.40E-14  9.87E-15  6.93E-15  4.28E-15  2.92E-15  1.94E-15  1.07E-15  6.34E-16
             3.53E-16  1.47E-16  6.99E-17  3.13E-17  9.93E-18  3.97E-18  1.53E-18  4.21E-19  1.55E-19
     5       4.59E-15  3.24E-15  2.04E-15  1.43E-15  1.00E-15  6.13E-16  4.13E-16  2.69E-16  1.42E-16  8.16E-17
             4.40E-17  1.76E-17  8.16E-18  3.58E-18  1.12E-18  4.41E-19  1.69E-19  4.62E-20  1.70E-20
     6       1.06E-15  7.48E-16  4.70E-16  3.29E-16  2.29E-16  1.38E-16  9.12E-17  5.79E-17  2.94E-17  1.64E-17
             8.63E-18  3.34E-18  1.53E-18  6.60E-19  2.03E-19  7.99E-20  3.05E-20  8.29E-21  3.04E-21
     7       3.29E-16  2.32E-16  1.45E-16  1.01E-16  6.99E-17  4.14E-17  2.67E-17  1.65E-17  8.06E-18  4.38E-18
             2.24E-18  8.48E-19  3.81E-19  1.63E-19  4.98E-20  1.95E-20  7.41E-21  2.01E-21  7.35E-22
     8       1.26E-16  8.88E-17  5.54E-17  3.84E-17  2.62E-17  1.51E-17  9.55E-18  5.73E-18  2.68E-18  1.42E-18
             7.10E-19  2.62E-19  1.17E-19  4.94E-20  1.49E-20  5.82E-21  2.21E-21  5.97E-22  2.18E-22
     9       5.65E-17  3.97E-17  2.47E-17  1.70E-17  1.14E-17  6.43E-18  3.95E-18  2.30E-18  1.03E-18  5.32E-19
             2.61E-19  9.43E-20  4.14E-20  1.74E-20  5.23E-21  2.03E-21  7.68E-22  2.07E-22  7.57E-23
    10       2.86E-17  2.00E-17  1.24E-17  8.45E-18  5.61E-18  3.06E-18  1.83E-18  1.03E-18  4.45E-19  2.23E-19
             1.07E-19  3.81E-20  1.65E-20  6.91E-21  2.06E-21  7.96E-22  3.01E-22  8.09E-23  2.95E-23
    11       1.59E-17  1.11E-17  6.82E-18  4.61E-18  3.01E-18  1.59E-18  9.22E-19  5.04E-19  2.10E-19  1.03E-19
             4.84E-20  1.69E-20  7.26E-21  3.01E-21  8.92E-22  3.44E-22  1.30E-22  3.48E-23  1.27E-23
    12       9.55E-18  6.66E-18  4.05E-18  2.71E-18  1.74E-18  8.91E-19  5.01E-19  2.66E-19  1.07E-19  5.11E-20
             2.36E-20  8.09E-21  3.45E-21  1.42E-21  4.18E-22  1.61E-22  6.04E-23  1.62E-23  5.89E-24
    13       6.10E-18  4.24E-18  2.56E-18  1.69E-18  1.06E-18  5.28E-19  2.89E-19  1.49E-19  5.78E-20  2.71E-20
             1.23E-20  4.14E-21  1.75E-21  7.15E-22  2.09E-22  8.01E-23  3.01E-23  8.03E-24  2.92E-24
    14       4.10E-18  2.84E-18  1.70E-18  1.10E-18  6.84E-19  3.29E-19  1.75E-19  8.79E-20  3.30E-20  1.51E-20
             6.76E-21  2.24E-21  9.37E-22  3.81E-22  1.11E-22  4.23E-23  1.58E-23  4.22E-24  1.54E-24
    15       2.93E-18  2.02E-18  1.19E-18  7.65E-19  4.64E-19  2.15E-19  1.11E-19  5.44E-20  1.97E-20  8.87E-21
             3.89E-21  1.26E-21  5.23E-22  2.11E-22  6.08E-23  2.31E-23  8.64E-24  2.30E-24  8.35E-25
    16       2.14E-18  1.47E-18  8.61E-19  5.45E-19  3.24E-19  1.45E-19  7.31E-20  3.47E-20  1.22E-20  5.36E-21
             2.31E-21  7.39E-22  3.04E-22  1.22E-22  3.50E-23  1.33E-23  4.95E-24  1.32E-24  4.77E-25
    17       1.23E-18  8.37E-19  4.76E-19  2.92E-19  1.68E-19  7.12E-20  3.43E-20  1.56E-20  5.23E-21  2.23E-21
             9.35E-22  2.90E-22  1.17E-22  4.65E-23  1.32E-23  4.98E-24  1.85E-24  4.89E-25  1.77E-25
    18       7.88E-19  5.28E-19  2.92E-19  1.74E-19  9.61E-20  3.88E-20  1.80E-20  7.89E-21  2.53E-21  1.05E-21
             4.28E-22  1.29E-22  5.14E-23  2.01E-23  5.65E-24  2.12E-24  7.82E-25  2.06E-25  7.45E-26
    19       5.36E-19  3.56E-19  1.92E-19  1.11E-19  5.90E-20  2.26E-20  1.01E-20  4.32E-21  1.33E-21  5.38E-22
             2.16E-22  6.35E-23  2.49E-23  9.61E-24  2.67E-24  9.94E-25  3.66E-25  9.61E-26  3.47E-26
    20       3.16E-19  2.06E-19  1.08E-19  6.01E-20  3.07E-20  1.11E-20  4.78E-21  1.96E-21  5.81E-22  2.28E-22
             8.86E-23  2.53E-23  9.71E-24  3.69E-24  1.01E-24  3.73E-25  1.36E-25  3.56E-26  1.28E-26
    21       1.83E-19  1.16E-19  5.72E-20  3.03E-20  1.47E-20  5.01E-21  2.07E-21  8.18E-22  2.32E-22  8.82E-23
             3.34E-23  9.21E-24  3.46E-24  1.29E-24  3.46E-25  1.27E-25  4.60E-26  1.19E-26  4.27E-27
    22       9.28E-20  5.69E-20  2.62E-20  1.31E-20  5.98E-21  1.89E-21  7.48E-22  2.85E-22  7.76E-23  2.87E-23
             1.06E-23  2.82E-24  1.03E-24  3.78E-25  9.93E-26  3.59E-26  1.29E-26  3.32E-27  1.18E-27
    23       6.35E-20  3.78E-20  1.67E-20  8.03E-21  3.55E-21  1.09E-21  4.21E-22  1.58E-22  4.23E-23  1.55E-23
             5.63E-24  1.48E-24  5.38E-25  1.95E-25  5.07E-26  1.82E-26  6.52E-27  1.67E-27  5.94E-28
