SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    23       5.02E-12  3.32E-12  1.80E-12  1.06E-12  5.82E-13  2.41E-13  1.16E-13  5.31E-14  1.79E-14  7.64E-15
             3.19E-15  9.90E-16  4.03E-16  1.63E-16  4.86E-17  1.92E-17  7.51E-18  2.12E-18  8.03E-19
    24       4.26E-12  2.77E-12  1.46E-12  8.34E-13  4.48E-13  1.79E-13  8.43E-14  3.80E-14  1.26E-14  5.31E-15
             2.20E-15  6.75E-16  2.73E-16  1.10E-16  3.26E-17  1.29E-17  5.01E-18  1.41E-18  5.33E-19
    25       3.85E-12  2.48E-12  1.28E-12  7.20E-13  3.80E-13  1.49E-13  6.95E-14  3.10E-14  1.02E-14  4.27E-15
             1.76E-15  5.37E-16  2.17E-16  8.70E-17  2.57E-17  1.01E-17  3.93E-18  1.11E-18  4.18E-19
    26       3.34E-12  2.12E-12  1.06E-12  5.86E-13  3.03E-13  1.16E-13  5.33E-14  2.35E-14  7.61E-15  3.16E-15
             1.30E-15  3.93E-16  1.58E-16  6.32E-17  1.86E-17  7.30E-18  2.83E-18  7.96E-19  3.00E-19
    27       2.93E-12  1.83E-12  8.96E-13  4.85E-13  2.46E-13  9.25E-14  4.18E-14  1.82E-14  5.85E-15  2.42E-15
             9.86E-16  2.97E-16  1.19E-16  4.74E-17  1.39E-17  5.45E-18  2.11E-18  5.92E-19  2.23E-19
    28       2.45E-12  1.49E-12  7.08E-13  3.73E-13  1.85E-13  6.78E-14  3.02E-14  1.30E-14  4.11E-15  1.69E-15
             6.83E-16  2.04E-16  8.15E-17  3.24E-17  9.46E-18  3.69E-18  1.43E-18  3.99E-19  1.50E-19
    29       2.00E-12  1.19E-12  5.44E-13  2.80E-13  1.36E-13  4.83E-14  2.12E-14  9.02E-15  2.82E-15  1.15E-15
             4.62E-16  1.37E-16  5.45E-17  2.16E-17  6.27E-18  2.44E-18  9.43E-19  2.63E-19  9.89E-20
    30       1.47E-12  8.44E-13  3.66E-13  1.81E-13  8.52E-14  2.94E-14  1.26E-14  5.29E-15  1.63E-15  6.56E-16
             2.62E-16  7.71E-17  3.04E-17  1.20E-17  3.46E-18  1.34E-18  5.17E-19  1.44E-19  5.40E-20
    31       1.19E-12  6.62E-13  2.77E-13  1.34E-13  6.19E-14  2.10E-14  8.91E-15  3.70E-15  1.13E-15  4.51E-16
             1.79E-16  5.25E-17  2.06E-17  8.09E-18  2.33E-18  9.04E-19  3.47E-19  9.65E-20  3.61E-20
    32       8.58E-13  4.62E-13  1.85E-13  8.70E-14  3.92E-14  1.29E-14  5.41E-15  2.22E-15  6.67E-16  2.65E-16
             1.05E-16  3.05E-17  1.19E-17  4.66E-18  1.34E-18  5.16E-19  1.98E-19  5.48E-20  2.05E-20
    33       6.66E-13  3.49E-13  1.35E-13  6.24E-14  2.77E-14  8.97E-15  3.72E-15  1.51E-15  4.52E-16  1.79E-16
             7.03E-17  2.03E-17  7.94E-18  3.09E-18  8.84E-19  3.41E-19  1.30E-19  3.60E-20  1.34E-20
    34       4.53E-13  2.28E-13  8.50E-14  3.82E-14  1.66E-14  5.26E-15  2.15E-15  8.68E-16  2.56E-16  1.01E-16
             3.94E-17  1.13E-17  4.40E-18  1.71E-18  4.86E-19  1.87E-19  7.13E-20  1.97E-20  7.34E-21
    35       3.32E-13  1.63E-13  5.88E-14  2.60E-14  1.11E-14  3.48E-15  1.41E-15  5.65E-16  1.65E-16  6.48E-17
             2.52E-17  7.22E-18  2.80E-18  1.08E-18  3.07E-19  1.18E-19  4.49E-20  1.24E-20  4.60E-21
    36       2.02E-13  9.55E-14  3.32E-14  1.43E-14  6.00E-15  1.84E-15  7.40E-16  2.93E-16  8.51E-17  3.31E-17
             1.28E-17  3.64E-18  1.41E-18  5.42E-19  1.53E-19  5.86E-20  2.23E-20  6.11E-21  2.27E-21
    37       1.43E-13  6.61E-14  2.24E-14  9.54E-15  3.96E-15  1.20E-15  4.79E-16  1.89E-16  5.45E-17  2.11E-17
             8.15E-18  2.31E-18  8.88E-19  3.42E-19  9.63E-20  3.68E-20  1.39E-20  3.82E-21  1.42E-21
    38       8.35E-14  3.75E-14  1.23E-14  5.16E-15  2.11E-15  6.31E-16  2.49E-16  9.76E-17  2.79E-17  1.08E-17
             4.14E-18  1.17E-18  4.47E-19  1.71E-19  4.81E-20  1.83E-20  6.94E-21  1.90E-21  7.04E-22
    39       5.62E-14  2.48E-14  7.99E-15  3.30E-15  1.34E-15  3.97E-16  1.56E-16  6.08E-17  1.73E-17  6.64E-18
             2.55E-18  7.15E-19  2.74E-19  1.05E-19  2.93E-20  1.11E-20  4.21E-21  1.15E-21  4.26E-22
    40       2.96E-14  1.27E-14  4.01E-15  1.63E-15  6.54E-16  1.92E-16  7.48E-17  2.89E-17  8.18E-18  3.13E-18
             1.19E-18  3.34E-19  1.27E-19  4.85E-20  1.35E-20  5.14E-21  1.94E-21  5.27E-22  1.95E-22
    41       2.06E-14  8.75E-15  2.72E-15  1.10E-15  4.39E-16  1.28E-16  4.97E-17  1.92E-17  5.41E-18  2.06E-18
             7.86E-19  2.19E-19  8.35E-20  3.18E-20  8.86E-21  3.36E-21  1.26E-21  3.44E-22  1.27E-22
    42       1.20E-14  5.06E-15  1.56E-15  6.25E-16  2.48E-16  7.16E-17  2.77E-17  1.07E-17  2.99E-18  1.14E-18
             4.33E-19  1.21E-19  4.58E-20  1.74E-20  4.84E-21  1.83E-21  6.89E-22  1.87E-22  6.93E-23

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (2P  0.5)
   ILREP
   -----
     4       2.53E-15  1.79E-15  1.13E-15  7.99E-16  5.65E-16  3.58E-16  2.54E-16  1.81E-16  1.16E-16  8.24E-17
             5.81E-17  3.52E-17  2.28E-17  1.39E-17  6.48E-18  3.33E-18  1.60E-18  5.52E-19  2.32E-19
     5       1.15E-13  8.11E-14  5.12E-14  3.62E-14  2.56E-14  1.61E-14  1.14E-14  7.96E-15  4.88E-15  3.26E-15
             2.07E-15  1.02E-15  5.41E-16  2.63E-16  8.94E-17  3.67E-17  1.43E-17  3.91E-18  1.43E-18
     6       8.03E-14  5.67E-14  3.58E-14  2.52E-14  1.77E-14  1.10E-14  7.56E-15  5.06E-15  2.78E-15  1.64E-15
             8.86E-16  3.42E-16  1.50E-16  6.16E-17  1.75E-17  6.48E-18  2.35E-18  6.05E-19  2.15E-19
     7       1.03E-16  7.28E-17  4.61E-17  3.26E-17  2.31E-17  1.47E-17  1.05E-17  7.59E-18  4.96E-18  3.59E-18
             2.57E-18  1.57E-18  1.02E-18  6.23E-19  2.90E-19  1.49E-19  7.14E-20  2.46E-20  1.04E-20
     8       3.09E-15  2.19E-15  1.38E-15  9.78E-16  6.93E-16  4.40E-16  3.13E-16  2.22E-16  1.39E-16  9.50E-17
             6.14E-17  3.07E-17  1.64E-17  7.98E-18  2.72E-18  1.12E-18  4.36E-19  1.19E-19  4.35E-20
     9       4.72E-15  3.33E-15  2.11E-15  1.49E-15  1.05E-15  6.55E-16  4.54E-16  3.08E-16  1.73E-16  1.04E-16
             5.71E-17  2.23E-17  9.88E-18  4.07E-18  1.16E-18  4.29E-19  1.56E-19  4.02E-20  1.43E-20
    10       4.72E-16  3.34E-16  2.10E-16  1.48E-16  1.03E-16  6.26E-17  4.17E-17  2.65E-17  1.30E-17  6.83E-18
             3.24E-18  1.06E-18  4.19E-19  1.58E-19  4.19E-20  1.51E-20  5.37E-21  1.37E-21  4.84E-22
    11       9.58E-18  6.77E-18  4.29E-18  3.05E-18  2.17E-18  1.40E-18  1.02E-18  7.47E-19  5.05E-19  3.75E-19
             2.72E-19  1.68E-19  1.10E-19  6.69E-20  3.11E-20  1.60E-20  7.66E-21  2.64E-21  1.11E-21
    12       2.54E-16  1.80E-16  1.14E-16  8.09E-17  5.76E-17  3.70E-17  2.68E-17  1.95E-17  1.27E-17  8.87E-18
             5.84E-18  2.96E-18  1.59E-18  7.76E-19  2.65E-19  1.09E-19  4.25E-20  1.16E-20  4.25E-21
    13       4.91E-16  3.47E-16  2.20E-16  1.55E-16  1.10E-16  6.97E-17  4.92E-17  3.42E-17  1.99E-17  1.22E-17
             6.83E-18  2.71E-18  1.21E-18  4.99E-19  1.42E-19  5.29E-20  1.92E-20  4.95E-21  1.76E-21
    14       7.95E-17  5.61E-17  3.54E-17  2.49E-17  1.75E-17  1.08E-17  7.30E-18  4.74E-18  2.40E-18  1.28E-18
             6.17E-19  2.04E-19  8.10E-20  3.07E-20  8.15E-21  2.93E-21  1.05E-21  2.66E-22  9.42E-23
    16       1.33E-18  9.38E-19  5.97E-19  4.25E-19  3.06E-19  2.02E-19  1.51E-19  1.15E-19  8.15E-20  6.21E-20
             4.59E-20  2.87E-20  1.88E-20  1.15E-20  5.34E-21  2.74E-21  1.31E-21  4.53E-22  1.90E-22
    17       3.35E-17  2.37E-17  1.51E-17  1.08E-17  7.73E-18  5.09E-18  3.79E-18  2.86E-18  1.96E-18  1.41E-18
             9.49E-19  4.88E-19  2.63E-19  1.29E-19  4.41E-20  1.81E-20  7.08E-21  1.94E-21  7.08E-22
    18       7.11E-17  5.03E-17  3.19E-17  2.27E-17  1.63E-17  1.06E-17  7.67E-18  5.53E-18  3.38E-18  2.14E-18
             1.22E-18  4.90E-19  2.20E-19  9.11E-20  2.61E-20  9.69E-21  3.52E-21  9.07E-22  3.23E-22
    19       1.42E-17  1.00E-17  6.35E-18  4.50E-18  3.19E-18  2.01E-18  1.40E-18  9.40E-19  4.96E-19  2.72E-19
             1.33E-19  4.45E-20  1.78E-20  6.77E-21  1.80E-21  6.48E-22  2.31E-22  5.89E-23  2.09E-23
    22       2.26E-19  1.60E-19  1.03E-19  7.38E-20  5.39E-20  3.71E-20  2.90E-20  2.34E-20  1.77E-20  1.39E-20
             1.05E-20  6.61E-21  4.34E-21  2.66E-21  1.23E-21  6.34E-22  3.04E-22  1.05E-22  4.41E-23
    23       5.55E-18  3.94E-18  2.52E-18  1.81E-18  1.33E-18  9.13E-19  7.14E-19  5.70E-19  4.17E-19  3.10E-19
             2.12E-19  1.11E-19  6.00E-20  2.94E-20  1.01E-20  4.15E-21  1.62E-21  4.44E-22  1.62E-22
    24       1.23E-17  8.74E-18  5.58E-18  4.01E-18  2.93E-18  1.99E-18  1.51E-18  1.15E-18  7.50E-19  4.89E-19
             2.84E-19  1.16E-19  5.25E-20  2.18E-20  6.26E-21  2.33E-21  8.47E-22  2.18E-22  7.76E-23
    25       2.74E-18  1.94E-18  1.24E-18  8.86E-19  6.40E-19  4.22E-19  3.08E-19  2.17E-19  1.21E-19  6.84E-20
             3.42E-20  1.16E-20  4.67E-21  1.78E-21  4.74E-22  1.71E-22  6.10E-23  1.55E-23  5.50E-24
    29       4.20E-20  2.99E-20  1.94E-20  1.42E-20  1.07E-20  7.92E-21  6.68E-21  5.79E-21  4.72E-21  3.84E-21
             2.94E-21  1.88E-21  1.24E-21  7.58E-22  3.53E-22  1.81E-22  8.68E-23  2.99E-23  1.26E-23
    30       1.01E-18  7.19E-19  4.66E-19  3.42E-19  2.59E-19  1.92E-19  1.62E-19  1.40E-19  1.10E-19  8.48E-20
             5.92E-20  3.12E-20  1.70E-20  8.35E-21  2.87E-21  1.18E-21  4.61E-22  1.26E-22  4.61E-23
    31       2.28E-18  1.63E-18  1.05E-18  7.73E-19  5.83E-19  4.28E-19  3.53E-19  2.89E-19  2.03E-19  1.37E-19
             8.10E-20  3.36E-20  1.52E-20  6.35E-21  1.82E-21  6.79E-22  2.47E-22  6.37E-23  2.27E-23
    32       5.41E-19  3.85E-19  2.49E-19  1.82E-19  1.36E-19  9.68E-20  7.60E-20  5.75E-20  3.44E-20  2.01E-20
             1.02E-20  3.52E-21  1.42E-21  5.44E-22  1.45E-22  5.24E-23  1.87E-23  4.76E-24  1.69E-24
    37       7.62E-21  5.47E-21  3.62E-21  2.75E-21  2.21E-21  1.86E-21  1.75E-21  1.68E-21  1.48E-21  1.24E-21
             9.70E-22  6.25E-22  4.12E-22  2.53E-22  1.18E-22  6.05E-23  2.90E-23  9.98E-24  4.20E-24
    38       1.79E-19  1.29E-19  8.53E-20  6.51E-20  5.25E-20  4.46E-20  4.22E-20  4.02E-20  3.44E-20  2.73E-20
             1.94E-20  1.03E-20  5.63E-21  2.78E-21  9.54E-22  3.93E-22  1.53E-22  4.20E-23  1.54E-23
    39       4.06E-19  2.92E-19  1.94E-19  1.48E-19  1.20E-19  1.01E-19  9.29E-20  8.40E-20  6.38E-20  4.44E-20
             2.68E-20  1.13E-20  5.13E-21  2.15E-21  6.17E-22  2.30E-22  8.37E-23  2.16E-23  7.69E-24
    40       9.93E-20  7.14E-20  4.73E-20  3.60E-20  2.89E-20  2.35E-20  2.07E-20  1.72E-20  1.11E-20  6.69E-21
             3.47E-21  1.21E-21  4.92E-22  1.89E-22  5.05E-23  1.82E-23  6.51E-24  1.66E-24  5.87E-25
    46       1.15E-21  8.39E-22  5.85E-22  4.81E-22  4.40E-22  4.65E-22  5.16E-22  5.52E-22  5.30E-22  4.58E-22
             3.62E-22  2.35E-22  1.55E-22  9.52E-23  4.43E-23  2.28E-23  1.09E-23  3.76E-24  1.58E-24
    47       2.61E-20  1.91E-20  1.34E-20  1.11E-20  1.03E-20  1.11E-20  1.24E-20  1.32E-20  1.22E-20  9.99E-21
             7.20E-21  3.86E-21  2.11E-21  1.04E-21  3.59E-22  1.48E-22  5.78E-23  1.58E-23  5.78E-24
    48       5.79E-20  4.25E-20  3.00E-20  2.50E-20  2.33E-20  2.51E-20  2.73E-20  2.77E-20  2.28E-20  1.64E-20
             1.00E-20  4.26E-21  1.95E-21  8.15E-22  2.35E-22  8.76E-23  3.19E-23  8.22E-24  2.93E-24
    49       1.43E-20  1.05E-20  7.42E-21  6.19E-21  5.74E-21  5.97E-21  6.16E-21  5.72E-21  4.02E-21  2.50E-21
             1.32E-21  4.65E-22  1.90E-22  7.30E-23  1.96E-23  7.06E-24  2.52E-24  6.42E-25  2.28E-25

   INREP
   -----
     3       1.97E-13  1.40E-13  8.81E-14  6.22E-14  4.39E-14  2.75E-14  1.92E-14  1.32E-14  7.78E-15  4.98E-15
             3.02E-15  1.40E-15  7.14E-16  3.38E-16  1.13E-16  4.64E-17  1.82E-17  5.06E-18  1.87E-18
     4       8.38E-15  5.93E-15  3.75E-15  2.65E-15  1.87E-15  1.17E-15  8.19E-16  5.64E-16  3.31E-16  2.09E-16
             1.24E-16  5.56E-17  2.77E-17  1.28E-17  4.20E-18  1.71E-18  6.67E-19  1.85E-19  6.84E-20
     5       8.35E-16  5.90E-16  3.73E-16  2.64E-16  1.87E-16  1.19E-16  8.43E-17  5.91E-17  3.55E-17  2.28E-17
             1.36E-17  6.04E-18  2.99E-18  1.37E-18  4.46E-19  1.80E-19  7.02E-20  1.94E-20  7.19E-21
     6       1.20E-16  8.50E-17  5.40E-17  3.84E-17  2.75E-17  1.79E-17  1.30E-17  9.45E-18  5.93E-18  3.88E-18
             2.35E-18  1.05E-18  5.19E-19  2.38E-19  7.72E-20  3.11E-20  1.21E-20  3.35E-21  1.24E-21
     7       2.08E-17  1.48E-17  9.44E-18  6.79E-18  4.95E-18  3.36E-18  2.57E-18  1.96E-18  1.31E-18  8.82E-19
             5.42E-19  2.45E-19  1.21E-19  5.56E-20  1.80E-20  7.26E-21  2.82E-21  7.79E-22  2.88E-22
     8       3.88E-18  2.76E-18  1.79E-18  1.31E-18  9.89E-19  7.25E-19  5.97E-19  4.92E-19  3.52E-19  2.45E-19
             1.53E-19  7.01E-20  3.48E-20  1.60E-20  5.18E-21  2.09E-21  8.11E-22  2.24E-22  8.27E-23
     9       6.91E-19  4.97E-19  3.30E-19  2.52E-19  2.03E-19  1.70E-19  1.58E-19  1.43E-19  1.11E-19  7.97E-20
             5.07E-20  2.34E-20  1.17E-20  5.36E-21  1.74E-21  6.99E-22  2.72E-22  7.50E-23  2.77E-23
    10       9.95E-20  7.30E-20  5.14E-20  4.28E-20  3.98E-20  4.26E-20  4.64E-20  4.71E-20  3.96E-20  2.94E-20
             1.89E-20  8.82E-21  4.40E-21  2.02E-21  6.56E-22  2.64E-22  1.03E-22  2.83E-23  1.05E-23
    11       7.43E-21  5.82E-21  4.94E-21  5.35E-21  7.04E-21  1.15E-20  1.53E-20  1.74E-20  1.58E-20  1.20E-20
             7.81E-21  3.66E-21  1.83E-21  8.43E-22  2.73E-22  1.10E-22  4.28E-23  1.18E-23  4.37E-24
    12       1.17E-23  2.74E-23  1.29E-22  4.30E-22  1.24E-21  3.52E-21  5.71E-21  7.19E-21  6.87E-21  5.31E-21
             3.49E-21  1.65E-21  8.24E-22  3.80E-22  1.23E-22  4.96E-23  1.93E-23  5.32E-24  1.97E-24



 --------------------------
 PRTI= 2  LVLPRT= (2P  0.5)

   INDX TE=  1.09E+04  2.18E+04  5.45E+04  1.09E+05  2.18E+05  5.45E+05  1.09E+06  2.18E+06  5.45E+06  1.09E+07
   ---- ---  2.18E+07  5.45E+07  1.09E+08  2.18E+08  5.45E+08  1.09E+09  2.18E+09  5.45E+09  1.09E+10
     1       2.02E-11  1.43E-11  9.03E-12  6.38E-12  4.50E-12  2.83E-12  1.98E-12  1.37E-12  8.20E-13  5.34E-13
             3.30E-13  1.57E-13  8.15E-14  3.89E-14  1.30E-14  5.29E-15  2.05E-15  5.59E-16  2.04E-16
     3       6.99E-15  4.94E-15  3.12E-15  2.21E-15  1.56E-15  9.85E-16  6.94E-16  4.88E-16  3.03E-16  2.09E-16
             1.42E-16  8.12E-17  5.09E-17  3.02E-17  1.37E-17  6.96E-18  3.31E-18  1.13E-18  4.75E-19
     4       1.75E-14  1.24E-14  7.83E-15  5.53E-15  3.90E-15  2.45E-15  1.71E-15  1.18E-15  7.00E-16  4.52E-16
             2.76E-16  1.29E-16  6.65E-17  3.15E-17  1.05E-17  4.25E-18  1.65E-18  4.47E-19  1.63E-19
     5       6.94E-15  4.90E-15  3.10E-15  2.19E-15  1.54E-15  9.68E-16  6.76E-16  4.67E-16  2.77E-16  1.79E-16
             1.09E-16  5.13E-17  2.64E-17  1.25E-17  4.16E-18  1.69E-18  6.53E-19  1.78E-19  6.47E-20
     7       2.45E-14  1.73E-14  1.09E-14  7.72E-15  5.44E-15  3.42E-15  2.39E-15  1.65E-15  9.83E-16  6.37E-16
             3.91E-16  1.84E-16  9.49E-17  4.51E-17  1.50E-17  6.11E-18  2.37E-18  6.44E-19  2.35E-19
     8       8.83E-17  6.24E-17  3.94E-17  2.78E-17  1.96E-17  1.23E-17  8.62E-18  5.96E-18  3.55E-18  2.30E-18
             1.41E-18  6.67E-19  3.44E-19  1.63E-19  5.46E-20  2.22E-20  8.59E-21  2.34E-21  8.52E-22
     9       2.42E-12  1.71E-12  1.08E-12  7.65E-13  5.41E-13  3.42E-13  2.42E-13  1.71E-13  1.08E-13  7.52E-14
             5.19E-14  3.06E-14  1.95E-14  1.17E-14  5.38E-15  2.75E-15  1.31E-15  4.51E-16  1.90E-16
    10       7.23E-12  5.11E-12  3.23E-12  2.28E-12  1.62E-12  1.02E-12  7.22E-13  5.10E-13  3.21E-13  2.25E-13
             1.55E-13  9.15E-14  5.84E-14  3.51E-14  1.61E-14  8.24E-15  3.94E-15  1.35E-15  5.68E-16
    11       2.63E-13  1.86E-13  1.17E-13  8.29E-14  5.85E-14  3.68E-14  2.57E-14  1.78E-14  1.06E-14  6.92E-15
             4.27E-15  2.02E-15  1.05E-15  4.98E-16  1.67E-16  6.77E-17  2.63E-17  7.15E-18  2.61E-18
    12       8.56E-12  6.05E-12  3.82E-12  2.70E-12  1.91E-12  1.20E-12  8.40E-13  5.84E-13  3.51E-13  2.30E-13
             1.43E-13  6.84E-14  3.56E-14  1.70E-14  5.73E-15  2.33E-15  9.07E-16  2.47E-16  9.02E-17
    14       1.22E-14  8.59E-15  5.42E-15  3.81E-15  2.67E-15  1.65E-15  1.12E-15  7.43E-16  3.97E-16  2.28E-16
             1.20E-16  4.46E-17  1.92E-17  7.78E-18  2.18E-18  8.04E-19  2.91E-19  7.48E-20  2.66E-20
    15       1.35E-14  9.54E-15  6.02E-15  4.24E-15  2.97E-15  1.83E-15  1.25E-15  8.25E-16  4.42E-16  2.53E-16
             1.33E-16  4.97E-17  2.14E-17  8.66E-18  2.43E-18  8.96E-19  3.24E-19  8.33E-20  2.96E-20
    16       2.36E-14  1.67E-14  1.05E-14  7.40E-15  5.19E-15  3.20E-15  2.18E-15  1.44E-15  7.71E-16  4.42E-16
             2.33E-16  8.68E-17  3.75E-17  1.51E-17  4.25E-18  1.57E-18  5.67E-19  1.46E-19  5.18E-20
    18       2.82E-14  1.99E-14  1.26E-14  8.85E-15  6.21E-15  3.83E-15  2.61E-15  1.73E-15  9.24E-16  5.30E-16
             2.79E-16  1.04E-16  4.50E-17  1.82E-17  5.10E-18  1.88E-18  6.81E-19  1.75E-19  6.22E-20
    19       2.30E-15  1.63E-15  1.03E-15  7.23E-16  5.07E-16  3.13E-16  2.13E-16  1.41E-16  7.55E-17  4.34E-17
             2.28E-17  8.53E-18  3.68E-18  1.49E-18  4.18E-19  1.54E-19  5.59E-20  1.43E-20  5.10E-21
    20       2.50E-12  1.77E-12  1.12E-12  7.90E-13  5.58E-13  3.51E-13  2.46E-13  1.71E-13  1.03E-13  6.80E-14
             4.24E-14  2.04E-14  1.07E-14  5.13E-15  1.73E-15  7.05E-16  2.74E-16  7.47E-17  2.73E-17
    21       8.18E-12  5.78E-12  3.65E-12  2.58E-12  1.82E-12  1.15E-12  8.05E-13  5.60E-13  3.38E-13  2.22E-13
             1.39E-13  6.68E-14  3.49E-14  1.68E-14  5.64E-15  2.30E-15  8.96E-16  2.44E-16  8.91E-17
    22       1.36E-11  9.64E-12  6.09E-12  4.30E-12  3.04E-12  1.91E-12  1.34E-12  9.33E-13  5.63E-13  3.70E-13
             2.31E-13  1.11E-13  5.82E-14  2.80E-14  9.42E-15  3.84E-15  1.50E-15  4.08E-16  1.49E-16
    23       1.49E-13  1.05E-13  6.63E-14  4.67E-14  3.28E-14  2.02E-14  1.38E-14  9.13E-15  4.90E-15  2.82E-15
             1.49E-15  5.56E-16  2.40E-16  9.73E-17  2.73E-17  1.01E-17  3.65E-18  9.39E-19  3.34E-19
    24       9.22E-12  6.51E-12  4.11E-12  2.89E-12  2.03E-12  1.26E-12  8.60E-13  5.71E-13  3.09E-13  1.79E-13
             9.55E-14  3.61E-14  1.57E-14  6.40E-15  1.80E-15  6.67E-16  2.42E-16  6.22E-17  2.21E-17
    25       9.08E-12  6.42E-12  4.05E-12  2.85E-12  2.00E-12  1.24E-12  8.47E-13  5.63E-13  3.05E-13  1.77E-13
             9.44E-14  3.58E-14  1.56E-14  6.34E-15  1.79E-15  6.61E-16  2.40E-16  6.16E-17  2.19E-17
    26       1.27E-11  8.97E-12  5.66E-12  3.99E-12  2.80E-12  1.73E-12  1.19E-12  7.88E-13  4.27E-13  2.48E-13
             1.32E-13  5.01E-14  2.18E-14  8.88E-15  2.51E-15  9.27E-16  3.36E-16  8.64E-17  3.07E-17
    27       5.25E-12  3.71E-12  2.34E-12  1.65E-12  1.16E-12  7.17E-13  4.91E-13  3.26E-13  1.77E-13  1.03E-13
             5.49E-14  2.08E-14  9.07E-15  3.69E-15  1.04E-15  3.85E-16  1.40E-16  3.59E-17  1.28E-17
    29       3.76E-16  2.66E-16  1.68E-16  1.19E-16  8.38E-17  5.26E-17  3.68E-17  2.56E-17  1.55E-17  1.04E-17
             6.90E-18  3.84E-18  2.36E-18  1.39E-18  6.22E-19  3.14E-19  1.49E-19  5.08E-20  2.13E-20
    30       1.51E-15  1.07E-15  6.73E-16  4.75E-16  3.35E-16  2.09E-16  1.45E-16  9.93E-17  5.78E-17  3.67E-17
             2.21E-17  1.02E-17  5.17E-18  2.43E-18  8.04E-19  3.25E-19  1.26E-19  3.42E-20  1.24E-20
    31       5.63E-16  3.98E-16  2.51E-16  1.77E-16  1.25E-16  7.81E-17  5.42E-17  3.71E-17  2.16E-17  1.37E-17
             8.25E-18  3.80E-18  1.93E-18  9.09E-19  3.01E-19  1.22E-19  4.70E-20  1.28E-20  4.65E-21
    33       1.44E-15  1.02E-15  6.44E-16  4.54E-16  3.20E-16  2.00E-16  1.39E-16  9.53E-17  5.57E-17  3.54E-17
             2.14E-17  9.88E-18  5.04E-18  2.37E-18  7.86E-19  3.18E-19  1.23E-19  3.34E-20  1.22E-20
    34       1.23E-17  8.68E-18  5.48E-18  3.87E-18  2.73E-18  1.71E-18  1.19E-18  8.12E-19  4.75E-19  3.02E-19
             1.83E-19  8.44E-20  4.30E-20  2.03E-20  6.72E-21  2.72E-21  1.05E-21  2.86E-22  1.04E-22
    35       7.76E-15  5.48E-15  3.46E-15  2.44E-15  1.72E-15  1.08E-15  7.50E-16  5.14E-16  3.01E-16  1.93E-16
             1.17E-16  5.40E-17  2.76E-17  1.30E-17  4.32E-18  1.75E-18  6.77E-19  1.84E-19  6.70E-20
    37       1.10E-15  7.75E-16  4.88E-16  3.44E-16  2.41E-16  1.48E-16  1.00E-16  6.56E-17  3.45E-17  1.96E-17
             1.02E-17  3.74E-18  1.60E-18  6.45E-19  1.80E-19  6.64E-20  2.40E-20  6.16E-21  2.19E-21
    38       1.32E-15  9.31E-16  5.87E-16  4.13E-16  2.89E-16  1.78E-16  1.20E-16  7.89E-17  4.16E-17  2.35E-17
             1.22E-17  4.50E-18  1.93E-18  7.77E-19  2.17E-19  8.00E-20  2.89E-20  7.42E-21  2.64E-21
    39       1.95E-15  1.37E-15  8.66E-16  6.10E-16  4.27E-16  2.63E-16  1.78E-16  1.16E-16  6.14E-17  3.47E-17
             1.81E-17  6.65E-18  2.85E-18  1.15E-18  3.21E-19  1.18E-19  4.27E-20  1.10E-20  3.90E-21
    41       2.55E-15  1.80E-15  1.13E-15  7.98E-16  5.59E-16  3.44E-16  2.33E-16  1.52E-16  8.04E-17  4.56E-17
             2.37E-17  8.73E-18  3.74E-18  1.51E-18  4.21E-19  1.55E-19  5.61E-20  1.44E-20  5.12E-21
    42       1.82E-16  1.29E-16  8.11E-17  5.70E-17  3.99E-17  2.46E-17  1.66E-17  1.09E-17  5.75E-18  3.26E-18
             1.70E-18  6.26E-19  2.68E-19  1.08E-19  3.02E-20  1.11E-20  4.02E-21  1.03E-21  3.67E-22
    43       1.09E-14  7.68E-15  4.84E-15  3.41E-15  2.39E-15  1.47E-15  9.95E-16  6.53E-16  3.45E-16  1.96E-16
             1.02E-16  3.76E-17  1.62E-17  6.51E-18  1.82E-18  6.70E-19  2.42E-19  6.23E-20  2.21E-20
    45       3.75E-17  2.65E-17  1.67E-17  1.17E-17  8.08E-18  4.84E-18  3.16E-18  1.94E-18  9.06E-19  4.56E-19
             2.09E-19  6.57E-20  2.56E-20  9.56E-21  2.51E-21  9.00E-22  3.20E-22  8.14E-23  2.88E-23
    46       3.05E-16  2.15E-16  1.35E-16  9.47E-17  6.57E-17  3.93E-17  2.56E-17  1.58E-17  7.36E-18  3.70E-18
             1.70E-18  5.34E-19  2.08E-19  7.76E-20  2.04E-20  7.31E-21  2.60E-21  6.61E-22  2.34E-22
