SEQ='C '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 523528949.8   NPRNTI= 5   NPRNTF=15
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    54       1.07E-12  7.41E-13  4.46E-13  2.93E-13  1.82E-13  8.47E-14  4.21E-14  1.88E-14  5.72E-15  2.17E-15
             7.98E-16  2.07E-16  7.37E-17  2.62E-17  6.64E-18  2.35E-18  8.31E-19  2.10E-19  7.44E-20
    55       2.47E-13  1.71E-13  1.01E-13  6.51E-14  3.90E-14  1.71E-14  8.09E-15  3.46E-15  1.01E-15  3.76E-16
             1.37E-16  3.52E-17  1.25E-17  4.44E-18  1.12E-18  3.98E-19  1.41E-19  3.56E-20  1.26E-20

   INREP
   -----
     2       8.46E-11  5.98E-11  3.78E-11  2.67E-11  1.88E-11  1.18E-11  8.26E-12  5.71E-12  3.39E-12  2.19E-12
             1.34E-12  6.26E-13  3.19E-13  1.50E-13  4.97E-14  2.01E-14  7.78E-15  2.12E-15  7.76E-16
     3       8.14E-11  5.75E-11  3.63E-11  2.56E-11  1.80E-11  1.13E-11  7.80E-12  5.31E-12  3.06E-12  1.91E-12
             1.13E-12  5.16E-13  2.65E-13  1.29E-13  4.64E-14  2.03E-14  8.59E-15  2.61E-15  1.03E-15
     4       5.92E-11  4.18E-11  2.64E-11  1.86E-11  1.30E-11  8.06E-12  5.50E-12  3.65E-12  2.00E-12  1.19E-12
             6.69E-13  2.84E-13  1.40E-13  6.54E-14  2.25E-14  9.64E-15  4.00E-15  1.20E-15  4.67E-16
     5       4.68E-11  3.30E-11  2.08E-11  1.46E-11  1.02E-11  6.23E-12  4.18E-12  2.71E-12  1.41E-12  8.08E-13
             4.34E-13  1.75E-13  8.33E-14  3.79E-14  1.27E-14  5.36E-15  2.20E-15  6.51E-16  2.52E-16
     6       3.88E-11  2.74E-11  1.72E-11  1.21E-11  8.37E-12  5.04E-12  3.32E-12  2.09E-12  1.05E-12  5.78E-13
             3.00E-13  1.16E-13  5.40E-14  2.41E-14  7.93E-15  3.31E-15  1.34E-15  3.95E-16  1.52E-16
     7       3.32E-11  2.34E-11  1.47E-11  1.02E-11  7.07E-12  4.19E-12  2.71E-12  1.67E-12  8.03E-13  4.30E-13
             2.17E-13  8.18E-14  3.72E-14  1.64E-14  5.30E-15  2.19E-15  8.85E-16  2.58E-16  9.93E-17
     8       2.90E-11  2.04E-11  1.28E-11  8.90E-12  6.10E-12  3.56E-12  2.26E-12  1.36E-12  6.32E-13  3.30E-13
             1.63E-13  5.98E-14  2.68E-14  1.17E-14  3.73E-15  1.53E-15  6.16E-16  1.79E-16  6.85E-17
     9       2.58E-11  1.82E-11  1.13E-11  7.84E-12  5.34E-12  3.06E-12  1.91E-12  1.12E-12  5.08E-13  2.60E-13
             1.26E-13  4.52E-14  2.00E-14  8.63E-15  2.73E-15  1.12E-15  4.46E-16  1.29E-16  4.93E-17
    10       2.32E-11  1.63E-11  1.02E-11  7.00E-12  4.73E-12  2.67E-12  1.64E-12  9.44E-13  4.15E-13  2.08E-13
             9.94E-14  3.51E-14  1.54E-14  6.58E-15  2.06E-15  8.39E-16  3.34E-16  9.63E-17  3.68E-17
    11       2.11E-11  1.48E-11  9.19E-12  6.31E-12  4.22E-12  2.35E-12  1.41E-12  8.02E-13  3.44E-13  1.70E-13
             8.00E-14  2.79E-14  1.21E-14  5.14E-15  1.60E-15  6.48E-16  2.57E-16  7.39E-17  2.82E-17
    12       1.93E-11  1.36E-11  8.39E-12  5.72E-12  3.80E-12  2.08E-12  1.23E-12  6.88E-13  2.89E-13  1.41E-13
             6.54E-14  2.25E-14  9.71E-15  4.09E-15  1.27E-15  5.12E-16  2.03E-16  5.80E-17  2.21E-17
    13       1.79E-11  1.25E-11  7.70E-12  5.23E-12  3.44E-12  1.85E-12  1.08E-12  5.95E-13  2.45E-13  1.18E-13
             5.43E-14  1.85E-14  7.91E-15  3.32E-15  1.02E-15  4.11E-16  1.63E-16  4.64E-17  1.77E-17
    14       1.66E-11  1.16E-11  7.11E-12  4.80E-12  3.14E-12  1.66E-12  9.58E-13  5.19E-13  2.10E-13  9.99E-14
             4.56E-14  1.53E-14  6.54E-15  2.73E-15  8.38E-16  3.36E-16  1.33E-16  3.78E-17  1.43E-17
    15       1.55E-11  1.08E-11  6.62E-12  4.44E-12  2.88E-12  1.50E-12  8.54E-13  4.56E-13  1.82E-13  8.56E-14
             3.87E-14  1.29E-14  5.48E-15  2.28E-15  6.95E-16  2.78E-16  1.09E-16  3.11E-17  1.18E-17
    16       1.45E-11  1.01E-11  6.17E-12  4.12E-12  2.65E-12  1.36E-12  7.64E-13  4.03E-13  1.58E-13  7.37E-14
             3.31E-14  1.10E-14  4.63E-15  1.92E-15  5.83E-16  2.33E-16  9.15E-17  2.59E-17  9.81E-18
    17       1.29E-11  8.96E-12  5.40E-12  3.56E-12  2.25E-12  1.12E-12  6.17E-13  3.18E-13  1.22E-13  5.60E-14
             2.48E-14  8.11E-15  3.40E-15  1.40E-15  4.23E-16  1.68E-16  6.60E-17  1.86E-17  7.02E-18
    18       1.16E-11  8.02E-12  4.78E-12  3.12E-12  1.94E-12  9.44E-13  5.08E-13  2.57E-13  9.66E-14  4.38E-14
             1.92E-14  6.20E-15  2.58E-15  1.06E-15  3.18E-16  1.26E-16  4.93E-17  1.39E-17  5.21E-18
    19       1.05E-11  7.24E-12  4.28E-12  2.75E-12  1.68E-12  8.01E-13  4.24E-13  2.11E-13  7.78E-14  3.49E-14
             1.52E-14  4.85E-15  2.01E-15  8.19E-16  2.45E-16  9.69E-17  3.78E-17  1.06E-17  4.00E-18
    20       9.16E-12  6.27E-12  3.65E-12  2.31E-12  1.38E-12  6.38E-13  3.30E-13  1.61E-13  5.80E-14  2.56E-14
             1.10E-14  3.49E-15  1.43E-15  5.81E-16  1.73E-16  6.81E-17  2.65E-17  7.43E-18  2.79E-18
    21       7.82E-12  5.31E-12  3.02E-12  1.87E-12  1.09E-12  4.85E-13  2.44E-13  1.17E-13  4.09E-14  1.78E-14
             7.57E-15  2.37E-15  9.66E-16  3.89E-16  1.15E-16  4.51E-17  1.75E-17  4.89E-18  1.83E-18
    22       6.36E-12  4.25E-12  2.35E-12  1.41E-12  7.93E-13  3.36E-13  1.64E-13  7.63E-14  2.61E-14  1.12E-14
             4.68E-15  1.44E-15  5.84E-16  2.34E-16  6.85E-17  2.68E-17  1.03E-17  2.88E-18  1.08E-18
    23       5.63E-12  3.72E-12  2.01E-12  1.18E-12  6.53E-13  2.70E-13  1.30E-13  5.95E-14  2.00E-14  8.51E-15
             3.54E-15  1.08E-15  4.36E-16  1.74E-16  5.08E-17  1.98E-17  7.63E-18  2.12E-18  7.93E-19
    24       4.77E-12  3.11E-12  1.63E-12  9.35E-13  5.02E-13  2.01E-13  9.45E-14  4.26E-14  1.41E-14  5.92E-15
             2.44E-15  7.40E-16  2.96E-16  1.17E-16  3.42E-17  1.33E-17  5.10E-18  1.42E-18  5.29E-19
    25       4.31E-12  2.78E-12  1.43E-12  8.07E-13  4.27E-13  1.68E-13  7.79E-14  3.48E-14  1.14E-14  4.75E-15
             1.95E-15  5.89E-16  2.35E-16  9.30E-17  2.70E-17  1.05E-17  4.01E-18  1.11E-18  4.15E-19
    26       3.75E-12  2.37E-12  1.19E-12  6.57E-13  3.40E-13  1.30E-13  5.97E-14  2.63E-14  8.51E-15  3.53E-15
             1.44E-15  4.31E-16  1.72E-16  6.77E-17  1.95E-17  7.56E-18  2.90E-18  8.02E-19  2.99E-19
    27       3.29E-12  2.05E-12  1.00E-12  5.43E-13  2.76E-13  1.04E-13  4.69E-14  2.05E-14  6.54E-15  2.70E-15
             1.09E-15  3.26E-16  1.29E-16  5.09E-17  1.46E-17  5.66E-18  2.16E-18  5.98E-19  2.23E-19
    28       2.74E-12  1.68E-12  7.94E-13  4.18E-13  2.08E-13  7.60E-14  3.38E-14  1.46E-14  4.60E-15  1.88E-15
             7.59E-16  2.25E-16  8.87E-17  3.48E-17  9.97E-18  3.84E-18  1.47E-18  4.04E-19  1.50E-19
    29       2.25E-12  1.34E-12  6.10E-13  3.13E-13  1.52E-13  5.42E-14  2.38E-14  1.01E-14  3.15E-15  1.28E-15
             5.13E-16  1.51E-16  5.94E-17  2.32E-17  6.62E-18  2.55E-18  9.71E-19  2.67E-19  9.92E-20
    30       1.65E-12  9.46E-13  4.10E-13  2.03E-13  9.55E-14  3.30E-14  1.42E-14  5.93E-15  1.82E-15  7.32E-16
             2.91E-16  8.49E-17  3.32E-17  1.29E-17  3.67E-18  1.41E-18  5.34E-19  1.46E-19  5.44E-20
    31       1.33E-12  7.42E-13  3.11E-13  1.51E-13  6.95E-14  2.35E-14  9.99E-15  4.14E-15  1.26E-15  5.04E-16
             1.99E-16  5.78E-17  2.25E-17  8.73E-18  2.47E-18  9.46E-19  3.59E-19  9.83E-20  3.64E-20
    32       9.62E-13  5.18E-13  2.07E-13  9.76E-14  4.39E-14  1.45E-14  6.07E-15  2.49E-15  7.47E-16  2.96E-16
             1.17E-16  3.36E-17  1.30E-17  5.03E-18  1.42E-18  5.42E-19  2.05E-19  5.60E-20  2.07E-20
    33       7.47E-13  3.91E-13  1.52E-13  7.00E-14  3.10E-14  1.01E-14  4.17E-15  1.70E-15  5.06E-16  2.00E-16
             7.82E-17  2.24E-17  8.68E-18  3.34E-18  9.41E-19  3.58E-19  1.35E-19  3.69E-20  1.36E-20
    34       5.08E-13  2.56E-13  9.53E-14  4.28E-14  1.86E-14  5.90E-15  2.42E-15  9.73E-16  2.87E-16  1.13E-16
             4.38E-17  1.25E-17  4.82E-18  1.85E-18  5.18E-19  1.97E-19  7.42E-20  2.02E-20  7.46E-21
    35       3.72E-13  1.83E-13  6.60E-14  2.91E-14  1.25E-14  3.90E-15  1.58E-15  6.33E-16  1.85E-16  7.24E-17
             2.81E-17  7.97E-18  3.06E-18  1.17E-18  3.28E-19  1.24E-19  4.68E-20  1.27E-20  4.69E-21
    36       2.26E-13  1.07E-13  3.72E-14  1.60E-14  6.73E-15  2.07E-15  8.30E-16  3.29E-16  9.53E-17  3.70E-17
             1.43E-17  4.03E-18  1.54E-18  5.88E-19  1.64E-19  6.19E-20  2.33E-20  6.31E-21  2.32E-21
    37       1.60E-13  7.41E-14  2.51E-14  1.07E-14  4.44E-15  1.35E-15  5.37E-16  2.12E-16  6.10E-17  2.36E-17
             9.08E-18  2.55E-18  9.75E-19  3.71E-19  1.03E-19  3.89E-20  1.46E-20  3.95E-21  1.45E-21
    38       9.37E-14  4.21E-14  1.38E-14  5.78E-15  2.36E-15  7.07E-16  2.80E-16  1.09E-16  3.13E-17  1.20E-17
             4.61E-18  1.29E-18  4.91E-19  1.86E-19  5.16E-20  1.94E-20  7.28E-21  1.97E-21  7.23E-22
    39       6.30E-14  2.78E-14  8.96E-15  3.70E-15  1.50E-15  4.45E-16  1.75E-16  6.81E-17  1.94E-17  7.43E-18
             2.84E-18  7.92E-19  3.01E-19  1.14E-19  3.15E-20  1.18E-20  4.43E-21  1.19E-21  4.39E-22
    40       3.32E-14  1.43E-14  4.50E-15  1.83E-15  7.34E-16  2.15E-16  8.38E-17  3.24E-17  9.16E-18  3.50E-18
             1.33E-18  3.70E-19  1.40E-19  5.29E-20  1.46E-20  5.46E-21  2.04E-21  5.49E-22  2.01E-22
    41       2.31E-14  9.81E-15  3.05E-15  1.24E-15  4.93E-16  1.43E-16  5.58E-17  2.15E-17  6.06E-18  2.31E-18
             8.77E-19  2.43E-19  9.19E-20  3.47E-20  9.53E-21  3.57E-21  1.33E-21  3.58E-22  1.31E-22
    42       1.35E-14  5.68E-15  1.74E-15  7.01E-16  2.78E-16  8.03E-17  3.11E-17  1.20E-17  3.35E-18  1.28E-18
             4.84E-19  1.34E-19  5.04E-20  1.90E-20  5.21E-21  1.95E-21  7.27E-22  1.95E-22  7.16E-23

                                                                                     --------------------------
                                                                                     PRTF=11  LVLPRT= (2P  1.5)
   ILREP
   -----
     4       1.04E-16  7.37E-17  4.66E-17  3.30E-17  2.34E-17  1.49E-17  1.06E-17  7.59E-18  4.93E-18  3.56E-18
             2.55E-18  1.56E-18  1.01E-18  6.07E-19  2.77E-19  1.40E-19  6.60E-20  2.23E-20  9.29E-21
     5       1.15E-16  8.14E-17  5.14E-17  3.64E-17  2.57E-17  1.63E-17  1.15E-17  8.08E-18  5.00E-18  3.36E-18
             2.14E-18  1.05E-18  5.54E-19  2.66E-19  8.92E-20  3.62E-20  1.40E-20  3.81E-21  1.39E-21
     6       1.26E-16  8.92E-17  5.63E-17  3.97E-17  2.79E-17  1.74E-17  1.20E-17  8.07E-18  4.49E-18  2.67E-18
             1.45E-18  5.62E-19  2.47E-19  1.01E-19  2.86E-20  1.06E-20  3.83E-21  9.86E-22  3.51E-22
     7       4.20E-18  2.97E-18  1.88E-18  1.34E-18  9.51E-19  6.13E-19  4.46E-19  3.29E-19  2.27E-19  1.72E-19
             1.27E-19  8.04E-20  5.26E-20  3.19E-20  1.46E-20  7.36E-21  3.47E-21  1.18E-21  4.89E-22
     8       7.04E-18  4.98E-18  3.15E-18  2.24E-18  1.59E-18  1.02E-18  7.37E-19  5.36E-19  3.52E-19  2.48E-19
             1.65E-19  8.36E-20  4.46E-20  2.16E-20  7.30E-21  2.97E-21  1.15E-21  3.13E-22  1.14E-22
     9       9.65E-18  6.83E-18  4.32E-18  3.05E-18  2.16E-18  1.37E-18  9.62E-19  6.69E-19  3.93E-19  2.43E-19
             1.37E-19  5.48E-20  2.44E-20  1.01E-20  2.87E-21  1.06E-21  3.86E-22  9.94E-23  3.54E-23
    10       1.74E-19  1.23E-19  7.74E-20  5.45E-20  3.82E-20  2.35E-20  1.59E-20  1.03E-20  5.27E-21  2.84E-21
             1.38E-21  4.60E-22  1.84E-22  6.98E-23  1.86E-23  6.68E-24  2.38E-24  6.06E-25  2.15E-25
    11       3.13E-19  2.21E-19  1.41E-19  1.01E-19  7.26E-20  4.85E-20  3.69E-20  2.92E-20  2.22E-20  1.80E-20
             1.40E-20  9.12E-21  6.03E-21  3.68E-21  1.68E-21  8.52E-22  4.02E-22  1.36E-22  5.67E-23
    12       5.84E-19  4.13E-19  2.63E-19  1.88E-19  1.35E-19  9.02E-20  6.84E-20  5.33E-20  3.87E-20  2.91E-20
             2.02E-20  1.07E-20  5.77E-21  2.81E-21  9.54E-22  3.89E-22  1.51E-22  4.11E-23  1.50E-23
    13       8.66E-19  6.13E-19  3.90E-19  2.78E-19  1.99E-19  1.31E-19  9.68E-20  7.19E-20  4.64E-20  3.05E-20
             1.80E-20  7.43E-21  3.37E-21  1.40E-21  4.01E-22  1.49E-22  5.42E-23  1.40E-23  4.97E-24
    14       4.39E-20  3.11E-20  1.97E-20  1.40E-20  9.93E-21  6.34E-21  4.49E-21  3.09E-21  1.71E-21  9.70E-22
             4.89E-22  1.68E-22  6.80E-23  2.60E-23  6.95E-24  2.50E-24  8.95E-25  2.28E-25  8.07E-26
    16       2.73E-20  1.94E-20  1.25E-20  9.10E-21  6.79E-21  4.94E-21  4.18E-21  3.75E-21  3.33E-21  2.92E-21
             2.38E-21  1.60E-21  1.07E-21  6.56E-22  3.01E-22  1.53E-22  7.20E-23  2.44E-23  1.02E-23
    17       5.28E-20  3.75E-20  2.42E-20  1.76E-20  1.31E-20  9.59E-21  8.11E-21  7.19E-21  6.08E-21  4.95E-21
             3.61E-21  1.96E-21  1.08E-21  5.29E-22  1.80E-22  7.36E-23  2.86E-23  7.79E-24  2.84E-24
    18       8.02E-20  5.70E-20  3.67E-20  2.67E-20  1.99E-20  1.43E-20  1.18E-20  9.91E-21  7.40E-21  5.25E-21
             3.25E-21  1.39E-21  6.39E-22  2.68E-22  7.73E-23  2.88E-23  1.05E-23  2.70E-24  9.61E-25
    19       6.06E-21  4.31E-21  2.76E-21  2.00E-21  1.48E-21  1.03E-21  8.07E-22  6.23E-22  3.93E-22  2.39E-22
             1.26E-22  4.49E-23  1.84E-23  7.10E-24  1.90E-24  6.88E-25  2.46E-25  6.26E-26  2.22E-26
    22       1.87E-21  1.35E-21  8.97E-22  6.89E-22  5.68E-22  5.22E-22  5.57E-22  6.23E-22  6.74E-22  6.40E-22
             5.46E-22  3.76E-22  2.53E-22  1.56E-22  7.16E-23  3.63E-23  1.71E-23  5.81E-24  2.42E-24
    23       3.57E-21  2.57E-21  1.71E-21  1.32E-21  1.10E-21  1.02E-21  1.10E-21  1.22E-21  1.26E-21  1.11E-21
             8.45E-22  4.72E-22  2.61E-22  1.29E-22  4.41E-23  1.80E-23  7.02E-24  1.91E-24  6.96E-25
    24       5.36E-21  3.86E-21  2.58E-21  1.99E-21  1.66E-21  1.53E-21  1.60E-21  1.67E-21  1.52E-21  1.17E-21
             7.58E-22  3.35E-22  1.56E-22  6.59E-23  1.91E-23  7.11E-24  2.59E-24  6.68E-25  2.38E-25
    25       4.92E-22  3.54E-22  2.36E-22  1.81E-22  1.49E-22  1.33E-22  1.31E-22  1.24E-22  9.47E-23  6.26E-23
             3.47E-23  1.27E-23  5.29E-24  2.06E-24  5.54E-25  2.01E-25  7.17E-26  1.83E-26  6.48E-27
    29       2.94E-23  2.26E-23  1.84E-23  1.92E-23  2.59E-23  5.12E-23  8.71E-23  1.31E-22  1.73E-22  1.76E-22
             1.55E-22  1.08E-22  7.34E-23  4.52E-23  2.08E-23  1.06E-23  4.99E-24  1.69E-24  7.03E-25
    30       4.67E-23  3.63E-23  3.05E-23  3.36E-23  4.81E-23  1.01E-22  1.74E-22  2.60E-22  3.27E-22  3.08E-22
             2.42E-22  1.38E-22  7.69E-23  3.81E-23  1.31E-23  5.35E-24  2.08E-24  5.67E-25  2.07E-25
    31       6.06E-23  4.76E-23  4.11E-23  4.68E-23  6.97E-23  1.49E-22  2.50E-22  3.53E-22  3.91E-22  3.23E-22
             2.17E-22  9.81E-23  4.60E-23  1.95E-23  5.66E-24  2.11E-24  7.70E-25  1.99E-25  7.08E-26
    32       5.85E-24  4.61E-24  4.02E-24  4.62E-24  6.86E-24  1.41E-23  2.22E-23  2.83E-23  2.64E-23  1.88E-23
             1.08E-23  4.08E-24  1.71E-24  6.69E-25  1.81E-25  6.55E-26  2.34E-26  5.98E-27  2.12E-27

   INREP
   -----
     3       3.46E-16  2.44E-16  1.54E-16  1.09E-16  7.70E-17  4.85E-17  3.41E-17  2.37E-17  1.44E-17  9.59E-18
             6.14E-18  3.17E-18  1.80E-18  9.72E-19  3.93E-19  1.86E-19  8.35E-20  2.70E-20  1.10E-20
     4       2.11E-17  1.49E-17  9.43E-18  6.68E-18  4.74E-18  3.02E-18  2.16E-18  1.55E-18  9.77E-19  6.66E-19
             4.31E-19  2.19E-19  1.22E-19  6.35E-20  2.47E-20  1.14E-20  4.99E-21  1.58E-21  6.37E-22
     5       1.81E-18  1.28E-18  8.13E-19  5.80E-19  4.17E-19  2.76E-19  2.07E-19  1.58E-19  1.09E-19  7.86E-20
             5.27E-20  2.74E-20  1.52E-20  7.90E-21  3.04E-21  1.39E-21  6.06E-22  1.91E-22  7.65E-23
     6       1.66E-19  1.18E-19  7.61E-20  5.54E-20  4.13E-20  2.99E-20  2.49E-20  2.15E-20  1.72E-20  1.34E-20
             9.37E-21  5.00E-21  2.80E-21  1.46E-21  5.58E-22  2.54E-22  1.11E-22  3.48E-23  1.39E-23
     7       1.13E-20  8.13E-21  5.43E-21  4.18E-21  3.47E-21  3.21E-21  3.39E-21  3.64E-21  3.55E-21  2.99E-21
             2.19E-21  1.20E-21  6.75E-22  3.52E-22  1.35E-22  6.13E-23  2.67E-23  8.36E-24  3.34E-24
     8       1.43E-22  1.11E-22  9.40E-23  1.04E-22  1.51E-22  3.15E-22  5.34E-22  7.73E-22  9.18E-22  8.27E-22
             6.25E-22  3.49E-22  1.98E-22  1.03E-22  3.96E-23  1.80E-23  7.82E-24  2.45E-24  9.78E-25

                                                                                     --------------------------
                                                                                     PRTF=12  LVLPRT= (2D  1.5)
   ILREP
   -----
     4       3.21E-18  2.27E-18  1.43E-18  1.02E-18  7.20E-19  4.59E-19  3.28E-19  2.37E-19  1.56E-19  1.15E-19
             8.35E-20  5.22E-20  3.42E-20  2.08E-20  9.57E-21  4.86E-21  2.30E-21  7.81E-22  3.26E-22
     5       4.61E-17  3.26E-17  2.06E-17  1.46E-17  1.03E-17  6.54E-18  4.63E-18  3.28E-18  2.05E-18  1.39E-18
             9.01E-19  4.49E-19  2.38E-19  1.15E-19  3.89E-20  1.58E-20  6.14E-21  1.67E-21  6.08E-22
     6       5.98E-17  4.23E-17  2.67E-17  1.88E-17  1.32E-17  8.27E-18  5.72E-18  3.88E-18  2.18E-18  1.31E-18
             7.21E-19  2.83E-19  1.25E-19  5.15E-20  1.46E-20  5.42E-21  1.97E-21  5.06E-22  1.80E-22
     7       9.60E-20  6.79E-20  4.31E-20  3.06E-20  2.19E-20  1.42E-20  1.05E-20  7.95E-21  5.73E-21  4.52E-21
             3.49E-21  2.29E-21  1.53E-21  9.42E-22  4.35E-22  2.21E-22  1.05E-22  3.56E-23  1.48E-23
     8       1.74E-18  1.23E-18  7.81E-19  5.55E-19  3.96E-19  2.56E-19  1.88E-19  1.40E-19  9.53E-20  6.95E-20
             4.76E-20  2.50E-20  1.36E-20  6.65E-21  2.27E-21  9.26E-22  3.60E-22  9.81E-23  3.58E-23
     9       3.37E-18  2.39E-18  1.51E-18  1.07E-18  7.60E-19  4.86E-19  3.47E-19  2.47E-19  1.51E-19  9.62E-20
             5.57E-20  2.29E-20  1.04E-20  4.31E-21  1.24E-21  4.60E-22  1.67E-22  4.31E-23  1.53E-23
    10       3.71E-19  2.62E-19  1.66E-19  1.17E-19  8.22E-20  5.11E-20  3.50E-20  2.32E-20  1.22E-20  6.76E-21
             3.36E-21  1.14E-21  4.60E-22  1.76E-22  4.68E-23  1.69E-23  6.03E-24  1.53E-24  5.44E-25
    11       5.14E-21  3.65E-21  2.33E-21  1.68E-21  1.23E-21  8.48E-22  6.79E-22  5.77E-22  4.91E-22  4.30E-22
             3.56E-22  2.45E-22  1.67E-22  1.03E-22  4.80E-23  2.45E-23  1.16E-23  3.94E-24  1.64E-24
    12       9.07E-20  6.43E-20  4.11E-20  2.96E-20  2.16E-20  1.49E-20  1.19E-20  9.93E-21  8.00E-21  6.46E-21
             4.74E-21  2.62E-21  1.45E-21  7.20E-22  2.47E-22  1.01E-22  3.95E-23  1.08E-23  3.93E-24
    13       2.02E-19  1.43E-19  9.14E-20  6.56E-20  4.78E-20  3.26E-20  2.54E-20  2.02E-20  1.44E-20  1.01E-20
             6.25E-21  2.70E-21  1.25E-21  5.27E-22  1.53E-22  5.69E-23  2.07E-23  5.35E-24  1.90E-24
    14       3.36E-20  2.38E-20  1.52E-20  1.08E-20  7.82E-21  5.18E-21  3.85E-21  2.82E-21  1.70E-21  1.02E-21
             5.37E-22  1.91E-22  7.85E-23  3.03E-23  8.15E-24  2.94E-24  1.05E-24  2.68E-25  9.50E-26
    16       2.37E-22  1.69E-22  1.11E-22  8.32E-23  6.57E-23  5.53E-23  5.56E-23  6.05E-23  6.69E-23  6.60E-23
             5.83E-23  4.19E-23  2.89E-23  1.80E-23  8.41E-24  4.29E-24  2.03E-24  6.91E-25  2.88E-25
    17       3.94E-21  2.82E-21  1.85E-21  1.39E-21  1.10E-21  9.34E-22  9.38E-22  1.01E-21  1.05E-21  9.58E-22
             7.53E-22  4.35E-22  2.45E-22  1.23E-22  4.24E-23  1.74E-23  6.81E-24  1.86E-24  6.78E-25
    18       9.01E-21  6.45E-21  4.24E-21  3.19E-21  2.53E-21  2.13E-21  2.10E-21  2.14E-21  1.96E-21  1.55E-21
             1.03E-21  4.68E-22  2.20E-22  9.40E-23  2.74E-23  1.03E-23  3.74E-24  9.66E-25  3.44E-25
    19       1.78E-21  1.27E-21  8.34E-22  6.25E-22  4.92E-22  4.02E-22  3.74E-22  3.45E-22  2.64E-22  1.77E-22
             9.99E-23  3.73E-23  1.56E-23  6.11E-24  1.65E-24  5.99E-25  2.14E-25  5.47E-26  1.94E-26
    22       1.49E-24  1.14E-24  9.20E-25  9.58E-25  1.31E-24  2.78E-24  5.20E-24  8.65E-24  1.29E-23  1.41E-23
             1.32E-23  9.72E-24  6.75E-24  4.23E-24  1.98E-24  1.01E-24  4.79E-25  1.63E-25  6.79E-26
    23       1.94E-23  1.51E-23  1.25E-23  1.37E-23  1.98E-23  4.50E-23  8.53E-23  1.40E-22  1.98E-22  2.00E-22
             1.66E-22  9.90E-23  5.64E-23  2.83E-23  9.83E-24  4.05E-24  1.58E-24  4.32E-25  1.58E-25
    24       3.35E-23  2.64E-23  2.31E-23  2.70E-23  4.25E-23  1.02E-22  1.92E-22  3.00E-22  3.71E-22  3.27E-22
             2.30E-22  1.08E-22  5.18E-23  2.22E-23  6.51E-24  2.44E-24  8.91E-25  2.30E-25  8.20E-26
    25       6.24E-24  4.96E-24  4.44E-24  5.35E-24  8.60E-24  2.03E-23  3.56E-23  5.01E-23  5.18E-23  3.90E-23
             2.34E-23  9.13E-24  3.89E-24  1.53E-24  4.17E-25  1.51E-25  5.42E-26  1.38E-26  4.90E-27

   INREP
   -----
     3       1.09E-16  7.71E-17  4.87E-17  3.44E-17  2.43E-17  1.53E-17  1.07E-17  7.39E-18  4.39E-18  2.82E-18
             1.71E-18  7.84E-19  3.98E-19  1.87E-19  6.29E-20  2.60E-20  1.04E-20  2.95E-21  1.11E-21
     4       5.58E-18  3.95E-18  2.50E-18  1.77E-18  1.26E-18  8.07E-19  5.80E-19  4.18E-19  2.64E-19  1.77E-19
             1.10E-19  5.13E-20  2.59E-20  1.21E-20  3.98E-21  1.62E-21  6.36E-22  1.78E-22  6.63E-23
     5       3.31E-19  2.35E-19  1.50E-19  1.08E-19  7.84E-20  5.35E-20  4.18E-20  3.35E-20  2.46E-20  1.80E-20
             1.19E-20  5.77E-21  2.95E-21  1.38E-21  4.55E-22  1.85E-22  7.27E-23  2.03E-23  7.55E-24
     6       1.50E-20  1.07E-20  7.03E-21  5.28E-21  4.19E-21  3.53E-21  3.47E-21  3.55E-21  3.35E-21  2.75E-21
             1.94E-21  9.83E-22  5.10E-22  2.41E-22  7.97E-23  3.25E-23  1.28E-23  3.56E-24  1.32E-24
     7       6.07E-23  4.76E-23  4.09E-23  4.70E-23  7.23E-23  1.71E-22  3.18E-22  4.99E-22  6.34E-22  5.81E-22
             4.33E-22  2.27E-22  1.19E-22  5.63E-23  1.87E-23  7.63E-24  3.00E-24  8.36E-25  3.11E-25

                                                                                     --------------------------
                                                                                     PRTF=13  LVLPRT= (2D  2.5)
   ILREP
   -----
     4       5.64E-19  3.99E-19  2.52E-19  1.79E-19  1.27E-19  8.08E-20  5.78E-20  4.18E-20  2.76E-20  2.04E-20
             1.49E-20  9.38E-21  6.17E-21  3.77E-21  1.74E-21  8.83E-22  4.18E-22  1.42E-22  5.92E-23
     5       8.57E-17  6.06E-17  3.83E-17  2.71E-17  1.92E-17  1.22E-17  8.62E-18  6.11E-18  3.84E-18  2.62E-18
             1.70E-18  8.53E-19  4.54E-19  2.20E-19  7.45E-20  3.04E-20  1.18E-20  3.21E-21  1.17E-21
     6       9.19E-17  6.50E-17  4.10E-17  2.90E-17  2.04E-17  1.27E-17  8.81E-18  5.98E-18  3.37E-18  2.03E-18
             1.12E-18  4.42E-19  1.96E-19  8.07E-20  2.29E-20  8.50E-21  3.09E-21  7.94E-22  2.82E-22
     7       1.03E-20  7.28E-21  4.62E-21  3.29E-21  2.35E-21  1.53E-21  1.13E-21  8.64E-22  6.29E-22  5.01E-22
