SEQ='N '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 564544527.3   NPRNTI= 6   NPRNTF=20
   ---------------------
   INDP         CODE                 S L   WI        WNP
             2.39E-19  9.35E-20  4.12E-20  1.68E-20  4.77E-21  1.76E-21  6.39E-22  1.64E-22  5.84E-23
  1154       2.97E-18  2.10E-18  1.33E-18  9.45E-19  6.72E-19  4.31E-19  3.07E-19  2.16E-19  1.27E-19  7.81E-20
             4.34E-20  1.70E-20  7.48E-21  3.06E-21  8.66E-22  3.20E-22  1.16E-22  2.98E-23  1.06E-23
  1155       2.94E-17  2.08E-17  1.32E-17  9.36E-18  6.66E-18  4.27E-18  3.05E-18  2.14E-18  1.26E-18  7.75E-19
             4.30E-19  1.68E-19  7.42E-20  3.04E-20  8.59E-21  3.18E-21  1.15E-21  2.96E-22  1.05E-22
  1156       7.58E-18  5.36E-18  3.40E-18  2.41E-18  1.72E-18  1.10E-18  7.85E-19  5.53E-19  3.26E-19  2.00E-19
             1.11E-19  4.34E-20  1.91E-20  7.83E-21  2.22E-21  8.19E-22  2.97E-22  7.64E-23  2.71E-23
  1157       1.24E-18  8.75E-19  5.53E-19  3.91E-19  2.75E-19  1.72E-19  1.18E-19  7.72E-20  3.96E-20  2.13E-20
             1.03E-20  3.38E-21  1.34E-21  5.08E-22  1.35E-22  4.84E-23  1.72E-23  4.39E-24  1.55E-24
  1158       3.28E-18  2.32E-18  1.46E-18  1.03E-18  7.28E-19  4.54E-19  3.11E-19  2.04E-19  1.05E-19  5.63E-20
             2.71E-20  8.94E-21  3.55E-21  1.34E-21  3.56E-22  1.28E-22  4.56E-23  1.16E-23  4.11E-24
  1159       9.40E-19  6.64E-19  4.20E-19  2.96E-19  2.09E-19  1.30E-19  8.92E-20  5.86E-20  3.01E-20  1.62E-20
             7.79E-21  2.57E-21  1.02E-21  3.86E-22  1.02E-22  3.67E-23  1.31E-23  3.33E-24  1.18E-24
  1160       2.01E-18  1.42E-18  8.97E-19  6.33E-19  4.46E-19  2.78E-19  1.91E-19  1.25E-19  6.43E-20  3.45E-20
             1.66E-20  5.49E-21  2.18E-21  8.25E-22  2.18E-22  7.85E-23  2.80E-23  7.12E-24  2.52E-24
  1161       2.26E-18  1.60E-18  1.01E-18  7.13E-19  5.02E-19  3.13E-19  2.15E-19  1.41E-19  7.24E-20  3.89E-20
             1.88E-20  6.18E-21  2.45E-21  9.29E-22  2.46E-22  8.85E-23  3.16E-23  8.02E-24  2.84E-24
  1162       2.82E-18  1.99E-18  1.26E-18  8.89E-19  6.27E-19  3.91E-19  2.68E-19  1.76E-19  9.03E-20  4.85E-20
             2.34E-20  7.72E-21  3.06E-21  1.16E-21  3.07E-22  1.10E-22  3.94E-23  1.00E-23  3.55E-24
  1163       4.37E-18  3.09E-18  1.95E-18  1.38E-18  9.71E-19  6.06E-19  4.15E-19  2.73E-19  1.40E-19  7.52E-20
             3.63E-20  1.20E-20  4.75E-21  1.80E-21  4.76E-22  1.71E-22  6.11E-23  1.55E-23  5.50E-24
  1164       1.33E-18  9.38E-19  5.93E-19  4.19E-19  2.95E-19  1.84E-19  1.26E-19  8.29E-20  4.26E-20  2.29E-20
             1.10E-20  3.64E-21  1.44E-21  5.47E-22  1.45E-22  5.21E-23  1.86E-23  4.72E-24  1.67E-24
  1165       2.72E-18  1.92E-18  1.21E-18  8.57E-19  6.04E-19  3.77E-19  2.58E-19  1.70E-19  8.71E-20  4.68E-20
             2.26E-20  7.45E-21  2.96E-21  1.12E-21  2.97E-22  1.07E-22  3.80E-23  9.67E-24  3.43E-24
  1174       4.49E-19  3.18E-19  2.02E-19  1.44E-19  1.04E-19  6.84E-20  5.11E-20  3.89E-20  2.75E-20  2.08E-20
             1.52E-20  9.30E-21  5.97E-21  3.57E-21  1.61E-21  8.12E-22  3.83E-22  1.29E-22  5.39E-23
  1234       1.11E-18  7.89E-19  5.01E-19  3.57E-19  2.56E-19  1.68E-19  1.25E-19  9.35E-20  6.30E-20  4.45E-20
             2.92E-20  1.46E-20  7.69E-21  3.69E-21  1.24E-21  5.01E-22  1.94E-22  5.27E-23  1.92E-23
  1235       1.97E-17  1.40E-17  8.87E-18  6.32E-18  4.54E-18  2.98E-18  2.21E-18  1.66E-18  1.12E-18  7.90E-19
             5.19E-19  2.59E-19  1.37E-19  6.56E-20  2.20E-20  8.91E-21  3.45E-21  9.37E-22  3.41E-22
  1236       7.30E-19  5.17E-19  3.29E-19  2.34E-19  1.68E-19  1.11E-19  8.22E-20  6.18E-20  4.18E-20  2.96E-20
             1.95E-20  9.77E-21  5.15E-21  2.48E-21  8.30E-22  3.37E-22  1.30E-22  3.54E-23  1.29E-23
  1238       7.80E-18  5.52E-18  3.51E-18  2.50E-18  1.80E-18  1.18E-18  8.80E-19  6.62E-19  4.48E-19  3.18E-19
             2.10E-19  1.05E-19  5.53E-20  2.66E-20  8.91E-21  3.62E-21  1.40E-21  3.80E-22  1.38E-22
  1240       8.65E-18  6.13E-18  3.90E-18  2.78E-18  2.00E-18  1.31E-18  9.77E-19  7.36E-19  4.99E-19  3.54E-19
             2.34E-19  1.17E-19  6.18E-20  2.97E-20  9.95E-21  4.04E-21  1.56E-21  4.25E-22  1.55E-22
  1243       3.29E-18  2.33E-18  1.48E-18  1.05E-18  7.52E-19  4.87E-19  3.53E-19  2.53E-19  1.53E-19  9.59E-20
             5.40E-20  2.14E-20  9.51E-21  3.91E-21  1.11E-21  4.10E-22  1.49E-22  3.83E-23  1.36E-23
  1244       1.82E-17  1.29E-17  8.17E-18  5.81E-18  4.15E-18  2.69E-18  1.95E-18  1.40E-18  8.47E-19  5.30E-19
             2.99E-19  1.18E-19  5.25E-20  2.16E-20  6.12E-21  2.27E-21  8.23E-22  2.12E-22  7.53E-23
  1245       1.42E-17  1.00E-17  6.37E-18  4.53E-18  3.24E-18  2.10E-18  1.52E-18  1.09E-18  6.62E-19  4.14E-19
             2.33E-19  9.25E-20  4.11E-20  1.69E-20  4.79E-21  1.77E-21  6.43E-22  1.65E-22  5.88E-23
  1249       4.54E-18  3.22E-18  2.04E-18  1.45E-18  1.04E-18  6.73E-19  4.88E-19  3.50E-19  2.12E-19  1.33E-19
             7.49E-20  2.97E-20  1.32E-20  5.42E-21  1.54E-21  5.70E-22  2.07E-22  5.31E-23  1.89E-23
  1250       1.27E-18  8.96E-19  5.69E-19  4.05E-19  2.89E-19  1.88E-19  1.36E-19  9.76E-20  5.92E-20  3.71E-20
             2.09E-20  8.29E-21  3.68E-21  1.51E-21  4.29E-22  1.59E-22  5.76E-23  1.48E-23  5.27E-24
  1251       6.03E-13  4.26E-13  2.69E-13  1.90E-13  1.34E-13  8.42E-14  5.90E-14  4.10E-14  2.49E-14  1.68E-14
             1.11E-14  6.14E-15  3.75E-15  2.16E-15  9.50E-16  4.73E-16  2.21E-16  7.42E-17  3.08E-17
  1253       2.25E-18  1.60E-18  1.01E-18  7.20E-19  5.15E-19  3.34E-19  2.42E-19  1.74E-19  1.06E-19  6.62E-20
             3.74E-20  1.48E-20  6.58E-21  2.71E-21  7.68E-22  2.84E-22  1.03E-22  2.65E-23  9.44E-24
  1254       3.99E-13  2.82E-13  1.78E-13  1.26E-13  8.88E-14  5.58E-14  3.91E-14  2.72E-14  1.65E-14  1.12E-14
             7.38E-15  4.09E-15  2.49E-15  1.44E-15  6.33E-16  3.15E-16  1.47E-16  4.95E-17  2.05E-17
  1255       5.29E-18  3.75E-18  2.38E-18  1.69E-18  1.21E-18  7.85E-19  5.70E-19  4.10E-19  2.49E-19  1.56E-19
             8.80E-20  3.49E-20  1.55E-20  6.38E-21  1.81E-21  6.70E-22  2.43E-22  6.26E-23  2.22E-23
  1256       1.06E-17  7.48E-18  4.75E-18  3.38E-18  2.41E-18  1.57E-18  1.14E-18  8.18E-19  4.97E-19  3.11E-19
             1.76E-19  6.97E-20  3.10E-20  1.27E-20  3.61E-21  1.34E-21  4.85E-22  1.25E-22  4.44E-23
  1257       5.30E-18  3.75E-18  2.38E-18  1.69E-18  1.21E-18  7.87E-19  5.71E-19  4.11E-19  2.50E-19  1.56E-19
             8.82E-20  3.51E-20  1.56E-20  6.40E-21  1.82E-21  6.73E-22  2.44E-22  6.28E-23  2.23E-23
  1261       1.09E-18  7.69E-19  4.87E-19  3.45E-19  2.44E-19  1.54E-19  1.07E-19  7.18E-20  3.78E-20  2.06E-20
             1.01E-20  3.36E-21  1.34E-21  5.09E-22  1.35E-22  4.86E-23  1.73E-23  4.41E-24  1.56E-24
  1263       1.23E-18  8.67E-19  5.49E-19  3.89E-19  2.75E-19  1.74E-19  1.21E-19  8.09E-20  4.26E-20  2.33E-20
             1.14E-20  3.79E-21  1.51E-21  5.74E-22  1.52E-22  5.48E-23  1.95E-23  4.97E-24  1.76E-24
  1264       1.24E-18  8.78E-19  5.56E-19  3.93E-19  2.79E-19  1.76E-19  1.22E-19  8.19E-20  4.31E-20  2.35E-20
             1.15E-20  3.83E-21  1.53E-21  5.81E-22  1.54E-22  5.54E-23  1.98E-23  5.03E-24  1.78E-24
  1265       1.02E-18  7.21E-19  4.56E-19  3.23E-19  2.29E-19  1.44E-19  1.00E-19  6.73E-20  3.54E-20  1.93E-20
             9.45E-21  3.15E-21  1.26E-21  4.77E-22  1.27E-22  4.55E-23  1.62E-23  4.13E-24  1.46E-24
  1267       2.09E-19  1.48E-19  9.38E-20  6.64E-20  4.70E-20  2.97E-20  2.06E-20  1.38E-20  7.28E-21  3.97E-21
             1.94E-21  6.47E-22  2.58E-22  9.80E-23  2.60E-23  9.36E-24  3.34E-24  8.49E-25  3.01E-25
  1269       2.81E-18  1.98E-18  1.26E-18  8.89E-19  6.30E-19  3.98E-19  2.77E-19  1.85E-19  9.76E-20  5.33E-20
             2.61E-20  8.68E-21  3.46E-21  1.32E-21  3.49E-22  1.26E-22  4.48E-23  1.14E-23  4.04E-24
  1271       4.53E-13  3.20E-13  2.02E-13  1.43E-13  1.01E-13  6.29E-14  4.37E-14  3.00E-14  1.75E-14  1.12E-14
             6.71E-15  3.08E-15  1.55E-15  7.23E-16  2.36E-16  9.49E-17  3.65E-17  9.85E-18  3.58E-18
  1272       1.93E-19  1.37E-19  8.65E-20  6.13E-20  4.34E-20  2.74E-20  1.91E-20  1.28E-20  6.72E-21  3.68E-21
             1.80E-21  5.99E-22  2.39E-22  9.07E-23  2.41E-23  8.66E-24  3.09E-24  7.86E-25  2.78E-25
  1273       2.78E-18  1.97E-18  1.24E-18  8.81E-19  6.24E-19  3.94E-19  2.74E-19  1.84E-19  9.67E-20  5.29E-20
             2.58E-20  8.61E-21  3.44E-21  1.30E-21  3.46E-22  1.25E-22  4.44E-23  1.13E-23  4.00E-24
  1274       1.60E-18  1.13E-18  7.15E-19  5.06E-19  3.58E-19  2.26E-19  1.57E-19  1.05E-19  5.56E-20  3.04E-20
             1.48E-20  4.95E-21  1.97E-21  7.49E-22  1.99E-22  7.16E-23  2.55E-23  6.49E-24  2.30E-24
  1275       1.53E-18  1.08E-18  6.84E-19  4.84E-19  3.43E-19  2.17E-19  1.51E-19  1.01E-19  5.32E-20  2.91E-20
             1.42E-20  4.74E-21  1.89E-21  7.18E-22  1.90E-22  6.85E-23  2.44E-23  6.22E-24  2.20E-24
  1276       2.57E-18  1.82E-18  1.15E-18  8.15E-19  5.77E-19  3.65E-19  2.54E-19  1.70E-19  8.95E-20  4.89E-20
             2.39E-20  7.97E-21  3.18E-21  1.21E-21  3.21E-22  1.15E-22  4.11E-23  1.05E-23  3.71E-24
  1277       6.79E-13  4.80E-13  3.03E-13  2.14E-13  1.51E-13  9.43E-14  6.56E-14  4.49E-14  2.63E-14  1.67E-14
             1.01E-14  4.61E-15  2.33E-15  1.08E-15  3.54E-16  1.42E-16  5.47E-17  1.48E-17  5.37E-18
  1286       8.91E-13  6.29E-13  3.98E-13  2.81E-13  1.98E-13  1.24E-13  8.62E-14  5.92E-14  3.47E-14  2.21E-14
             1.34E-14  6.13E-15  3.09E-15  1.44E-15  4.72E-16  1.89E-16  7.28E-17  1.97E-17  7.14E-18
  1291       4.43E-13  3.13E-13  1.98E-13  1.40E-13  9.85E-14  6.17E-14  4.30E-14  2.95E-14  1.73E-14  1.11E-14
             6.67E-15  3.06E-15  1.55E-15  7.21E-16  2.36E-16  9.46E-17  3.64E-17  9.83E-18  3.57E-18
  1292       6.64E-13  4.69E-13  2.96E-13  2.09E-13  1.47E-13  9.24E-14  6.43E-14  4.42E-14  2.59E-14  1.66E-14
             9.99E-15  4.59E-15  2.32E-15  1.08E-15  3.53E-16  1.42E-16  5.46E-17  1.47E-17  5.35E-18
  1323       2.21E-13  1.56E-13  9.85E-14  6.95E-14  4.90E-14  3.07E-14  2.14E-14  1.47E-14  8.63E-15  5.51E-15
             3.33E-15  1.53E-15  7.72E-16  3.60E-16  1.18E-16  4.73E-17  1.82E-17  4.91E-18  1.78E-18
  1324       7.12E-13  5.03E-13  3.17E-13  2.23E-13  1.57E-13  9.68E-14  6.59E-14  4.35E-14  2.32E-14  1.33E-14
             6.96E-15  2.58E-15  1.11E-15  4.45E-16  1.24E-16  4.57E-17  1.65E-17  4.24E-18  1.51E-18
  1325       2.37E-13  1.68E-13  1.06E-13  7.45E-14  5.22E-14  3.23E-14  2.20E-14  1.45E-14  7.74E-15  4.43E-15
             2.32E-15  8.60E-16  3.69E-16  1.48E-16  4.15E-17  1.52E-17  5.51E-18  1.41E-18  5.03E-19
  1326       4.75E-13  3.35E-13  2.12E-13  1.49E-13  1.04E-13  6.45E-14  4.39E-14  2.90E-14  1.55E-14  8.85E-15
             4.64E-15  1.72E-15  7.39E-16  2.97E-16  8.29E-17  3.05E-17  1.10E-17  2.83E-18  1.01E-18
  1327       9.49E-13  6.70E-13  4.23E-13  2.98E-13  2.09E-13  1.29E-13  8.78E-14  5.79E-14  3.09E-14  1.77E-14
             9.28E-15  3.44E-15  1.48E-15  5.94E-16  1.66E-16  6.10E-17  2.20E-17  5.66E-18  2.01E-18
  1328       1.18E-12  8.34E-13  5.26E-13  3.71E-13  2.60E-13  1.61E-13  1.09E-13  7.22E-14  3.86E-14  2.21E-14
             1.16E-14  4.29E-15  1.84E-15  7.42E-16  2.07E-16  7.62E-17  2.75E-17  7.06E-18  2.51E-18
  1329       7.03E-13  4.97E-13  3.13E-13  2.21E-13  1.55E-13  9.57E-14  6.52E-14  4.31E-14  2.30E-14  1.32E-14
             6.93E-15  2.57E-15  1.10E-15  4.44E-16  1.24E-16  4.56E-17  1.65E-17  4.23E-18  1.50E-18
  1330       4.68E-13  3.31E-13  2.09E-13  1.47E-13  1.03E-13  6.37E-14  4.34E-14  2.87E-14  1.53E-14  8.79E-15
             4.61E-15  1.71E-15  7.35E-16  2.96E-16  8.26E-17  3.04E-17  1.10E-17  2.82E-18  1.00E-18
  1331       9.35E-13  6.61E-13  4.17E-13  2.94E-13  2.06E-13  1.27E-13  8.67E-14  5.73E-14  3.07E-14  1.76E-14
             9.23E-15  3.42E-15  1.47E-15  5.92E-16  1.65E-16  6.08E-17  2.20E-17  5.64E-18  2.00E-18
  1332       6.48E-19  4.59E-19  2.92E-19  2.09E-19  1.51E-19  1.00E-19  7.53E-20  5.77E-20  4.01E-20  2.90E-20
             1.94E-20  9.81E-21  5.21E-21  2.51E-21  8.45E-22  3.44E-22  1.33E-22  3.62E-23  1.32E-23
  1333       2.33E-13  1.65E-13  1.04E-13  7.32E-14  5.14E-14  3.17E-14  2.16E-14  1.43E-14  7.66E-15  4.39E-15
             2.30E-15  8.55E-16  3.67E-16  1.48E-16  4.13E-17  1.52E-17  5.49E-18  1.41E-18  5.00E-19
  1334       8.68E-13  6.13E-13  3.86E-13  2.70E-13  1.88E-13  1.13E-13  7.43E-14  4.63E-14  2.19E-14  1.12E-14
             5.18E-15  1.65E-15  6.43E-16  2.41E-16  6.34E-17  2.27E-17  8.10E-18  2.06E-18  7.28E-19
  1335       6.51E-13  4.60E-13  2.89E-13  2.03E-13  1.41E-13  8.49E-14  5.58E-14  3.47E-14  1.65E-14  8.39E-15
             3.88E-15  1.23E-15  4.82E-16  1.81E-16  4.75E-17  1.70E-17  6.07E-18  1.54E-18  5.46E-19
  1336       4.34E-13  3.06E-13  1.93E-13  1.35E-13  9.39E-14  5.66E-14  3.72E-14  2.31E-14  1.10E-14  5.59E-15
             2.59E-15  8.23E-16  3.21E-16  1.20E-16  3.17E-17  1.14E-17  4.05E-18  1.03E-18  3.64E-19
  1337       1.08E-12  7.65E-13  4.82E-13  3.38E-13  2.35E-13  1.41E-13  9.29E-14  5.78E-14  2.74E-14  1.40E-14
             6.47E-15  2.06E-15  8.03E-16  3.01E-16  7.92E-17  2.84E-17  1.01E-17  2.57E-18  9.10E-19
  1338       2.17E-13  1.53E-13  9.63E-14  6.75E-14  4.69E-14  2.83E-14  1.86E-14  1.16E-14  5.48E-15  2.79E-15
             1.29E-15  4.11E-16  1.61E-16  6.02E-17  1.58E-17  5.68E-18  2.02E-18  5.14E-19  1.82E-19
  1339       1.30E-12  9.16E-13  5.77E-13  4.04E-13  2.81E-13  1.69E-13  1.11E-13  6.92E-14  3.28E-14  1.67E-14
             7.75E-15  2.46E-15  9.63E-16  3.61E-16  9.50E-17  3.41E-17  1.21E-17  3.08E-18  1.09E-18
  1340       8.65E-13  6.10E-13  3.84E-13  2.69E-13  1.87E-13  1.13E-13  7.41E-14  4.61E-14  2.19E-14  1.12E-14
             5.17E-15  1.64E-15  6.42E-16  2.41E-16  6.33E-17  2.27E-17  8.08E-18  2.05E-18  7.27E-19
  1341       1.08E-12  7.62E-13  4.80E-13  3.36E-13  2.34E-13  1.41E-13  9.26E-14  5.76E-14  2.73E-14  1.39E-14
             6.46E-15  2.05E-15  8.02E-16  3.01E-16  7.91E-17  2.84E-17  1.01E-17  2.57E-18  9.09E-19
  1342       6.48E-13  4.57E-13  2.88E-13  2.02E-13  1.40E-13  8.45E-14  5.55E-14  3.46E-14  1.64E-14  8.36E-15
             3.87E-15  1.23E-15  4.81E-16  1.80E-16  4.75E-17  1.70E-17  6.06E-18  1.54E-18  5.45E-19
  1343       4.31E-13  3.04E-13  1.92E-13  1.34E-13  9.34E-14  5.63E-14  3.70E-14  2.30E-14  1.09E-14  5.57E-15
             2.58E-15  8.20E-16  3.21E-16  1.20E-16  3.16E-17  1.13E-17  4.04E-18  1.03E-18  3.63E-19
  1344       3.33E-13  2.35E-13  1.47E-13  1.02E-13  7.02E-14  4.08E-14  2.56E-14  1.48E-14  6.24E-15  2.88E-15
             1.22E-15  3.53E-16  1.32E-16  4.79E-17  1.23E-17  4.39E-18  1.56E-18  3.95E-19  1.40E-19
  1345       5.00E-13  3.52E-13  2.21E-13  1.53E-13  1.05E-13  6.12E-14  3.83E-14  2.23E-14  9.36E-15  4.32E-15
             1.83E-15  5.30E-16  1.97E-16  7.19E-17  1.85E-17  6.59E-18  2.34E-18  5.92E-19  2.09E-19
  1346       6.66E-13  4.69E-13  2.94E-13  2.05E-13  1.40E-13  8.17E-14  5.11E-14  2.97E-14  1.25E-14  5.77E-15
             2.44E-15  7.06E-16  2.63E-16  9.58E-17  2.47E-17  8.78E-18  3.11E-18  7.89E-19  2.79E-19
  1347       8.33E-13  5.87E-13  3.68E-13  2.56E-13  1.76E-13  1.02E-13  6.39E-14  3.71E-14  1.56E-14  7.21E-15
             3.05E-15  8.83E-16  3.29E-16  1.20E-16  3.09E-17  1.10E-17  3.89E-18  9.87E-19  3.49E-19
  1348       9.99E-13  7.04E-13  4.41E-13  3.07E-13  2.11E-13  1.22E-13  7.67E-14  4.45E-14  1.87E-14  8.65E-15
             3.66E-15  1.06E-15  3.95E-16  1.44E-16  3.70E-17  1.32E-17  4.67E-18  1.18E-18  4.19E-19
  1349       5.00E-13  3.52E-13  2.21E-13  1.53E-13  1.05E-13  6.12E-14  3.83E-14  2.23E-14  9.36E-15  4.32E-15
             1.83E-15  5.30E-16  1.97E-16  7.19E-17  1.85E-17  6.59E-18  2.34E-18  5.92E-19  2.09E-19
  1350       6.66E-13  4.69E-13  2.94E-13  2.05E-13  1.40E-13  8.17E-14  5.11E-14  2.97E-14  1.25E-14  5.77E-15
             2.44E-15  7.06E-16  2.63E-16  9.58E-17  2.47E-17  8.78E-18  3.11E-18  7.89E-19  2.79E-19
  1351       8.33E-13  5.87E-13  3.68E-13  2.56E-13  1.76E-13  1.02E-13  6.39E-14  3.71E-14  1.56E-14  7.21E-15
             3.05E-15  8.83E-16  3.29E-16  1.20E-16  3.09E-17  1.10E-17  3.89E-18  9.87E-19  3.49E-19
  1352       9.99E-13  7.04E-13  4.41E-13  3.07E-13  2.11E-13  1.22E-13  7.67E-14  4.45E-14  1.87E-14  8.65E-15
             3.66E-15  1.06E-15  3.95E-16  1.44E-16  3.70E-17  1.32E-17  4.67E-18  1.18E-18  4.19E-19
  1353       1.17E-12  8.21E-13  5.15E-13  3.58E-13  2.46E-13  1.43E-13  8.95E-14  5.19E-14  2.18E-14  1.01E-14
             4.27E-15  1.24E-15  4.61E-16  1.68E-16  4.32E-17  1.54E-17  5.45E-18  1.38E-18  4.89E-19
  1354       2.82E-13  1.98E-13  1.23E-13  8.50E-14  5.72E-14  3.18E-14  1.88E-14  1.01E-14  3.83E-15  1.64E-15
             6.53E-16  1.79E-16  6.54E-17  2.35E-17  6.00E-18  2.13E-18  7.54E-19  1.91E-19  6.75E-20
  1355       3.76E-13  2.64E-13  1.64E-13  1.13E-13  7.63E-14  4.24E-14  2.51E-14  1.35E-14  5.10E-15  2.19E-15
             8.70E-16  2.39E-16  8.72E-17  3.13E-17  8.01E-18  2.84E-18  1.01E-18  2.55E-19  9.01E-20
  1356       4.69E-13  3.30E-13  2.05E-13  1.42E-13  9.54E-14  5.30E-14  3.14E-14  1.69E-14  6.38E-15  2.73E-15
             1.09E-15  2.99E-16  1.09E-16  3.92E-17  1.00E-17  3.55E-18  1.26E-18  3.18E-19  1.13E-19
  1357       5.63E-13  3.96E-13  2.47E-13  1.70E-13  1.14E-13  6.36E-14  3.76E-14  2.03E-14  7.66E-15  3.28E-15
             1.31E-15  3.59E-16  1.31E-16  4.70E-17  1.20E-17  4.26E-18  1.51E-18  3.82E-19  1.35E-19
  1358       6.57E-13  4.62E-13  2.88E-13  1.98E-13  1.34E-13  7.42E-14  4.39E-14  2.37E-14  8.93E-15  3.83E-15
             1.52E-15  4.19E-16  1.53E-16  5.48E-17  1.40E-17  4.97E-18  1.76E-18  4.46E-19  1.58E-19
  1359       3.76E-13  2.64E-13  1.64E-13  1.13E-13  7.63E-14  4.24E-14  2.51E-14  1.35E-14  5.10E-15  2.19E-15
             8.70E-16  2.39E-16  8.72E-17  3.13E-17  8.01E-18  2.84E-18  1.01E-18  2.55E-19  9.01E-20
  1360       4.69E-13  3.30E-13  2.05E-13  1.42E-13  9.54E-14  5.30E-14  3.14E-14  1.69E-14  6.38E-15  2.73E-15
             1.09E-15  2.99E-16  1.09E-16  3.92E-17  1.00E-17  3.55E-18  1.26E-18  3.18E-19  1.13E-19
  1361       5.63E-13  3.96E-13  2.47E-13  1.70E-13  1.14E-13  6.36E-14  3.76E-14  2.03E-14  7.66E-15  3.28E-15
             1.31E-15  3.59E-16  1.31E-16  4.70E-17  1.20E-17  4.26E-18  1.51E-18  3.82E-19  1.35E-19
  1362       6.57E-13  4.62E-13  2.88E-13  1.98E-13  1.34E-13  7.42E-14  4.39E-14  2.37E-14  8.93E-15  3.83E-15
             1.52E-15  4.19E-16  1.53E-16  5.48E-17  1.40E-17  4.97E-18  1.76E-18  4.46E-19  1.58E-19
  1363       7.51E-13  5.28E-13  3.29E-13  2.27E-13  1.53E-13  8.48E-14  5.02E-14  2.71E-14  1.02E-14  4.37E-15
             1.74E-15  4.79E-16  1.74E-16  6.27E-17  1.60E-17  5.68E-18  2.01E-18  5.09E-19  1.80E-19
  1364       1.13E-13  7.94E-14  4.90E-14  3.33E-14  2.19E-14  1.15E-14  6.44E-15  3.24E-15  1.11E-15  4.52E-16
             1.73E-16  4.61E-17  1.66E-17  5.93E-18  1.51E-18  5.35E-19  1.89E-19  4.79E-20  1.69E-20
  1365       1.42E-13  9.93E-14  6.13E-14  4.17E-14  2.74E-14  1.44E-14  8.04E-15  4.04E-15  1.39E-15  5.65E-16
             2.16E-16  5.77E-17  2.08E-17  7.42E-18  1.89E-18  6.69E-19  2.37E-19  5.99E-20  2.12E-20
  1366       1.70E-13  1.19E-13  7.35E-14  5.00E-14  3.29E-14  1.73E-14  9.65E-15  4.85E-15  1.67E-15  6.78E-16
             2.59E-16  6.92E-17  2.49E-17  8.90E-18  2.26E-18  8.02E-19  2.84E-19  7.19E-20  2.54E-20
  1367       1.98E-13  1.39E-13  8.58E-14  5.83E-14  3.84E-14  2.02E-14  1.13E-14  5.66E-15  1.95E-15  7.91E-16
             3.03E-16  8.07E-17  2.91E-17  1.04E-17  2.64E-18  9.36E-19  3.31E-19  8.38E-20  2.96E-20
  1368       2.27E-13  1.59E-13  9.80E-14  6.67E-14  4.39E-14  2.31E-14  1.29E-14  6.47E-15  2.23E-15  9.04E-16
             3.46E-16  9.23E-17  3.32E-17  1.19E-17  3.02E-18  1.07E-18  3.79E-19  9.58E-20  3.39E-20
  1369       1.42E-13  9.93E-14  6.13E-14  4.17E-14  2.74E-14  1.44E-14  8.04E-15  4.04E-15  1.39E-15  5.65E-16
             2.16E-16  5.77E-17  2.08E-17  7.42E-18  1.89E-18  6.69E-19  2.37E-19  5.99E-20  2.12E-20
  1370       1.70E-13  1.19E-13  7.35E-14  5.00E-14  3.29E-14  1.73E-14  9.65E-15  4.85E-15  1.67E-15  6.78E-16
             2.59E-16  6.92E-17  2.49E-17  8.90E-18  2.26E-18  8.02E-19  2.84E-19  7.19E-20  2.54E-20
  1371       1.98E-13  1.39E-13  8.58E-14  5.83E-14  3.84E-14  2.02E-14  1.13E-14  5.66E-15  1.95E-15  7.91E-16
             3.03E-16  8.07E-17  2.91E-17  1.04E-17  2.64E-18  9.36E-19  3.31E-19  8.38E-20  2.96E-20
  1372       2.27E-13  1.59E-13  9.80E-14  6.67E-14  4.39E-14  2.31E-14  1.29E-14  6.47E-15  2.23E-15  9.04E-16
             3.46E-16  9.23E-17  3.32E-17  1.19E-17  3.02E-18  1.07E-18  3.79E-19  9.58E-20  3.39E-20
  1373       2.55E-13  1.79E-13  1.10E-13  7.50E-14  4.93E-14  2.60E-14  1.45E-14  7.28E-15  2.51E-15  1.02E-15
             3.89E-16  1.04E-16  3.74E-17  1.33E-17  3.40E-18  1.20E-18  4.26E-19  1.08E-19  3.81E-20
  1374       1.78E-19  1.26E-19  8.05E-20  5.76E-20  4.16E-20  2.79E-20  2.13E-20  1.67E-20  1.24E-20  9.68E-21
             7.26E-21  4.55E-21  2.95E-21  1.78E-21  8.09E-22  4.09E-22  1.93E-22  6.54E-23  2.72E-23
  1375       1.03E-18  7.33E-19  4.66E-19  3.33E-19  2.41E-19  1.60E-19  1.21E-19  9.30E-20  6.50E-20  4.71E-20
             3.16E-20  1.60E-20  8.53E-21  4.12E-21  1.39E-21  5.64E-22  2.18E-22  5.94E-23  2.16E-23
  1377       1.29E-18  9.15E-19  5.83E-19  4.17E-19  3.01E-19  2.01E-19  1.53E-19  1.18E-19  8.32E-20  6.06E-20
             4.08E-20  2.08E-20  1.11E-20  5.37E-21  1.81E-21  7.35E-22  2.85E-22  7.75E-23  2.82E-23
  1378       3.30E-19  2.34E-19  1.49E-19  1.07E-19  7.70E-20  5.15E-20  3.90E-20  3.02E-20  2.13E-20  1.55E-20
             1.04E-20  5.33E-21  2.84E-21  1.37E-21  4.63E-22  1.88E-22  7.30E-23  1.98E-23  7.22E-24
