SEQ='HE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 198122701.0   NPRNTI= 1   NPRNTF= 1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S1                 (2)0( 0.5)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 390207216.3   NLVL= 127
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             3.12E-14  9.05E-15  3.37E-15  1.23E-15  3.16E-16  1.13E-16  3.99E-17  1.01E-17  3.58E-18
    27       5.88E-12  4.14E-12  2.57E-12  1.77E-12  1.19E-12  6.64E-13  3.93E-13  2.12E-13  7.99E-14  3.42E-14
             1.36E-14  3.75E-15  1.37E-15  4.91E-16  1.25E-16  4.45E-17  1.57E-17  3.99E-18  1.41E-18
    28       2.10E-12  1.47E-12  9.07E-13  6.17E-13  4.06E-13  2.14E-13  1.19E-13  5.99E-14  2.06E-14  8.36E-15
             3.20E-15  8.54E-16  3.08E-16  1.10E-16  2.79E-17  9.90E-18  3.50E-18  8.87E-19  3.14E-19
    29       8.48E-13  5.99E-13  3.78E-13  2.67E-13  1.88E-13  1.17E-13  8.15E-14  5.60E-14  3.33E-14  2.20E-14
             1.42E-14  7.57E-15  4.47E-15  2.49E-15  1.05E-15  5.07E-16  2.31E-16  7.56E-17  3.09E-17
    30       2.67E-12  1.89E-12  1.19E-12  8.41E-13  5.91E-13  3.68E-13  2.54E-13  1.72E-13  9.83E-14  6.12E-14
             3.59E-14  1.58E-14  7.78E-15  3.53E-15  1.12E-15  4.44E-16  1.69E-16  4.51E-17  1.63E-17
    31       4.62E-12  3.26E-12  2.06E-12  1.45E-12  1.01E-12  6.24E-13  4.23E-13  2.77E-13  1.46E-13  8.24E-14
             4.26E-14  1.55E-14  6.58E-15  2.62E-15  7.24E-16  2.65E-16  9.57E-17  2.45E-17  8.70E-18
    32       6.34E-12  4.48E-12  2.81E-12  1.97E-12  1.37E-12  8.24E-13  5.40E-13  3.35E-13  1.58E-13  8.04E-14
             3.70E-14  1.17E-14  4.56E-15  1.71E-15  4.48E-16  1.61E-16  5.72E-17  1.45E-17  5.14E-18
    33       7.00E-12  4.93E-12  3.09E-12  2.15E-12  1.47E-12  8.57E-13  5.36E-13  3.11E-13  1.31E-13  6.03E-14
             2.55E-14  7.38E-15  2.75E-15  1.00E-15  2.58E-16  9.17E-17  3.25E-17  8.24E-18  2.92E-18
    34       5.96E-12  4.19E-12  2.61E-12  1.80E-12  1.21E-12  6.73E-13  3.98E-13  2.15E-13  8.09E-14  3.47E-14
             1.38E-14  3.79E-15  1.38E-15  4.97E-16  1.27E-16  4.50E-17  1.59E-17  4.04E-18  1.43E-18
    35       3.49E-12  2.45E-12  1.51E-12  1.03E-12  6.76E-13  3.56E-13  1.98E-13  9.97E-14  3.43E-14  1.39E-14
             5.33E-15  1.42E-15  5.12E-16  1.83E-16  4.65E-17  1.65E-17  5.83E-18  1.48E-18  5.22E-19
    36       1.06E-12  7.38E-13  4.51E-13  3.02E-13  1.93E-13  9.57E-14  5.03E-14  2.37E-14  7.61E-15  2.97E-15
             1.11E-15  2.91E-16  1.04E-16  3.70E-17  9.39E-18  3.33E-18  1.18E-18  2.98E-19  1.05E-19
    37       6.27E-13  4.43E-13  2.80E-13  1.97E-13  1.39E-13  8.62E-14  5.96E-14  4.07E-14  2.40E-14  1.58E-14
             1.01E-14  5.37E-15  3.16E-15  1.76E-15  7.39E-16  3.57E-16  1.63E-16  5.32E-17  2.17E-17
    38       1.98E-12  1.40E-12  8.81E-13  6.20E-13  4.36E-13  2.70E-13  1.86E-13  1.25E-13  7.10E-14  4.40E-14
             2.57E-14  1.13E-14  5.53E-15  2.51E-15  7.96E-16  3.15E-16  1.20E-16  3.20E-17  1.16E-17
    39       3.42E-12  2.42E-12  1.52E-12  1.07E-12  7.50E-13  4.60E-13  3.11E-13  2.03E-13  1.06E-13  5.99E-14
             3.09E-14  1.12E-14  4.75E-15  1.89E-15  5.22E-16  1.91E-16  6.89E-17  1.77E-17  6.27E-18
    40       4.81E-12  3.40E-12  2.14E-12  1.50E-12  1.04E-12  6.24E-13  4.08E-13  2.53E-13  1.19E-13  6.02E-14
             2.77E-14  8.75E-15  3.41E-15  1.27E-15  3.34E-16  1.20E-16  4.27E-17  1.08E-17  3.84E-18
    41       5.64E-12  3.97E-12  2.49E-12  1.73E-12  1.19E-12  6.89E-13  4.31E-13  2.49E-13  1.05E-13  4.82E-14
             2.04E-14  5.89E-15  2.20E-15  7.99E-16  2.06E-16  7.32E-17  2.60E-17  6.58E-18  2.33E-18
    42       5.42E-12  3.81E-12  2.37E-12  1.63E-12  1.10E-12  6.11E-13  3.61E-13  1.95E-13  7.34E-14  3.14E-14
             1.25E-14  3.43E-15  1.25E-15  4.49E-16  1.15E-16  4.07E-17  1.44E-17  3.65E-18  1.29E-18
    43       4.01E-12  2.81E-12  1.74E-12  1.18E-12  7.77E-13  4.09E-13  2.28E-13  1.15E-13  3.95E-14  1.60E-14
             6.12E-15  1.63E-15  5.88E-16  2.10E-16  5.34E-17  1.89E-17  6.70E-18  1.70E-18  5.99E-19
    44       2.04E-12  1.43E-12  8.71E-13  5.83E-13  3.73E-13  1.85E-13  9.72E-14  4.59E-14  1.47E-14  5.74E-15
             2.14E-15  5.62E-16  2.01E-16  7.15E-17  1.82E-17  6.43E-18  2.27E-18  5.75E-19  2.03E-19
    45       5.37E-13  3.73E-13  2.25E-13  1.48E-13  9.15E-14  4.27E-14  2.12E-14  9.49E-15  2.88E-15  1.09E-15
             4.02E-16  1.04E-16  3.72E-17  1.32E-17  3.35E-18  1.18E-18  4.19E-19  1.06E-19  3.75E-20
    46       4.80E-13  3.39E-13  2.14E-13  1.51E-13  1.06E-13  6.55E-14  4.51E-14  3.06E-14  1.79E-14  1.17E-14
             7.46E-15  3.94E-15  2.31E-15  1.29E-15  5.40E-16  2.60E-16  1.19E-16  3.88E-17  1.58E-17
    47       1.51E-12  1.07E-12  6.72E-13  4.73E-13  3.31E-13  2.05E-13  1.40E-13  9.40E-14  5.29E-14  3.26E-14
             1.90E-14  8.31E-15  4.06E-15  1.84E-15  5.84E-16  2.31E-16  8.76E-17  2.34E-17  8.47E-18
    48       2.62E-12  1.85E-12  1.16E-12  8.18E-13  5.72E-13  3.50E-13  2.36E-13  1.53E-13  7.99E-14  4.48E-14
             2.30E-14  8.35E-15  3.53E-15  1.40E-15  3.88E-16  1.42E-16  5.12E-17  1.31E-17  4.66E-18
    49       3.73E-12  2.63E-12  1.65E-12  1.16E-12  8.04E-13  4.82E-13  3.14E-13  1.94E-13  9.10E-14  4.60E-14
             2.12E-14  6.67E-15  2.60E-15  9.70E-16  2.55E-16  9.13E-17  3.25E-17  8.25E-18  2.92E-18
    50       4.54E-12  3.20E-12  2.00E-12  1.39E-12  9.55E-13  5.54E-13  3.46E-13  2.00E-13  8.37E-14  3.85E-14
             1.63E-14  4.70E-15  1.75E-15  6.37E-16  1.64E-16  5.84E-17  2.07E-17  5.25E-18  1.86E-18
    51       4.71E-12  3.31E-12  2.06E-12  1.42E-12  9.56E-13  5.30E-13  3.13E-13  1.69E-13  6.35E-14  2.72E-14
             1.08E-14  2.97E-15  1.08E-15  3.89E-16  9.93E-17  3.52E-17  1.25E-17  3.16E-18  1.12E-18
    52       4.00E-12  2.81E-12  1.73E-12  1.18E-12  7.75E-13  4.08E-13  2.27E-13  1.14E-13  3.93E-14  1.59E-14
             6.09E-15  1.62E-15  5.85E-16  2.09E-16  5.31E-17  1.88E-17  6.66E-18  1.69E-18  5.96E-19
    53       2.62E-12  1.83E-12  1.12E-12  7.49E-13  4.79E-13  2.38E-13  1.25E-13  5.89E-14  1.89E-14  7.37E-15
             2.75E-15  7.21E-16  2.58E-16  9.18E-17  2.33E-17  8.25E-18  2.92E-18  7.38E-19  2.61E-19
    54       1.18E-12  8.21E-13  4.95E-13  3.25E-13  2.01E-13  9.39E-14  4.67E-14  2.09E-14  6.34E-15  2.41E-15
             8.84E-16  2.29E-16  8.17E-17  2.90E-17  7.36E-18  2.60E-18  9.21E-19  2.33E-19  8.24E-20
    55       2.74E-13  1.89E-13  1.12E-13  7.22E-14  4.33E-14  1.90E-14  8.96E-15  3.84E-15  1.12E-15  4.16E-16
             1.51E-16  3.90E-17  1.39E-17  4.92E-18  1.25E-18  4.41E-19  1.56E-19  3.94E-20  1.39E-20

   INREP
   -----
     1       1.18E-10  8.36E-11  5.29E-11  3.74E-11  2.64E-11  1.67E-11  1.18E-11  8.29E-12  5.18E-12  3.59E-12
             2.45E-12  1.41E-12  8.80E-13  5.17E-13  2.30E-13  1.15E-13  5.35E-14  1.79E-14  7.41E-15
     2       1.25E-10  8.84E-11  5.59E-11  3.95E-11  2.79E-11  1.75E-11  1.23E-11  8.51E-12  5.11E-12  3.36E-12
             2.11E-12  1.05E-12  5.72E-13  2.93E-13  1.11E-13  4.99E-14  2.15E-14  6.65E-15  2.64E-15
     3       8.38E-11  5.93E-11  3.74E-11  2.64E-11  1.86E-11  1.16E-11  8.02E-12  5.45E-12  3.12E-12  1.94E-12
             1.13E-12  5.08E-13  2.58E-13  1.24E-13  4.35E-14  1.88E-14  7.83E-15  2.35E-15  9.17E-16
     4       6.32E-11  4.47E-11  2.82E-11  1.98E-11  1.39E-11  8.59E-12  5.85E-12  3.88E-12  2.11E-12  1.25E-12
             6.92E-13  2.89E-13  1.40E-13  6.44E-14  2.17E-14  9.16E-15  3.75E-15  1.11E-15  4.27E-16
     5       5.08E-11  3.59E-11  2.26E-11  1.59E-11  1.11E-11  6.75E-12  4.52E-12  2.92E-12  1.52E-12  8.59E-13
             4.57E-13  1.81E-13  8.48E-14  3.80E-14  1.25E-14  5.19E-15  2.10E-15  6.12E-16  2.35E-16
     6       4.25E-11  3.00E-11  1.88E-11  1.32E-11  9.16E-12  5.51E-12  3.62E-12  2.28E-12  1.13E-12  6.20E-13
             3.19E-13  1.22E-13  5.56E-14  2.45E-14  7.88E-15  3.24E-15  1.30E-15  3.75E-16  1.44E-16
     7       3.65E-11  2.57E-11  1.61E-11  1.13E-11  7.77E-12  4.60E-12  2.97E-12  1.83E-12  8.73E-13  4.64E-13
             2.33E-13  8.61E-14  3.86E-14  1.68E-14  5.31E-15  2.16E-15  8.63E-16  2.48E-16  9.45E-17
     8       3.20E-11  2.25E-11  1.41E-11  9.81E-12  6.72E-12  3.92E-12  2.48E-12  1.49E-12  6.90E-13  3.58E-13
             1.75E-13  6.34E-14  2.80E-14  1.20E-14  3.76E-15  1.52E-15  6.04E-16  1.73E-16  6.56E-17
     9       2.85E-11  2.00E-11  1.25E-11  8.66E-12  5.89E-12  3.38E-12  2.10E-12  1.24E-12  5.56E-13  2.82E-13
             1.36E-13  4.81E-14  2.10E-14  8.92E-15  2.77E-15  1.12E-15  4.40E-16  1.25E-16  4.75E-17
    10       2.57E-11  1.80E-11  1.12E-11  7.74E-12  5.22E-12  2.95E-12  1.80E-12  1.04E-12  4.55E-13  2.27E-13
             1.07E-13  3.74E-14  1.62E-14  6.82E-15  2.10E-15  8.42E-16  3.31E-16  9.40E-17  3.56E-17
    11       2.33E-11  1.64E-11  1.02E-11  6.98E-12  4.67E-12  2.59E-12  1.56E-12  8.84E-13  3.78E-13  1.85E-13
             8.66E-14  2.98E-14  1.28E-14  5.35E-15  1.64E-15  6.53E-16  2.56E-16  7.25E-17  2.74E-17
    12       2.14E-11  1.50E-11  9.28E-12  6.33E-12  4.21E-12  2.30E-12  1.36E-12  7.58E-13  3.17E-13  1.54E-13
             7.10E-14  2.41E-14  1.03E-14  4.27E-15  1.30E-15  5.17E-16  2.02E-16  5.71E-17  2.15E-17
    13       1.98E-11  1.38E-11  8.52E-12  5.79E-12  3.81E-12  2.05E-12  1.20E-12  6.57E-13  2.70E-13  1.29E-13
             5.90E-14  1.98E-14  8.39E-15  3.47E-15  1.05E-15  4.17E-16  1.63E-16  4.58E-17  1.73E-17
    14       1.84E-11  1.28E-11  7.87E-12  5.31E-12  3.47E-12  1.84E-12  1.06E-12  5.73E-13  2.31E-13  1.09E-13
             4.96E-14  1.65E-14  6.95E-15  2.86E-15  8.62E-16  3.41E-16  1.33E-16  3.74E-17  1.41E-17
    15       1.72E-11  1.20E-11  7.33E-12  4.92E-12  3.19E-12  1.66E-12  9.44E-13  5.04E-13  2.00E-13  9.37E-14
             4.21E-14  1.39E-14  5.82E-15  2.39E-15  7.17E-16  2.83E-16  1.10E-16  3.09E-17  1.16E-17
    16       1.61E-11  1.12E-11  6.83E-12  4.56E-12  2.93E-12  1.50E-12  8.44E-13  4.45E-13  1.74E-13  8.08E-14
             3.60E-14  1.18E-14  4.92E-15  2.01E-15  6.02E-16  2.37E-16  9.21E-17  2.58E-17  9.71E-18
    17       1.43E-11  9.92E-12  5.98E-12  3.94E-12  2.49E-12  1.24E-12  6.82E-13  3.52E-13  1.34E-13  6.14E-14
             2.70E-14  8.75E-15  3.62E-15  1.47E-15  4.38E-16  1.72E-16  6.66E-17  1.86E-17  6.97E-18
    18       1.28E-11  8.88E-12  5.30E-12  3.45E-12  2.15E-12  1.04E-12  5.62E-13  2.85E-13  1.06E-13  4.80E-14
             2.09E-14  6.70E-15  2.76E-15  1.12E-15  3.30E-16  1.29E-16  4.99E-17  1.39E-17  5.20E-18
    19       1.16E-11  8.02E-12  4.74E-12  3.05E-12  1.87E-12  8.87E-13  4.69E-13  2.34E-13  8.58E-14  3.83E-14
             1.66E-14  5.25E-15  2.15E-15  8.66E-16  2.55E-16  9.96E-17  3.84E-17  1.07E-17  4.00E-18
    20       1.02E-11  6.95E-12  4.05E-12  2.56E-12  1.53E-12  7.06E-13  3.65E-13  1.78E-13  6.40E-14  2.82E-14
             1.20E-14  3.78E-15  1.54E-15  6.16E-16  1.80E-16  7.01E-17  2.70E-17  7.48E-18  2.80E-18
    21       8.67E-12  5.88E-12  3.35E-12  2.07E-12  1.21E-12  5.37E-13  2.70E-13  1.29E-13  4.52E-14  1.96E-14
             8.29E-15  2.57E-15  1.04E-15  4.13E-16  1.20E-16  4.66E-17  1.79E-17  4.94E-18  1.85E-18
    22       7.05E-12  4.71E-12  2.60E-12  1.56E-12  8.78E-13  3.72E-13  1.82E-13  8.45E-14  2.88E-14  1.23E-14
             5.13E-15  1.57E-15  6.28E-16  2.49E-16  7.18E-17  2.77E-17  1.06E-17  2.92E-18  1.09E-18
    23       6.24E-12  4.12E-12  2.23E-12  1.31E-12  7.24E-13  2.99E-13  1.44E-13  6.58E-14  2.21E-14  9.38E-15
             3.88E-15  1.18E-15  4.70E-16  1.85E-16  5.33E-17  2.06E-17  7.84E-18  2.16E-18  8.02E-19
    24       5.29E-12  3.44E-12  1.81E-12  1.04E-12  5.56E-13  2.23E-13  1.05E-13  4.71E-14  1.56E-14  6.52E-15
             2.68E-15  8.05E-16  3.20E-16  1.25E-16  3.60E-17  1.38E-17  5.25E-18  1.44E-18  5.35E-19
    25       4.78E-12  3.08E-12  1.59E-12  8.95E-13  4.73E-13  1.86E-13  8.63E-14  3.85E-14  1.26E-14  5.24E-15
             2.14E-15  6.41E-16  2.54E-16  9.94E-17  2.84E-17  1.09E-17  4.14E-18  1.13E-18  4.21E-19
    26       4.15E-12  2.63E-12  1.32E-12  7.28E-13  3.77E-13  1.44E-13  6.61E-14  2.91E-14  9.41E-15  3.89E-15
             1.58E-15  4.70E-16  1.85E-16  7.24E-17  2.06E-17  7.90E-18  2.99E-18  8.19E-19  3.03E-19
    27       3.64E-12  2.27E-12  1.11E-12  6.02E-13  3.06E-13  1.15E-13  5.19E-14  2.26E-14  7.23E-15  2.97E-15
             1.20E-15  3.56E-16  1.40E-16  5.45E-17  1.55E-17  5.91E-18  2.24E-18  6.11E-19  2.26E-19
    28       3.04E-12  1.86E-12  8.79E-13  4.64E-13  2.30E-13  8.42E-14  3.75E-14  1.61E-14  5.09E-15  2.08E-15
             8.34E-16  2.45E-16  9.60E-17  3.73E-17  1.05E-17  4.02E-18  1.52E-18  4.14E-19  1.53E-19
    29       2.49E-12  1.48E-12  6.76E-13  3.47E-13  1.68E-13  6.01E-14  2.63E-14  1.12E-14  3.49E-15  1.41E-15
             5.64E-16  1.65E-16  6.43E-17  2.49E-17  7.02E-18  2.67E-18  1.01E-18  2.74E-19  1.01E-19
    30       1.83E-12  1.05E-12  4.55E-13  2.25E-13  1.06E-13  3.65E-14  1.57E-14  6.57E-15  2.01E-15  8.08E-16
             3.20E-16  9.28E-17  3.60E-17  1.39E-17  3.89E-18  1.48E-18  5.56E-19  1.51E-19  5.57E-20
    31       1.47E-12  8.22E-13  3.45E-13  1.67E-13  7.70E-14  2.60E-14  1.11E-14  4.59E-15  1.39E-15  5.56E-16
             2.19E-16  6.32E-17  2.45E-17  9.40E-18  2.63E-18  9.96E-19  3.74E-19  1.01E-19  3.73E-20
    32       1.07E-12  5.73E-13  2.30E-13  1.08E-13  4.87E-14  1.61E-14  6.72E-15  2.76E-15  8.27E-16  3.27E-16
             1.28E-16  3.68E-17  1.42E-17  5.43E-18  1.51E-18  5.71E-19  2.14E-19  5.79E-20  2.13E-20
    33       8.28E-13  4.33E-13  1.68E-13  7.76E-14  3.44E-14  1.12E-14  4.62E-15  1.88E-15  5.60E-16  2.21E-16
             8.61E-17  2.46E-17  9.44E-18  3.61E-18  1.00E-18  3.78E-19  1.42E-19  3.82E-20  1.40E-20
    34       5.62E-13  2.84E-13  1.06E-13  4.75E-14  2.06E-14  6.54E-15  2.68E-15  1.08E-15  3.17E-16  1.24E-16
             4.83E-17  1.37E-17  5.24E-18  2.00E-18  5.53E-19  2.08E-19  7.78E-20  2.10E-20  7.70E-21
    35       4.12E-13  2.02E-13  7.31E-14  3.23E-14  1.38E-14  4.32E-15  1.75E-15  7.02E-16  2.05E-16  8.00E-17
             3.09E-17  8.74E-18  3.34E-18  1.27E-18  3.50E-19  1.32E-19  4.91E-20  1.32E-20  4.85E-21
    36       2.51E-13  1.19E-13  4.12E-14  1.78E-14  7.46E-15  2.29E-15  9.19E-16  3.64E-16  1.05E-16  4.09E-17
             1.57E-17  4.42E-18  1.68E-18  6.37E-19  1.75E-19  6.57E-20  2.45E-20  6.56E-21  2.40E-21
    37       1.78E-13  8.21E-14  2.79E-14  1.18E-14  4.92E-15  1.49E-15  5.95E-16  2.35E-16  6.75E-17  2.61E-17
             1.00E-17  2.80E-18  1.06E-18  4.02E-19  1.10E-19  4.13E-20  1.54E-20  4.11E-21  1.50E-21
    38       1.04E-13  4.66E-14  1.53E-14  6.41E-15  2.62E-15  7.84E-16  3.10E-16  1.21E-16  3.46E-17  1.33E-17
             5.08E-18  1.42E-18  5.36E-19  2.02E-19  5.53E-20  2.07E-20  7.67E-21  2.05E-21  7.51E-22
    39       6.98E-14  3.08E-14  9.93E-15  4.10E-15  1.66E-15  4.93E-16  1.94E-16  7.55E-17  2.14E-17  8.22E-18
             3.13E-18  8.69E-19  3.28E-19  1.24E-19  3.38E-20  1.26E-20  4.67E-21  1.25E-21  4.56E-22
    40       3.68E-14  1.58E-14  4.98E-15  2.03E-15  8.13E-16  2.38E-16  9.29E-17  3.59E-17  1.01E-17  3.87E-18
             1.47E-18  4.06E-19  1.53E-19  5.74E-20  1.56E-20  5.82E-21  2.16E-21  5.75E-22  2.09E-22
    41       2.56E-14  1.09E-14  3.39E-15  1.37E-15  5.46E-16  1.59E-16  6.18E-17  2.38E-17  6.71E-18  2.55E-18
             9.68E-19  2.67E-19  1.00E-19  3.76E-20  1.02E-20  3.81E-21  1.41E-21  3.75E-22  1.37E-22
    42       1.50E-14  6.29E-15  1.93E-15  7.76E-16  3.08E-16  8.90E-17  3.45E-17  1.33E-17  3.71E-18  1.41E-18
             5.34E-19  1.47E-19  5.51E-20  2.06E-20  5.61E-21  2.08E-21  7.70E-22  2.05E-22  7.48E-23



    T(K)     ALFT( 1)  ALFT( 2)  ALFT( 3)  ALFT( 4)  ALFT( 5)  ALFT( 6)  ALFT( 7)  ALFT( 8)  ALFT( 9)  ALFT(10)
    ----     --------  --------  --------  --------  --------  --------  --------  --------  --------  --------
  1.68E+04   1.35E-09
  3.36E+04   9.03E-10
  8.41E+04   5.20E-10
  1.68E+05   3.33E-10
  3.36E+05   2.14E-10
  8.41E+05   1.18E-10
  1.68E+06   7.42E-11
  3.36E+06   4.63E-11
  8.41E+06   2.42E-11
  1.68E+07   1.45E-11
  3.36E+07   8.50E-12
  8.41E+07   4.01E-12
  1.68E+08   2.18E-12
  3.36E+08   1.14E-12
  8.41E+08   4.50E-13
  1.68E+09   2.11E-13
  3.36E+09   9.38E-14
  8.41E+09   3.01E-14
  1.68E+10   1.22E-14
C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C NAME:
C DATE:   /  /  
C
C--------------------------------------------------------------------------------------------------------------
