SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   192       9.37E-13  6.62E-13  4.19E-13  2.96E-13  2.09E-13  1.32E-13  9.34E-14  6.58E-14  4.11E-14  2.83E-14
             1.92E-14  1.09E-14  6.72E-15  3.92E-15  1.74E-15  8.67E-16  4.06E-16  1.37E-16  5.68E-17
   194       4.87E-12  3.44E-12  2.17E-12  1.54E-12  1.08E-12  6.81E-13  4.77E-13  3.30E-13  1.97E-13  1.27E-13
             7.76E-14  3.61E-14  1.84E-14  8.60E-15  2.83E-15  1.14E-15  4.38E-16  1.18E-16  4.30E-17
   197       3.20E-12  2.26E-12  1.43E-12  1.01E-12  7.12E-13  4.48E-13  3.14E-13  2.17E-13  1.30E-13  8.40E-14
             5.14E-14  2.39E-14  1.22E-14  5.71E-15  1.88E-15  7.55E-16  2.91E-16  7.86E-17  2.86E-17
   198       8.14E-12  5.75E-12  3.63E-12  2.55E-12  1.79E-12  1.11E-12  7.58E-13  5.03E-13  2.71E-13  1.56E-13
             8.25E-14  3.08E-14  1.33E-14  5.35E-15  1.50E-15  5.51E-16  1.99E-16  5.11E-17  1.82E-17
   199       5.31E-12  3.75E-12  2.37E-12  1.67E-12  1.17E-12  7.25E-13  4.96E-13  3.30E-13  1.78E-13  1.03E-13
             5.44E-14  2.03E-14  8.77E-15  3.54E-15  9.89E-16  3.64E-16  1.32E-16  3.38E-17  1.20E-17
   200       8.31E-12  5.86E-12  3.69E-12  2.59E-12  1.80E-12  1.09E-12  7.14E-13  4.46E-13  2.12E-13  1.09E-13
             5.05E-14  1.61E-14  6.29E-15  2.36E-15  6.22E-16  2.23E-16  7.94E-17  2.02E-17  7.15E-18
   201       4.49E-12  3.16E-12  1.98E-12  1.38E-12  9.46E-13  5.50E-13  3.45E-13  2.00E-13  8.43E-14  3.90E-14
             1.65E-14  4.78E-15  1.78E-15  6.49E-16  1.67E-16  5.95E-17  2.11E-17  5.35E-18  1.89E-18
   202       2.99E-12  2.11E-12  1.32E-12  9.19E-13  6.30E-13  3.67E-13  2.30E-13  1.33E-13  5.62E-14  2.60E-14
             1.10E-14  3.19E-15  1.19E-15  4.33E-16  1.12E-16  3.97E-17  1.41E-17  3.57E-18  1.26E-18
   203       5.52E-12  3.89E-12  2.45E-12  1.72E-12  1.19E-12  7.21E-13  4.74E-13  2.96E-13  1.41E-13  7.22E-14
             3.36E-14  1.07E-14  4.19E-15  1.57E-15  4.14E-16  1.48E-16  5.28E-17  1.34E-17  4.75E-18
   204       2.98E-15  2.11E-15  1.34E-15  9.45E-16  6.70E-16  4.26E-16  3.03E-16  2.15E-16  1.34E-16  8.95E-17
             5.64E-17  2.71E-17  1.41E-17  6.67E-18  2.21E-18  8.95E-19  3.46E-19  9.36E-20  3.41E-20
   205       4.33E-15  3.06E-15  1.93E-15  1.36E-15  9.61E-16  6.02E-16  4.17E-16  2.83E-16  1.58E-16  9.39E-17
             5.08E-17  1.95E-17  8.49E-18  3.45E-18  9.72E-19  3.59E-19  1.30E-19  3.34E-20  1.19E-20
   206       1.05E-16  7.44E-17  4.69E-17  3.29E-17  2.30E-17  1.40E-17  9.36E-18  5.95E-18  2.92E-18  1.53E-18
             7.21E-19  2.34E-19  9.21E-20  3.47E-20  9.17E-21  3.29E-21  1.17E-21  2.98E-22  1.06E-22
   207       4.41E-16  3.12E-16  1.98E-16  1.40E-16  9.94E-17  6.34E-17  4.54E-17  3.25E-17  2.05E-17  1.39E-17
             8.85E-18  4.31E-18  2.24E-18  1.07E-18  3.56E-19  1.44E-19  5.57E-20  1.51E-20  5.50E-21
   208       1.16E-15  8.23E-16  5.20E-16  3.68E-16  2.60E-16  1.63E-16  1.14E-16  7.79E-17  4.42E-17  2.65E-17
             1.45E-17  5.59E-18  2.45E-18  9.99E-19  2.82E-19  1.04E-19  3.77E-20  9.70E-21  3.45E-21
   209       2.22E-17  1.56E-17  9.86E-18  6.93E-18  4.85E-18  2.97E-18  1.99E-18  1.28E-18  6.33E-19  3.33E-19
             1.59E-19  5.17E-20  2.04E-20  7.72E-21  2.04E-21  7.33E-22  2.61E-22  6.65E-23  2.35E-23
   210       1.16E-17  8.23E-18  5.22E-18  3.71E-18  2.64E-18  1.71E-18  1.25E-18  9.24E-19  6.31E-19  4.70E-19
             3.41E-19  2.09E-19  1.34E-19  8.05E-20  3.65E-20  1.84E-20  8.68E-21  2.94E-21  1.23E-21
   211       1.27E-17  8.97E-18  5.69E-18  4.03E-18  2.87E-18  1.85E-18  1.34E-18  9.75E-19  6.34E-19  4.40E-19
             2.87E-19  1.42E-19  7.50E-20  3.60E-20  1.21E-20  4.90E-21  1.90E-21  5.15E-22  1.88E-22
   274       8.76E-13  6.19E-13  3.91E-13  2.77E-13  1.95E-13  1.23E-13  8.68E-14  6.08E-14  3.75E-14  2.56E-14
             1.71E-14  9.60E-15  5.89E-15  3.42E-15  1.51E-15  7.51E-16  3.51E-16  1.18E-16  4.91E-17
   275       5.78E-13  4.08E-13  2.58E-13  1.83E-13  1.29E-13  8.14E-14  5.73E-14  4.02E-14  2.48E-14  1.70E-14
             1.14E-14  6.39E-15  3.92E-15  2.28E-15  1.00E-15  5.00E-16  2.34E-16  7.88E-17  3.27E-17
   276       2.98E-12  2.11E-12  1.33E-12  9.41E-13  6.64E-13  4.17E-13  2.91E-13  2.01E-13  1.19E-13  7.64E-14
             4.64E-14  2.14E-14  1.09E-14  5.08E-15  1.66E-15  6.69E-16  2.57E-16  6.95E-17  2.53E-17
   277       1.97E-12  1.39E-12  8.78E-13  6.20E-13  4.38E-13  2.75E-13  1.92E-13  1.33E-13  7.87E-14  5.07E-14
             3.08E-14  1.42E-14  7.22E-15  3.38E-15  1.11E-15  4.45E-16  1.71E-16  4.63E-17  1.68E-17
   278       5.20E-12  3.67E-12  2.32E-12  1.63E-12  1.15E-12  7.09E-13  4.84E-13  3.20E-13  1.72E-13  9.89E-14
             5.20E-14  1.94E-14  8.33E-15  3.35E-15  9.37E-16  3.45E-16  1.25E-16  3.20E-17  1.14E-17
   279       3.41E-12  2.41E-12  1.52E-12  1.07E-12  7.52E-13  4.65E-13  3.18E-13  2.11E-13  1.14E-13  6.54E-14
             3.44E-14  1.28E-14  5.52E-15  2.22E-15  6.22E-16  2.29E-16  8.27E-17  2.12E-17  7.54E-18
   280       6.19E-12  4.37E-12  2.75E-12  1.93E-12  1.34E-12  8.08E-13  5.31E-13  3.31E-13  1.58E-13  8.06E-14
             3.74E-14  1.19E-14  4.65E-15  1.74E-15  4.59E-16  1.65E-16  5.86E-17  1.49E-17  5.27E-18
   281       5.11E-12  3.60E-12  2.26E-12  1.57E-12  1.08E-12  6.27E-13  3.93E-13  2.28E-13  9.60E-14  4.44E-14
             1.88E-14  5.44E-15  2.03E-15  7.38E-16  1.90E-16  6.77E-17  2.40E-17  6.08E-18  2.15E-18
   282       3.41E-12  2.40E-12  1.50E-12  1.05E-12  7.18E-13  4.18E-13  2.62E-13  1.52E-13  6.40E-14  2.96E-14
             1.25E-14  3.63E-15  1.35E-15  4.92E-16  1.27E-16  4.51E-17  1.60E-17  4.06E-18  1.44E-18
   283       4.11E-12  2.90E-12  1.82E-12  1.28E-12  8.90E-13  5.37E-13  3.53E-13  2.20E-13  1.05E-13  5.36E-14
             2.49E-14  7.91E-15  3.09E-15  1.16E-15  3.05E-16  1.10E-16  3.90E-17  9.91E-18  3.51E-18
   284       2.21E-12  1.55E-12  9.68E-13  6.67E-13  4.49E-13  2.49E-13  1.48E-13  7.96E-14  3.01E-14  1.29E-14
             5.13E-15  1.41E-15  5.14E-16  1.85E-16  4.72E-17  1.67E-17  5.93E-18  1.50E-18  5.31E-19
   285       1.47E-12  1.04E-12  6.45E-13  4.45E-13  2.99E-13  1.66E-13  9.84E-14  5.31E-14  2.00E-14  8.58E-15
             3.42E-15  9.40E-16  3.43E-16  1.23E-16  3.14E-17  1.12E-17  3.95E-18  1.00E-18  3.54E-19
   288       4.71E-16  3.33E-16  2.11E-16  1.50E-16  1.07E-16  6.85E-17  4.93E-17  3.55E-17  2.25E-17  1.52E-17
             9.67E-18  4.67E-18  2.42E-18  1.15E-18  3.81E-19  1.54E-19  5.95E-20  1.61E-20  5.86E-21
   293       6.99E-16  4.94E-16  3.13E-16  2.21E-16  1.57E-16  9.92E-17  6.97E-17  4.80E-17  2.74E-17  1.64E-17
             8.96E-18  3.45E-18  1.51E-18  6.14E-19  1.73E-19  6.39E-20  2.31E-20  5.95E-21  2.11E-21
   298       2.65E-17  1.87E-17  1.18E-17  8.31E-18  5.83E-18  3.59E-18  2.43E-18  1.57E-18  7.83E-19  4.13E-19
             1.97E-19  6.41E-20  2.53E-20  9.56E-21  2.53E-21  9.08E-22  3.24E-22  8.23E-23  2.91E-23
   329       6.55E-17  4.64E-17  2.94E-17  2.09E-17  1.49E-17  9.69E-18  7.06E-18  5.17E-18  3.36E-18  2.32E-18
             1.49E-18  7.32E-19  3.82E-19  1.82E-19  6.08E-20  2.46E-20  9.51E-21  2.58E-21  9.38E-22
   333       1.79E-16  1.27E-16  8.03E-17  5.70E-17  4.05E-17  2.59E-17  1.84E-17  1.29E-17  7.52E-18  4.59E-18
             2.54E-18  9.88E-19  4.35E-19  1.78E-19  5.02E-20  1.86E-20  6.73E-21  1.73E-21  6.15E-22
   335       5.48E-18  3.87E-18  2.45E-18  1.73E-18  1.22E-18  7.56E-19  5.16E-19  3.38E-19  1.72E-19  9.22E-20
             4.43E-20  1.46E-20  5.78E-21  2.19E-21  5.79E-22  2.08E-22  7.42E-23  1.89E-23  6.68E-24
   367       1.51E-18  1.07E-18  6.81E-19  4.87E-19  3.51E-19  2.33E-19  1.75E-19  1.35E-19  9.74E-20  7.47E-20
             5.52E-20  3.41E-20  2.20E-20  1.32E-20  5.98E-21  3.02E-21  1.42E-21  4.82E-22  2.01E-22
   369       1.50E-18  1.06E-18  6.76E-19  4.82E-19  3.47E-19  2.30E-19  1.72E-19  1.30E-19  8.95E-20  6.40E-20
             4.25E-20  2.14E-20  1.13E-20  5.46E-21  1.83E-21  7.45E-22  2.89E-22  7.84E-23  2.85E-23
   370       5.84E-13  4.13E-13  2.61E-13  1.84E-13  1.30E-13  8.19E-14  5.75E-14  4.01E-14  2.45E-14  1.66E-14
             1.10E-14  6.11E-15  3.73E-15  2.16E-15  9.48E-16  4.72E-16  2.21E-16  7.42E-17  3.08E-17
   371       3.86E-13  2.73E-13  1.72E-13  1.22E-13  8.60E-14  5.42E-14  3.80E-14  2.65E-14  1.62E-14  1.10E-14
             7.31E-15  4.07E-15  2.48E-15  1.44E-15  6.32E-16  3.14E-16  1.47E-16  4.94E-17  2.05E-17
   372       1.98E-12  1.40E-12  8.84E-13  6.24E-13  4.40E-13  2.76E-13  1.92E-13  1.32E-13  7.76E-14  4.96E-14
             2.99E-14  1.37E-14  6.95E-15  3.24E-15  1.06E-15  4.25E-16  1.64E-16  4.42E-17  1.61E-17
   373       1.31E-12  9.24E-13  5.84E-13  4.12E-13  2.91E-13  1.82E-13  1.27E-13  8.75E-14  5.15E-14  3.29E-14
             1.99E-14  9.14E-15  4.62E-15  2.16E-15  7.06E-16  2.83E-16  1.09E-16  2.94E-17  1.07E-17
   374       3.52E-12  2.49E-12  1.57E-12  1.11E-12  7.76E-13  4.79E-13  3.26E-13  2.16E-13  1.15E-13  6.61E-14
             3.47E-14  1.29E-14  5.52E-15  2.22E-15  6.20E-16  2.28E-16  8.25E-17  2.12E-17  7.52E-18
   375       2.32E-12  1.64E-12  1.03E-12  7.27E-13  5.10E-13  3.16E-13  2.15E-13  1.42E-13  7.63E-14  4.37E-14
             2.30E-14  8.53E-15  3.67E-15  1.48E-15  4.12E-16  1.52E-16  5.48E-17  1.41E-17  5.00E-18
   376       4.53E-12  3.20E-12  2.01E-12  1.41E-12  9.80E-13  5.91E-13  3.88E-13  2.42E-13  1.15E-13  5.85E-14
             2.71E-14  8.61E-15  3.37E-15  1.26E-15  3.32E-16  1.19E-16  4.24E-17  1.08E-17  3.81E-18
   377       4.50E-12  3.17E-12  1.98E-12  1.38E-12  9.48E-13  5.51E-13  3.45E-13  2.00E-13  8.42E-14  3.89E-14
             1.65E-14  4.77E-15  1.78E-15  6.47E-16  1.67E-16  5.93E-17  2.10E-17  5.33E-18  1.88E-18
   378       3.00E-12  2.11E-12  1.32E-12  9.21E-13  6.32E-13  3.67E-13  2.30E-13  1.34E-13  5.62E-14  2.59E-14
             1.10E-14  3.18E-15  1.18E-15  4.31E-16  1.11E-16  3.95E-17  1.40E-17  3.55E-18  1.26E-18
   379       3.01E-12  2.12E-12  1.34E-12  9.37E-13  6.51E-13  3.93E-13  2.58E-13  1.61E-13  7.63E-14  3.89E-14
             1.80E-14  5.73E-15  2.24E-15  8.40E-16  2.21E-16  7.93E-17  2.82E-17  7.17E-18  2.54E-18
   380       3.10E-12  2.18E-12  1.36E-12  9.35E-13  6.29E-13  3.50E-13  2.07E-13  1.12E-13  4.21E-14  1.80E-14
             7.18E-15  1.97E-15  7.20E-16  2.59E-16  6.60E-17  2.34E-17  8.30E-18  2.10E-18  7.43E-19
   381       2.07E-12  1.45E-12  9.04E-13  6.23E-13  4.20E-13  2.33E-13  1.38E-13  7.44E-14  2.81E-14  1.20E-14
             4.79E-15  1.32E-15  4.80E-16  1.72E-16  4.40E-17  1.56E-17  5.53E-18  1.40E-18  4.95E-19
   382       1.10E-12  7.74E-13  4.78E-13  3.25E-13  2.14E-13  1.13E-13  6.27E-14  3.15E-14  1.09E-14  4.40E-15
             1.69E-15  4.50E-16  1.62E-16  5.78E-17  1.47E-17  5.21E-18  1.85E-18  4.67E-19  1.65E-19
   383       7.36E-13  5.16E-13  3.19E-13  2.17E-13  1.43E-13  7.50E-14  4.18E-14  2.10E-14  7.24E-15  2.94E-15
             1.12E-15  3.00E-16  1.08E-16  3.86E-17  9.81E-18  3.48E-18  1.23E-18  3.11E-19  1.10E-19
   462       9.70E-17  6.87E-17  4.37E-17  3.11E-17  2.23E-17  1.46E-17  1.07E-17  7.87E-18  5.11E-18  3.50E-18
             2.24E-18  1.08E-18  5.62E-19  2.67E-19  8.86E-20  3.58E-20  1.38E-20  3.74E-21  1.36E-21
   464       1.46E-16  1.03E-16  6.56E-17  4.66E-17  3.33E-17  2.14E-17  1.53E-17  1.08E-17  6.31E-18  3.84E-18
             2.11E-18  8.18E-19  3.58E-19  1.46E-19  4.12E-20  1.52E-20  5.51E-21  1.42E-21  5.04E-22
   466       6.94E-18  4.91E-18  3.10E-18  2.20E-18  1.55E-18  9.73E-19  6.69E-19  4.41E-19  2.25E-19  1.21E-19
             5.79E-20  1.90E-20  7.52E-21  2.84E-21  7.52E-22  2.70E-22  9.63E-23  2.45E-23  8.67E-24
   473       4.12E-13  2.92E-13  1.84E-13  1.30E-13  9.17E-14  5.76E-14  4.02E-14  2.79E-14  1.69E-14  1.13E-14
             7.47E-15  4.12E-15  2.51E-15  1.45E-15  6.35E-16  3.16E-16  1.47E-16  4.95E-17  2.05E-17
   474       2.73E-13  1.93E-13  1.22E-13  8.61E-14  6.07E-14  3.81E-14  2.67E-14  1.85E-14  1.12E-14  7.54E-15
             4.97E-15  2.75E-15  1.67E-15  9.64E-16  4.23E-16  2.10E-16  9.83E-17  3.30E-17  1.37E-17
   475       1.39E-12  9.84E-13  6.21E-13  4.39E-13  3.09E-13  1.93E-13  1.34E-13  9.18E-14  5.35E-14  3.40E-14
             2.04E-14  9.33E-15  4.70E-15  2.19E-15  7.16E-16  2.87E-16  1.10E-16  2.98E-17  1.08E-17
   476       9.21E-13  6.51E-13  4.11E-13  2.90E-13  2.04E-13  1.28E-13  8.89E-14  6.09E-14  3.55E-14  2.26E-14
             1.36E-14  6.21E-15  3.13E-15  1.46E-15  4.77E-16  1.91E-16  7.35E-17  1.99E-17  7.21E-18
   477       1.26E-17  8.90E-18  5.67E-18  4.05E-18  2.93E-18  1.95E-18  1.46E-18  1.11E-18  7.48E-19  5.26E-19
             3.43E-19  1.69E-19  8.86E-20  4.23E-20  1.41E-20  5.71E-21  2.21E-21  5.98E-22  2.18E-22
   478       2.50E-12  1.77E-12  1.12E-12  7.86E-13  5.51E-13  3.40E-13  2.31E-13  1.52E-13  8.09E-14  4.62E-14
             2.41E-14  8.93E-15  3.83E-15  1.54E-15  4.29E-16  1.58E-16  5.71E-17  1.46E-17  5.20E-18
   479       1.65E-12  1.17E-12  7.35E-13  5.18E-13  3.63E-13  2.24E-13  1.52E-13  1.01E-13  5.36E-14  3.06E-14
             1.60E-14  5.93E-15  2.55E-15  1.02E-15  2.86E-16  1.05E-16  3.80E-17  9.74E-18  3.46E-18
   480       3.36E-12  2.37E-12  1.49E-12  1.05E-12  7.27E-13  4.38E-13  2.87E-13  1.78E-13  8.45E-14  4.30E-14
             1.99E-14  6.31E-15  2.46E-15  9.23E-16  2.43E-16  8.71E-17  3.10E-17  7.88E-18  2.79E-18
   481       3.69E-12  2.60E-12  1.63E-12  1.13E-12  7.77E-13  4.51E-13  2.82E-13  1.64E-13  6.88E-14  3.18E-14
             1.34E-14  3.89E-15  1.45E-15  5.27E-16  1.36E-16  4.83E-17  1.71E-17  4.34E-18  1.54E-18
   482       2.46E-12  1.73E-12  1.08E-12  7.55E-13  5.18E-13  3.01E-13  1.88E-13  1.09E-13  4.59E-14  2.12E-14
             8.95E-15  2.59E-15  9.66E-16  3.51E-16  9.05E-17  3.22E-17  1.14E-17  2.89E-18  1.02E-18
   483       2.24E-12  1.58E-12  9.92E-13  6.96E-13  4.83E-13  2.91E-13  1.91E-13  1.19E-13  5.62E-14  2.86E-14
             1.32E-14  4.20E-15  1.64E-15  6.15E-16  1.62E-16  5.80E-17  2.07E-17  5.25E-18  1.86E-18
   484       3.14E-12  2.21E-12  1.38E-12  9.48E-13  6.38E-13  3.54E-13  2.10E-13  1.13E-13  4.26E-14  1.83E-14
             7.27E-15  2.00E-15  7.28E-16  2.62E-16  6.68E-17  2.37E-17  8.40E-18  2.13E-18  7.52E-19
   485       2.09E-12  1.47E-12  9.17E-13  6.32E-13  4.26E-13  2.36E-13  1.40E-13  7.54E-14  2.84E-14  1.22E-14
             4.85E-15  1.33E-15  4.85E-16  1.74E-16  4.46E-17  1.58E-17  5.60E-18  1.42E-18  5.01E-19
   486       1.84E-12  1.29E-12  7.96E-13  5.42E-13  3.56E-13  1.87E-13  1.04E-13  5.25E-14  1.81E-14  7.33E-15
             2.81E-15  7.49E-16  2.70E-16  9.63E-17  2.45E-17  8.68E-18  3.07E-18  7.78E-19  2.75E-19
   487       1.23E-12  8.60E-13  5.31E-13  3.61E-13  2.38E-13  1.25E-13  6.97E-14  3.50E-14  1.21E-14  4.89E-15
             1.87E-15  4.99E-16  1.80E-16  6.42E-17  1.63E-17  5.79E-18  2.05E-18  5.19E-19  1.83E-19
   488       5.57E-13  3.89E-13  2.38E-13  1.59E-13  1.02E-13  5.04E-14  2.65E-14  1.25E-14  4.01E-15  1.56E-15
             5.84E-16  1.53E-16  5.48E-17  1.95E-17  4.95E-18  1.75E-18  6.20E-19  1.57E-19  5.55E-20
   489       3.71E-13  2.59E-13  1.58E-13  1.06E-13  6.78E-14  3.36E-14  1.77E-14  8.34E-15  2.67E-15  1.04E-15
             3.89E-16  1.02E-16  3.65E-17  1.30E-17  3.30E-18  1.17E-18  4.13E-19  1.05E-19  3.70E-20
   490       3.50E-17  2.48E-17  1.58E-17  1.12E-17  8.08E-18  5.30E-18  3.88E-18  2.80E-18  1.70E-18  1.06E-18
             5.93E-19  2.33E-19  1.03E-19  4.22E-20  1.19E-20  4.42E-21  1.60E-21  4.12E-22  1.46E-22
   491       1.36E-18  9.62E-19  6.11E-19  4.34E-19  3.09E-19  1.97E-19  1.38E-19  9.33E-20  4.92E-20  2.68E-20
             1.31E-20  4.34E-21  1.73E-21  6.55E-22  1.74E-22  6.24E-23  2.23E-23  5.66E-24  2.01E-24
   492       2.44E-19  1.73E-19  1.11E-19  8.02E-20  5.89E-20  4.10E-20  3.26E-20  2.67E-20  2.06E-20  1.64E-20
             1.23E-20  7.70E-21  4.98E-21  2.99E-21  1.35E-21  6.83E-22  3.22E-22  1.09E-22  4.54E-23
   493       2.31E-19  1.64E-19  1.05E-19  7.57E-20  5.56E-20  3.86E-20  3.05E-20  2.46E-20  1.81E-20  1.34E-20
             9.10E-21  4.64E-21  2.47E-21  1.19E-21  4.00E-22  1.63E-22  6.31E-23  1.71E-23  6.24E-24
   494       2.37E-17  1.68E-17  1.07E-17  7.70E-18  5.58E-18  3.74E-18  2.82E-18  2.13E-18  1.43E-18  9.91E-19
             6.38E-19  3.10E-19  1.61E-19  7.66E-20  2.54E-20  1.03E-20  3.96E-21  1.07E-21  3.91E-22
   495       3.60E-17  2.55E-17  1.63E-17  1.16E-17  8.40E-18  5.55E-18  4.08E-18  2.95E-18  1.78E-18  1.10E-18
             6.08E-19  2.37E-19  1.04E-19  4.25E-20  1.20E-20  4.43E-21  1.61E-21  4.13E-22  1.47E-22
   496       1.95E-18  1.38E-18  8.78E-19  6.25E-19  4.47E-19  2.88E-19  2.03E-19  1.37E-19  7.22E-20  3.92E-20
             1.90E-20  6.26E-21  2.48E-21  9.40E-22  2.49E-22  8.95E-23  3.19E-23  8.12E-24  2.87E-24
   497       2.78E-18  1.98E-18  1.27E-18  9.17E-19  6.74E-19  4.68E-19  3.66E-19  2.90E-19  2.05E-19  1.47E-19
             9.71E-20  4.83E-20  2.53E-20  1.21E-20  4.04E-21  1.64E-21  6.32E-22  1.71E-22  6.24E-23
   498       7.82E-18  5.55E-18  3.56E-18  2.56E-18  1.88E-18  1.28E-18  9.81E-19  7.41E-19  4.70E-19  2.99E-19
             1.70E-19  6.73E-20  2.98E-20  1.22E-20  3.47E-21  1.28E-21  4.65E-22  1.20E-22  4.25E-23
   499       3.49E-19  2.48E-19  1.58E-19  1.14E-19  8.26E-20  5.49E-20  4.01E-20  2.82E-20  1.55E-20  8.65E-21
             4.26E-21  1.43E-21  5.71E-22  2.17E-22  5.75E-23  2.07E-23  7.38E-24  1.88E-24  6.65E-25
   500       4.25E-20  3.03E-20  1.97E-20  1.45E-20  1.11E-20  8.43E-21  7.30E-21  6.51E-21  5.44E-21  4.47E-21
             3.43E-21  2.16E-21  1.40E-21  8.43E-22  3.82E-22  1.93E-22  9.08E-23  3.07E-23  1.28E-23


 -----------------------------------------
 PRTF= 4  TRMPRT= (5S)  SPNPRT= 5  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 4
   IREP
   ----
     2       6.39E-11  4.52E-11  2.85E-11  2.02E-11  1.42E-11  8.96E-12  6.28E-12  4.38E-12  2.65E-12  1.76E-12
             1.12E-12  5.72E-13  3.20E-13  1.67E-13  6.50E-14  2.98E-14  1.31E-14  4.12E-15  1.65E-15
     3       2.89E-11  2.04E-11  1.29E-11  9.11E-12  6.42E-12  4.01E-12  2.78E-12  1.90E-12  1.10E-12  6.94E-13
             4.15E-13  1.92E-13  1.00E-13  4.94E-14  1.80E-14  7.97E-15  3.40E-15  1.04E-15  4.13E-16
     4       2.25E-11  1.59E-11  1.00E-11  7.06E-12  4.95E-12  3.06E-12  2.09E-12  1.39E-12  7.67E-13  4.59E-13
             2.59E-13  1.11E-13  5.50E-14  2.60E-14  9.02E-15  3.88E-15  1.62E-15  4.87E-16  1.90E-16
     5       1.80E-11  1.27E-11  7.98E-12  5.61E-12  3.92E-12  2.39E-12  1.61E-12  1.04E-12  5.46E-13  3.13E-13
             1.69E-13  6.89E-14  3.29E-14  1.51E-14  5.10E-15  2.16E-15  8.90E-16  2.65E-16  1.03E-16
     6       1.49E-11  1.05E-11  6.63E-12  4.64E-12  3.23E-12  1.94E-12  1.28E-12  8.10E-13  4.06E-13  2.25E-13
             1.17E-13  4.58E-14  2.14E-14  9.61E-15  3.18E-15  1.33E-15  5.43E-16  1.60E-16  6.20E-17
     7       1.28E-11  9.04E-12  5.67E-12  3.96E-12  2.73E-12  1.62E-12  1.05E-12  6.47E-13  3.12E-13  1.67E-13
             8.50E-14  3.22E-14  1.47E-14  6.52E-15  2.12E-15  8.81E-16  3.57E-16  1.05E-16  4.03E-17
     8       1.12E-11  7.91E-12  4.95E-12  3.44E-12  2.36E-12  1.38E-12  8.75E-13  5.27E-13  2.46E-13  1.29E-13
             6.38E-14  2.35E-14  1.06E-14  4.64E-15  1.49E-15  6.15E-16  2.48E-16  7.23E-17  2.78E-17
     9       9.99E-12  7.03E-12  4.39E-12  3.04E-12  2.07E-12  1.19E-12  7.41E-13  4.37E-13  1.98E-13  1.01E-13
             4.92E-14  1.78E-14  7.92E-15  3.43E-15  1.09E-15  4.47E-16  1.80E-16  5.21E-17  2.00E-17
    10       9.00E-12  6.33E-12  3.94E-12  2.72E-12  1.83E-12  1.04E-12  6.35E-13  3.67E-13  1.62E-13  8.12E-14
             3.89E-14  1.38E-14  6.08E-15  2.61E-15  8.24E-16  3.36E-16  1.35E-16  3.89E-17  1.49E-17
    11       8.19E-12  5.75E-12  3.57E-12  2.45E-12  1.64E-12  9.11E-13  5.49E-13  3.12E-13  1.34E-13  6.63E-14
             3.13E-14  1.09E-14  4.78E-15  2.04E-15  6.38E-16  2.59E-16  1.03E-16  2.98E-17  1.14E-17
    12       7.51E-12  5.27E-12  3.26E-12  2.22E-12  1.48E-12  8.07E-13  4.79E-13  2.67E-13  1.13E-13  5.49E-14
             2.56E-14  8.84E-15  3.83E-15  1.62E-15  5.05E-16  2.05E-16  8.14E-17  2.34E-17  8.93E-18
    13       6.93E-12  4.86E-12  2.99E-12  2.03E-12  1.34E-12  7.20E-13  4.21E-13  2.31E-13  9.55E-14  4.60E-14
             2.12E-14  7.25E-15  3.12E-15  1.31E-15  4.07E-16  1.64E-16  6.52E-17  1.87E-17  7.13E-18
    14       6.44E-12  4.50E-12  2.76E-12  1.87E-12  1.22E-12  6.45E-13  3.73E-13  2.02E-13  8.19E-14  3.90E-14
             1.78E-14  6.03E-15  2.58E-15  1.08E-15  3.34E-16  1.34E-16  5.31E-17  1.52E-17  5.79E-18
    15       6.03E-12  4.21E-12  2.57E-12  1.73E-12  1.12E-12  5.83E-13  3.32E-13  1.77E-13  7.08E-14  3.34E-14
             1.51E-14  5.07E-15  2.16E-15  9.01E-16  2.77E-16  1.11E-16  4.39E-17  1.25E-17  4.77E-18
    16       5.65E-12  3.94E-12  2.40E-12  1.60E-12  1.03E-12  5.28E-13  2.97E-13  1.57E-13  6.16E-14  2.88E-14
             1.29E-14  4.30E-15  1.82E-15  7.58E-16  2.32E-16  9.30E-17  3.67E-17  1.05E-17  3.98E-18
    17       5.01E-12  3.48E-12  2.10E-12  1.38E-12  8.74E-13  4.37E-13  2.40E-13  1.24E-13  4.75E-14  2.18E-14
             9.70E-15  3.18E-15  1.34E-15  5.53E-16  1.68E-16  6.72E-17  2.64E-17  7.51E-18  2.84E-18
    18       4.51E-12  3.12E-12  1.86E-12  1.21E-12  7.54E-13  3.67E-13  1.98E-13  1.00E-13  3.76E-14  1.71E-14
             7.50E-15  2.43E-15  1.02E-15  4.18E-16  1.26E-16  5.03E-17  1.97E-17  5.59E-18  2.11E-18
    19       4.09E-12  2.82E-12  1.66E-12  1.07E-12  6.55E-13  3.12E-13  1.65E-13  8.22E-14  3.03E-14  1.36E-14
             5.92E-15  1.90E-15  7.91E-16  3.24E-16  9.73E-17  3.86E-17  1.51E-17  4.28E-18  1.62E-18
    20       3.56E-12  2.44E-12  1.42E-12  9.00E-13  5.39E-13  2.48E-13  1.28E-13  6.27E-14  2.26E-14  1.00E-14
