SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             3.32E-18  1.06E-18  4.13E-19  1.55E-19  4.07E-20  1.46E-20  5.20E-21  1.32E-21  4.68E-22
    91       3.56E-15  2.51E-15  1.58E-15  1.11E-15  7.70E-16  4.64E-16  3.04E-16  1.90E-16  9.00E-17  4.59E-17
             2.13E-17  6.77E-18  2.65E-18  9.92E-19  2.61E-19  9.36E-20  3.34E-20  8.48E-21  3.00E-21
    93       2.14E-17  1.51E-17  9.51E-18  6.67E-18  4.64E-18  2.79E-18  1.83E-18  1.14E-18  5.42E-19  2.77E-19
             1.28E-19  4.08E-20  1.60E-20  5.99E-21  1.58E-21  5.65E-22  2.01E-22  5.11E-23  1.81E-23
    95       8.07E-12  5.70E-12  3.60E-12  2.54E-12  1.78E-12  1.10E-12  7.53E-13  5.00E-13  2.70E-13  1.56E-13
             8.26E-14  3.09E-14  1.34E-14  5.39E-15  1.51E-15  5.56E-16  2.01E-16  5.16E-17  1.83E-17
    96       5.81E-12  4.10E-12  2.59E-12  1.82E-12  1.28E-12  7.93E-13  5.42E-13  3.60E-13  1.95E-13  1.13E-13
             5.96E-14  2.23E-14  9.63E-15  3.89E-15  1.09E-15  4.01E-16  1.45E-16  3.72E-17  1.32E-17
    97       4.42E-12  3.12E-12  1.97E-12  1.39E-12  9.74E-13  6.03E-13  4.12E-13  2.74E-13  1.48E-13  8.56E-14
             4.53E-14  1.70E-14  7.33E-15  2.96E-15  8.29E-16  3.05E-16  1.10E-16  2.84E-17  1.01E-17
    98       2.41E-15  1.70E-15  1.08E-15  7.62E-16  5.38E-16  3.39E-16  2.38E-16  1.66E-16  9.99E-17  6.54E-17
             4.04E-17  1.91E-17  9.81E-18  4.63E-18  1.53E-18  6.17E-19  2.38E-19  6.44E-20  2.34E-20
    99       2.62E-12  1.85E-12  1.17E-12  8.23E-13  5.78E-13  3.58E-13  2.45E-13  1.63E-13  8.79E-14  5.09E-14
             2.69E-14  1.01E-14  4.36E-15  1.76E-15  4.93E-16  1.82E-16  6.57E-17  1.69E-17  6.00E-18
   100       8.83E-13  6.24E-13  3.94E-13  2.77E-13  1.95E-13  1.21E-13  8.25E-14  5.48E-14  2.97E-14  1.72E-14
             9.10E-15  3.41E-15  1.47E-15  5.95E-16  1.67E-16  6.14E-17  2.22E-17  5.70E-18  2.03E-18
   102       4.06E-12  2.86E-12  1.80E-12  1.26E-12  8.78E-13  5.29E-13  3.48E-13  2.17E-13  1.04E-13  5.30E-14
             2.47E-14  7.87E-15  3.08E-15  1.16E-15  3.04E-16  1.09E-16  3.89E-17  9.88E-18  3.50E-18
   103       3.13E-12  2.21E-12  1.39E-12  9.74E-13  6.77E-13  4.08E-13  2.69E-13  1.68E-13  7.99E-14  4.09E-14
             1.90E-14  6.07E-15  2.38E-15  8.92E-16  2.35E-16  8.42E-17  3.00E-17  7.63E-18  2.70E-18
   104       2.24E-12  1.58E-12  9.95E-13  6.98E-13  4.85E-13  2.93E-13  1.92E-13  1.20E-13  5.73E-14  2.94E-14
             1.36E-14  4.36E-15  1.71E-15  6.40E-16  1.69E-16  6.05E-17  2.15E-17  5.47E-18  1.94E-18
   105       4.93E-12  3.48E-12  2.19E-12  1.53E-12  1.07E-12  6.44E-13  4.23E-13  2.64E-13  1.26E-13  6.46E-14
             3.00E-14  9.59E-15  3.75E-15  1.41E-15  3.71E-16  1.33E-16  4.74E-17  1.20E-17  4.27E-18
   106       1.34E-12  9.44E-13  5.94E-13  4.17E-13  2.90E-13  1.75E-13  1.15E-13  7.18E-14  3.42E-14  1.76E-14
             8.16E-15  2.61E-15  1.02E-15  3.83E-16  1.01E-16  3.62E-17  1.29E-17  3.28E-18  1.16E-18
   108       1.63E-14  1.15E-14  7.28E-15  5.13E-15  3.60E-15  2.23E-15  1.53E-15  1.02E-15  5.55E-16  3.23E-16
             1.72E-16  6.47E-17  2.80E-17  1.13E-17  3.18E-18  1.17E-18  4.24E-19  1.09E-19  3.87E-20
   110       2.44E-14  1.72E-14  1.08E-14  7.61E-15  5.29E-15  3.20E-15  2.11E-15  1.32E-15  6.32E-16  3.25E-16
             1.52E-16  4.86E-17  1.90E-17  7.16E-18  1.89E-18  6.77E-19  2.41E-19  6.13E-20  2.17E-20
   127       4.78E-18  3.38E-18  2.14E-18  1.52E-18  1.08E-18  6.98E-19  5.07E-19  3.73E-19  2.49E-19  1.79E-19
             1.21E-19  6.27E-20  3.39E-20  1.66E-20  5.67E-21  2.32E-21  9.03E-22  2.46E-22  8.98E-23
   129       2.42E-18  1.72E-18  1.09E-18  7.73E-19  5.52E-19  3.58E-19  2.63E-19  1.98E-19  1.41E-19  1.11E-19
             8.51E-20  5.58E-20  3.73E-20  2.31E-20  1.07E-20  5.48E-21  2.61E-21  8.89E-22  3.72E-22
   132       7.62E-18  5.39E-18  3.41E-18  2.41E-18  1.71E-18  1.09E-18  7.68E-19  5.38E-19  3.21E-19  2.01E-19
             1.15E-19  4.64E-20  2.09E-20  8.66E-21  2.48E-21  9.21E-22  3.35E-22  8.62E-23  3.07E-23
   133       2.67E-18  1.89E-18  1.20E-18  8.51E-19  6.07E-19  3.92E-19  2.86E-19  2.11E-19  1.43E-19  1.04E-19
             7.07E-20  3.71E-20  2.02E-20  9.91E-21  3.39E-21  1.39E-21  5.41E-22  1.48E-22  5.38E-23
   134       1.14E-18  8.04E-19  5.09E-19  3.60E-19  2.55E-19  1.62E-19  1.15E-19  8.05E-20  4.80E-20  3.01E-20
             1.72E-20  6.97E-21  3.14E-21  1.30E-21  3.73E-22  1.39E-22  5.04E-23  1.30E-23  4.62E-24
   136       2.41E-18  1.70E-18  1.08E-18  7.62E-19  5.40E-19  3.43E-19  2.43E-19  1.70E-19  1.02E-19  6.39E-20
             3.65E-20  1.48E-20  6.66E-21  2.77E-21  7.92E-22  2.94E-22  1.07E-22  2.76E-23  9.80E-24
   137       4.54E-18  3.21E-18  2.03E-18  1.44E-18  1.02E-18  6.50E-19  4.62E-19  3.26E-19  1.96E-19  1.24E-19
             7.12E-20  2.90E-20  1.31E-20  5.45E-21  1.56E-21  5.81E-22  2.11E-22  5.45E-23  1.94E-23
   139       2.93E-18  2.08E-18  1.31E-18  9.30E-19  6.60E-19  4.20E-19  2.98E-19  2.11E-19  1.27E-19  8.02E-20
             4.61E-20  1.88E-20  8.50E-21  3.54E-21  1.01E-21  3.77E-22  1.37E-22  3.53E-23  1.26E-23
   141       1.54E-18  1.09E-18  6.86E-19  4.83E-19  3.39E-19  2.10E-19  1.43E-19  9.40E-20  4.88E-20  2.67E-20
             1.31E-20  4.42E-21  1.78E-21  6.77E-22  1.80E-22  6.50E-23  2.32E-23  5.90E-24  2.09E-24
   150       2.67E-14  1.88E-14  1.19E-14  8.40E-15  5.92E-15  3.71E-15  2.59E-15  1.78E-15  1.05E-15  6.71E-16
             4.06E-16  1.87E-16  9.47E-17  4.42E-17  1.45E-17  5.81E-18  2.24E-18  6.04E-19  2.19E-19
   151       1.66E-14  1.17E-14  7.39E-15  5.22E-15  3.68E-15  2.31E-15  1.61E-15  1.11E-15  6.52E-16  4.18E-16
             2.53E-16  1.17E-16  5.90E-17  2.76E-17  9.03E-18  3.63E-18  1.39E-18  3.77E-19  1.37E-19
   154       6.86E-15  4.85E-15  3.06E-15  2.15E-15  1.51E-15  9.31E-16  6.33E-16  4.18E-16  2.23E-16  1.27E-16
             6.68E-17  2.47E-17  1.06E-17  4.27E-18  1.19E-18  4.38E-19  1.58E-19  4.06E-20  1.44E-20
   156       5.73E-14  4.05E-14  2.55E-14  1.80E-14  1.26E-14  7.78E-15  5.29E-15  3.49E-15  1.87E-15  1.07E-15
             5.60E-16  2.07E-16  8.91E-17  3.58E-17  1.00E-17  3.68E-18  1.33E-18  3.41E-19  1.21E-19
   157       2.37E-12  1.67E-12  1.06E-12  7.48E-13  5.29E-13  3.34E-13  2.36E-13  1.66E-13  1.03E-13  7.13E-14
             4.81E-14  2.73E-14  1.68E-14  9.81E-15  4.34E-15  2.17E-15  1.02E-15  3.42E-16  1.42E-16
   158       2.08E-15  1.47E-15  9.28E-16  6.54E-16  4.58E-16  2.83E-16  1.93E-16  1.27E-16  6.80E-17  3.90E-17
             2.04E-17  7.58E-18  3.26E-18  1.31E-18  3.66E-19  1.35E-19  4.86E-20  1.25E-20  4.43E-21
   161       2.32E-16  1.64E-16  1.03E-16  7.21E-17  5.01E-17  3.01E-17  1.97E-17  1.23E-17  5.79E-18  2.94E-18
             1.36E-18  4.31E-19  1.68E-19  6.30E-20  1.66E-20  5.94E-21  2.12E-21  5.38E-22  1.90E-22
   162       1.27E-15  8.94E-16  5.62E-16  3.94E-16  2.74E-16  1.65E-16  1.08E-16  6.69E-17  3.16E-17  1.61E-17
             7.43E-18  2.36E-18  9.20E-19  3.45E-19  9.06E-20  3.25E-20  1.16E-20  2.94E-21  1.04E-21
   170       4.92E-18  3.47E-18  2.18E-18  1.53E-18  1.06E-18  6.39E-19  4.19E-19  2.60E-19  1.23E-19  6.25E-20
             2.89E-20  9.16E-21  3.58E-21  1.34E-21  3.52E-22  1.26E-22  4.50E-23  1.14E-23  4.05E-24
   171       3.78E-12  2.67E-12  1.69E-12  1.19E-12  8.42E-13  5.29E-13  3.70E-13  2.57E-13  1.53E-13  9.88E-14
             6.03E-14  2.81E-14  1.43E-14  6.69E-15  2.20E-15  8.84E-16  3.40E-16  9.20E-17  3.34E-17
   172       2.67E-12  1.89E-12  1.19E-12  8.42E-13  5.94E-13  3.74E-13  2.62E-13  1.81E-13  1.08E-13  6.98E-14
             4.27E-14  1.98E-14  1.01E-14  4.73E-15  1.55E-15  6.25E-16  2.41E-16  6.51E-17  2.37E-17
   173       1.59E-12  1.12E-12  7.11E-13  5.02E-13  3.55E-13  2.23E-13  1.56E-13  1.08E-13  6.45E-14  4.18E-14
             2.55E-14  1.19E-14  6.05E-15  2.83E-15  9.31E-16  3.75E-16  1.44E-16  3.90E-17  1.42E-17
   174       4.86E-12  3.43E-12  2.17E-12  1.53E-12  1.07E-12  6.63E-13  4.53E-13  3.01E-13  1.62E-13  9.36E-14
             4.94E-14  1.85E-14  7.95E-15  3.21E-15  8.96E-16  3.30E-16  1.19E-16  3.06E-17  1.09E-17
   175       3.73E-12  2.63E-12  1.66E-12  1.17E-12  8.21E-13  5.08E-13  3.47E-13  2.31E-13  1.24E-13  7.17E-14
             3.79E-14  1.41E-14  6.10E-15  2.46E-15  6.87E-16  2.53E-16  9.15E-17  2.35E-17  8.34E-18
   176       2.69E-12  1.90E-12  1.20E-12  8.43E-13  5.92E-13  3.67E-13  2.51E-13  1.66E-13  8.98E-14  5.18E-14
             2.74E-14  1.02E-14  4.40E-15  1.78E-15  4.97E-16  1.83E-16  6.61E-17  1.70E-17  6.03E-18
   177       1.60E-12  1.13E-12  7.13E-13  5.03E-13  3.53E-13  2.19E-13  1.49E-13  9.92E-14  5.36E-14  3.09E-14
             1.63E-14  6.10E-15  2.63E-15  1.06E-15  2.97E-16  1.09E-16  3.95E-17  1.01E-17  3.60E-18
   178       5.34E-13  3.77E-13  2.38E-13  1.68E-13  1.18E-13  7.30E-14  4.99E-14  3.31E-14  1.79E-14  1.03E-14
             5.46E-15  2.04E-15  8.80E-16  3.55E-16  9.92E-17  3.65E-17  1.32E-17  3.39E-18  1.21E-18
   180       3.57E-12  2.52E-12  1.58E-12  1.11E-12  7.72E-13  4.66E-13  3.06E-13  1.91E-13  9.11E-14  4.66E-14
             2.16E-14  6.90E-15  2.70E-15  1.01E-15  2.67E-16  9.56E-17  3.41E-17  8.65E-18  3.06E-18
   181       2.77E-12  1.95E-12  1.23E-12  8.61E-13  5.99E-13  3.61E-13  2.38E-13  1.48E-13  7.07E-14  3.62E-14
             1.68E-14  5.35E-15  2.09E-15  7.86E-16  2.07E-16  7.42E-17  2.64E-17  6.72E-18  2.38E-18
   182       4.34E-12  3.06E-12  1.93E-12  1.35E-12  9.40E-13  5.67E-13  3.73E-13  2.33E-13  1.11E-13  5.68E-14
             2.64E-14  8.41E-15  3.29E-15  1.24E-15  3.25E-16  1.17E-16  4.15E-17  1.06E-17  3.74E-18
   183       1.97E-12  1.39E-12  8.76E-13  6.14E-13  4.27E-13  2.58E-13  1.70E-13  1.06E-13  5.04E-14  2.58E-14
             1.20E-14  3.82E-15  1.50E-15  5.61E-16  1.48E-16  5.30E-17  1.89E-17  4.80E-18  1.70E-18
   184       8.31E-13  5.86E-13  3.67E-13  2.55E-13  1.75E-13  1.02E-13  6.38E-14  3.71E-14  1.56E-14  7.22E-15
             3.06E-15  8.86E-16  3.30E-16  1.20E-16  3.10E-17  1.10E-17  3.91E-18  9.91E-19  3.51E-19
   185       1.16E-12  8.20E-13  5.13E-13  3.57E-13  2.45E-13  1.43E-13  8.93E-14  5.19E-14  2.18E-14  1.01E-14
             4.28E-15  1.24E-15  4.63E-16  1.68E-16  4.34E-17  1.54E-17  5.47E-18  1.39E-18  4.91E-19
   186       1.50E-12  1.05E-12  6.60E-13  4.60E-13  3.15E-13  1.83E-13  1.15E-13  6.67E-14  2.81E-14  1.30E-14
             5.50E-15  1.59E-15  5.95E-16  2.16E-16  5.58E-17  1.98E-17  7.04E-18  1.78E-18  6.31E-19
   187       1.83E-12  1.29E-12  8.07E-13  5.62E-13  3.85E-13  2.24E-13  1.40E-13  8.15E-14  3.43E-14  1.59E-14
             6.72E-15  1.95E-15  7.27E-16  2.65E-16  6.82E-17  2.43E-17  8.60E-18  2.18E-18  7.71E-19
   188       2.16E-12  1.52E-12  9.54E-13  6.64E-13  4.55E-13  2.65E-13  1.66E-13  9.63E-14  4.06E-14  1.88E-14
             7.94E-15  2.30E-15  8.59E-16  3.13E-16  8.06E-17  2.87E-17  1.02E-17  2.58E-18  9.12E-19
   189       1.18E-12  8.32E-13  5.23E-13  3.67E-13  2.55E-13  1.54E-13  1.01E-13  6.33E-14  3.02E-14  1.55E-14
             7.18E-15  2.29E-15  8.96E-16  3.36E-16  8.85E-17  3.17E-17  1.13E-17  2.87E-18  1.02E-18
   190       5.57E-16  3.94E-16  2.49E-16  1.76E-16  1.24E-16  7.85E-17  5.52E-17  3.85E-17  2.33E-17  1.52E-17
             9.40E-18  4.42E-18  2.26E-18  1.07E-18  3.51E-19  1.42E-19  5.46E-20  1.48E-20  5.37E-21
   193       2.34E-15  1.65E-15  1.04E-15  7.35E-16  5.16E-16  3.21E-16  2.20E-16  1.47E-16  8.05E-17  4.69E-17
             2.50E-17  9.40E-18  4.07E-18  1.65E-18  4.61E-19  1.70E-19  6.15E-20  1.58E-20  5.61E-21
   195       4.89E-15  3.45E-15  2.17E-15  1.53E-15  1.06E-15  6.43E-16  4.25E-16  2.67E-16  1.28E-16  6.62E-17
             3.09E-17  9.92E-18  3.89E-18  1.46E-18  3.85E-19  1.38E-19  4.93E-20  1.25E-20  4.43E-21
   218       4.81E-15  3.40E-15  2.15E-15  1.51E-15  1.07E-15  6.65E-16  4.61E-16  3.15E-16  1.83E-16  1.16E-16
             6.94E-17  3.16E-17  1.59E-17  7.41E-18  2.42E-18  9.70E-19  3.73E-19  1.01E-19  3.66E-20
   219       3.01E-15  2.12E-15  1.34E-15  9.46E-16  6.66E-16  4.16E-16  2.88E-16  1.97E-16  1.14E-16  7.25E-17
             4.34E-17  1.98E-17  9.98E-18  4.64E-18  1.52E-18  6.08E-19  2.34E-19  6.31E-20  2.29E-20
   222       1.51E-15  1.06E-15  6.71E-16  4.72E-16  3.30E-16  2.03E-16  1.38E-16  9.02E-17  4.76E-17  2.70E-17
             1.41E-17  5.18E-18  2.22E-18  8.89E-19  2.48E-19  9.11E-20  3.29E-20  8.45E-21  3.00E-21
   224       1.07E-14  7.59E-15  4.78E-15  3.37E-15  2.36E-15  1.45E-15  9.82E-16  6.44E-16  3.40E-16  1.93E-16
             1.01E-16  3.71E-17  1.59E-17  6.37E-18  1.78E-18  6.53E-19  2.36E-19  6.05E-20  2.15E-20
   225       3.57E-16  2.52E-16  1.59E-16  1.12E-16  7.82E-17  4.81E-17  3.26E-17  2.14E-17  1.13E-17  6.43E-18
             3.35E-18  1.24E-18  5.29E-19  2.12E-19  5.92E-20  2.18E-20  7.87E-21  2.02E-21  7.17E-22
   228       7.38E-17  5.21E-17  3.27E-17  2.29E-17  1.59E-17  9.53E-18  6.22E-18  3.84E-18  1.80E-18  9.12E-19
             4.20E-19  1.33E-19  5.17E-20  1.93E-20  5.08E-21  1.82E-21  6.49E-22  1.65E-22  5.84E-23
   229       3.76E-16  2.65E-16  1.67E-16  1.17E-16  8.10E-17  4.85E-17  3.17E-17  1.96E-17  9.19E-18  4.65E-18
             2.14E-18  6.76E-19  2.63E-19  9.86E-20  2.59E-20  9.29E-21  3.31E-21  8.40E-22  2.98E-22
   243       1.23E-18  8.66E-19  5.45E-19  3.81E-19  2.65E-19  1.59E-19  1.04E-19  6.40E-20  3.01E-20  1.52E-20
             7.00E-21  2.21E-21  8.62E-22  3.23E-22  8.49E-23  3.04E-23  1.08E-23  2.75E-24  9.74E-25
   244       1.46E-12  1.03E-12  6.51E-13  4.60E-13  3.25E-13  2.05E-13  1.44E-13  1.01E-13  6.25E-14  4.27E-14
             2.85E-14  1.60E-14  9.82E-15  5.70E-15  2.51E-15  1.25E-15  5.86E-16  1.97E-16  8.18E-17
   245       2.32E-12  1.64E-12  1.03E-12  7.31E-13  5.16E-13  3.24E-13  2.26E-13  1.56E-13  9.24E-14  5.94E-14
             3.60E-14  1.67E-14  8.44E-15  3.95E-15  1.29E-15  5.20E-16  2.00E-16  5.40E-17  1.96E-17
   246       1.65E-12  1.16E-12  7.36E-13  5.20E-13  3.67E-13  2.30E-13  1.61E-13  1.11E-13  6.58E-14  4.23E-14
             2.57E-14  1.19E-14  6.01E-15  2.81E-15  9.22E-16  3.70E-16  1.42E-16  3.85E-17  1.40E-17
   247       9.84E-13  6.96E-13  4.40E-13  3.11E-13  2.19E-13  1.38E-13  9.62E-14  6.65E-14  3.94E-14  2.53E-14
             1.54E-14  7.10E-15  3.60E-15  1.69E-15  5.52E-16  2.22E-16  8.54E-17  2.31E-17  8.39E-18
   248       3.11E-12  2.20E-12  1.39E-12  9.76E-13  6.85E-13  4.24E-13  2.89E-13  1.92E-13  1.03E-13  5.93E-14
             3.12E-14  1.16E-14  4.99E-15  2.01E-15  5.62E-16  2.07E-16  7.47E-17  1.92E-17  6.82E-18
   249       2.41E-12  1.70E-12  1.07E-12  7.56E-13  5.31E-13  3.28E-13  2.24E-13  1.49E-13  7.98E-14  4.59E-14
             2.42E-14  8.99E-15  3.87E-15  1.56E-15  4.35E-16  1.60E-16  5.79E-17  1.49E-17  5.28E-18
   250       1.72E-12  1.22E-12  7.67E-13  5.41E-13  3.79E-13  2.35E-13  1.60E-13  1.06E-13  5.71E-14  3.28E-14
             1.73E-14  6.44E-15  2.77E-15  1.11E-15  3.12E-16  1.15E-16  4.15E-17  1.06E-17  3.78E-18
   251       1.03E-12  7.26E-13  4.58E-13  3.23E-13  2.27E-13  1.40E-13  9.58E-14  6.35E-14  3.42E-14  1.97E-14
             1.03E-14  3.85E-15  1.66E-15  6.68E-16  1.87E-16  6.87E-17  2.48E-17  6.37E-18  2.26E-18
   252       3.43E-13  2.42E-13  1.53E-13  1.08E-13  7.55E-14  4.67E-14  3.19E-14  2.12E-14  1.14E-14  6.55E-15
             3.45E-15  1.28E-15  5.53E-16  2.23E-16  6.23E-17  2.29E-17  8.28E-18  2.13E-18  7.55E-19
   253       2.66E-12  1.87E-12  1.18E-12  8.27E-13  5.75E-13  3.47E-13  2.28E-13  1.42E-13  6.76E-14  3.46E-14
             1.60E-14  5.10E-15  1.99E-15  7.47E-16  1.97E-16  7.05E-17  2.51E-17  6.39E-18  2.26E-18
   254       2.06E-12  1.46E-12  9.16E-13  6.42E-13  4.46E-13  2.69E-13  1.77E-13  1.10E-13  5.26E-14  2.69E-14
             1.24E-14  3.96E-15  1.55E-15  5.81E-16  1.53E-16  5.48E-17  1.95E-17  4.96E-18  1.76E-18
   255       3.23E-12  2.28E-12  1.44E-12  1.01E-12  7.00E-13  4.22E-13  2.78E-13  1.73E-13  8.25E-14  4.22E-14
             1.95E-14  6.22E-15  2.43E-15  9.12E-16  2.40E-16  8.61E-17  3.07E-17  7.79E-18  2.76E-18
   256       1.47E-12  1.04E-12  6.52E-13  4.57E-13  3.18E-13  1.92E-13  1.26E-13  7.87E-14  3.75E-14  1.92E-14
             8.88E-15  2.83E-15  1.11E-15  4.15E-16  1.09E-16  3.91E-17  1.39E-17  3.54E-18  1.25E-18
   257       9.47E-13  6.67E-13  4.18E-13  2.91E-13  2.00E-13  1.16E-13  7.27E-14  4.22E-14  1.78E-14  8.22E-15
             3.48E-15  1.01E-15  3.76E-16  1.37E-16  3.52E-17  1.25E-17  4.45E-18  1.13E-18  3.99E-19
   258       1.33E-12  9.34E-13  5.85E-13  4.07E-13  2.79E-13  1.62E-13  1.02E-13  5.91E-14  2.49E-14  1.15E-14
             4.87E-15  1.41E-15  5.26E-16  1.91E-16  4.93E-17  1.75E-17  6.22E-18  1.58E-18  5.58E-19
   259       1.70E-12  1.20E-12  7.52E-13  5.24E-13  3.59E-13  2.09E-13  1.31E-13  7.60E-14  3.20E-14  1.48E-14
             6.26E-15  1.81E-15  6.76E-16  2.46E-16  6.34E-17  2.26E-17  8.00E-18  2.03E-18  7.18E-19
   260       2.08E-12  1.47E-12  9.19E-13  6.40E-13  4.39E-13  2.55E-13  1.60E-13  9.29E-14  3.91E-14  1.81E-14
             7.65E-15  2.22E-15  8.27E-16  3.01E-16  7.75E-17  2.76E-17  9.78E-18  2.48E-18  8.77E-19
   261       2.46E-12  1.73E-12  1.09E-12  7.56E-13  5.19E-13  3.02E-13  1.89E-13  1.10E-13  4.62E-14  2.14E-14
             9.04E-15  2.62E-15  9.77E-16  3.56E-16  9.16E-17  3.26E-17  1.16E-17  2.93E-18  1.04E-18
   262       4.69E-13  3.30E-13  2.05E-13  1.41E-13  9.52E-14  5.29E-14  3.13E-14  1.69E-14  6.37E-15  2.73E-15
             1.09E-15  2.99E-16  1.09E-16  3.92E-17  1.00E-17  3.55E-18  1.26E-18  3.18E-19  1.13E-19
   263       6.03E-13  4.24E-13  2.64E-13  1.82E-13  1.22E-13  6.80E-14  4.03E-14  2.17E-14  8.20E-15  3.51E-15
             1.40E-15  3.85E-16  1.40E-16  5.04E-17  1.29E-17  4.56E-18  1.62E-18  4.09E-19  1.45E-19
   264       7.37E-13  5.18E-13  3.23E-13  2.22E-13  1.50E-13  8.31E-14  4.92E-14  2.65E-14  1.00E-14  4.29E-15
             1.71E-15  4.70E-16  1.71E-16  6.15E-17  1.57E-17  5.58E-18  1.98E-18  5.00E-19  1.77E-19
   265       8.71E-13  6.12E-13  3.81E-13  2.63E-13  1.77E-13  9.82E-14  5.81E-14  3.14E-14  1.18E-14  5.07E-15
             2.02E-15  5.55E-16  2.02E-16  7.27E-17  1.86E-17  6.59E-18  2.33E-18  5.91E-19  2.09E-19
   266       1.01E-12  7.07E-13  4.40E-13  3.03E-13  2.04E-13  1.13E-13  6.71E-14  3.62E-14  1.37E-14  5.85E-15
             2.33E-15  6.41E-16  2.34E-16  8.39E-17  2.14E-17  7.61E-18  2.69E-18  6.82E-19  2.41E-19
   267       8.79E-13  6.20E-13  3.90E-13  2.74E-13  1.90E-13  1.15E-13  7.56E-14  4.71E-14  2.24E-14  1.15E-14
             5.32E-15  1.69E-15  6.62E-16  2.48E-16  6.54E-17  2.34E-17  8.35E-18  2.12E-18  7.52E-19
   269       1.20E-16  8.49E-17  5.37E-17  3.80E-17  2.69E-17  1.70E-17  1.20E-17  8.40E-18  5.08E-18  3.32E-18
             2.05E-18  9.60E-19  4.91E-19  2.31E-19  7.59E-20  3.06E-20  1.18E-20  3.18E-21  1.16E-21
   270       4.52E-16  3.20E-16  2.02E-16  1.42E-16  1.00E-16  6.25E-17  4.30E-17  2.89E-17  1.58E-17  9.24E-18
             4.92E-18  1.85E-18  8.01E-19  3.24E-19  9.08E-20  3.34E-20  1.21E-20  3.11E-21  1.10E-21
   271       1.09E-15  7.70E-16  4.85E-16  3.40E-16  2.37E-16  1.44E-16  9.57E-17  6.03E-17  2.92E-17  1.51E-17
             7.05E-18  2.26E-18  8.88E-19  3.34E-19  8.79E-20  3.15E-20  1.12E-20  2.86E-21  1.01E-21
   296       1.20E-15  8.50E-16  5.36E-16  3.78E-16  2.65E-16  1.64E-16  1.13E-16  7.64E-17  4.37E-17  2.74E-17
             1.62E-17  7.33E-18  3.67E-18  1.70E-18  5.55E-19  2.22E-19  8.54E-20  2.30E-20  8.36E-21
   297       7.54E-16  5.33E-16  3.36E-16  2.37E-16  1.66E-16  1.03E-16  7.10E-17  4.80E-17  2.74E-17  1.72E-17
             1.02E-17  4.61E-18  2.31E-18  1.07E-18  3.49E-19  1.40E-19  5.37E-20  1.45E-20  5.26E-21
   301       4.16E-16  2.94E-16  1.85E-16  1.30E-16  9.09E-17  5.56E-17  3.74E-17  2.43E-17  1.27E-17  7.14E-18
             3.69E-18  1.35E-18  5.77E-19  2.31E-19  6.43E-20  2.36E-20  8.53E-21  2.19E-21  7.78E-22
   303       2.74E-15  1.93E-15  1.22E-15  8.56E-16  5.98E-16  3.66E-16  2.46E-16  1.60E-16  8.36E-17  4.71E-17
             2.44E-17  8.92E-18  3.81E-18  1.53E-18  4.25E-19  1.56E-19  5.64E-20  1.45E-20  5.14E-21
   304       8.80E-17  6.21E-17  3.91E-17  2.75E-17  1.92E-17  1.18E-17  7.91E-18  5.15E-18  2.69E-18  1.52E-18
             7.85E-19  2.88E-19  1.23E-19  4.92E-20  1.37E-20  5.03E-21  1.82E-21  4.66E-22  1.66E-22
   307       2.48E-17  1.75E-17  1.10E-17  7.68E-18  5.31E-18  3.17E-18  2.06E-18  1.26E-18  5.87E-19  2.95E-19
             1.35E-19  4.26E-20  1.66E-20  6.20E-21  1.63E-21  5.84E-22  2.08E-22  5.28E-23  1.87E-23
   308       1.22E-16  8.59E-17  5.40E-17  3.77E-17  2.61E-17  1.56E-17  1.01E-17  6.21E-18  2.89E-18  1.45E-18
             6.66E-19  2.10E-19  8.16E-20  3.05E-20  8.02E-21  2.87E-21  1.02E-21  2.60E-22  9.20E-23
   330       9.72E-13  6.87E-13  4.34E-13  3.07E-13  2.17E-13  1.36E-13  9.56E-14  6.67E-14  4.07E-14  2.76E-14
             1.83E-14  1.02E-14  6.22E-15  3.59E-15  1.58E-15  7.86E-16  3.68E-16  1.24E-16  5.13E-17
   331       1.54E-12  1.09E-12  6.87E-13  4.85E-13  3.42E-13  2.14E-13  1.49E-13  1.03E-13  6.03E-14  3.85E-14
             2.33E-14  1.07E-14  5.40E-15  2.52E-15  8.24E-16  3.31E-16  1.27E-16  3.44E-17  1.25E-17
   332       1.10E-12  7.75E-13  4.90E-13  3.46E-13  2.44E-13  1.53E-13  1.06E-13  7.32E-14  4.30E-14  2.75E-14
             1.66E-14  7.62E-15  3.85E-15  1.80E-15  5.88E-16  2.36E-16  9.08E-17  2.45E-17  8.91E-18
   334       6.55E-13  4.63E-13  2.93E-13  2.07E-13  1.46E-13  9.14E-14  6.37E-14  4.38E-14  2.58E-14  1.65E-14
             9.95E-15  4.57E-15  2.31E-15  1.08E-15  3.53E-16  1.42E-16  5.44E-17  1.47E-17  5.34E-18
   336       2.11E-12  1.49E-12  9.40E-13  6.62E-13  4.64E-13  2.87E-13  1.95E-13  1.29E-13  6.91E-14  3.96E-14
