SEQ='AL'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 738873802.0   NPRNTI= 4   NPRNTF=35
   ---------------------
   INDP         CODE                 S L   WI        WNP
   355    11    3S1 3D1 4D1         (4)1( 0.5)  8021106.1 
   356    12    3S1 3D1 4D1         (4)1( 1.5)  8033242.1 
   357    13    3P2 4D1             (2)2( 1.5)  8037422.1 
   358    12    3S1 3D1 4D1         (2)4( 4.5)  8043303.1 
   359    12    3S1 3D1 4D1         (4)1( 2.5)  8044503.7 
   360    15    3P1 3D1 4P1         (4)4( 2.5)  8050575.0 
   361    13    3P2 4D1             (2)2( 2.5)  8050866.0 
   362    20    3P1 3D1 4S1         (4)3( 4.5)  8065712.5 
   363    19    3P1 3D1 4S1         (2)2( 2.5)  8071821.1 
   364    12    3S1 3D1 4D1         (2)0( 0.5)  8078398.9 
   365    19    3P1 3D1 4S1         (2)2( 1.5)  8079539.2 
   366    20    3P1 3D1 4S1         (2)3( 3.5)  8087006.1 
   367    15    3P1 3D1 4P1         (4)3( 1.5)  8091703.7 
   368     9    3P2 4F1             (4)4( 5.5)  8103939.1 
   369     9    3P2 4F1             (4)3( 4.5)  8106667.4 
   370     9    3P2 4F1             (4)3( 3.5)  8110582.8 
   371     9    3P2 4F1             (2)2( 1.5)  8112094.2 
   372     9    3P2 4F1             (4)3( 2.5)  8112470.1 
   373    21    3P1 3D1 4S1         (4)2( 3.5)  8112872.5 
   374    22    3P1 3D1 4S1         (4)1( 0.5)  8113859.2 
   375    23    3P1 3D1 4S1         (4)1( 1.5)  8119530.3 
   376    21    3P1 3D1 4S1         (4)2( 2.5)  8127159.7 
   377     9    3P2 4F1             (2)4( 4.5)  8129652.1 
